Year,Country Code,Value,Variable
2006,LKA,14.61,General government revenue
2007,LKA,14.067,General government revenue
2008,LKA,13.156,General government revenue
2009,LKA,12.684,General government revenue
2010,LKA,12.583,General government revenue
2011,LKA,13.122,General government revenue
2012,LKA,11.876,General government revenue
2013,LKA,11.605,General government revenue
2014,LKA,11.179,General government revenue
2015,LKA,12.63,General government revenue
2016,LKA,13.218,General government revenue
2017,LKA,12.786,General government revenue
2018,LKA,12.588,General government revenue
2019,LKA,11.934,General government revenue
2020,LKA,8.763,General government revenue
2021,LKA,8.317,General government revenue
2022,LKA,8.334,General government revenue
2023,LKA,,General government revenue
2024,LKA,,General government revenue
2025,LKA,,General government revenue
2026,LKA,,General government revenue
2027,LKA,,General government revenue
2028,LKA,,General government revenue
2029,LKA,,General government revenue
1980,KNA,40.915,General government revenue
1981,KNA,28.854,General government revenue
1982,KNA,24.427,General government revenue
1983,KNA,24.979,General government revenue
1984,KNA,20.413,General government revenue
1985,KNA,19.77,General government revenue
1986,KNA,21.058,General government revenue
1987,KNA,23.525,General government revenue
1988,KNA,21.124,General government revenue
1989,KNA,21.05,General government revenue
1990,KNA,19.928,General government revenue
1991,KNA,19.134,General government revenue
1992,KNA,20.279,General government revenue
1993,KNA,21.569,General government revenue
1994,KNA,23.039,General government revenue
1995,KNA,24.588,General government revenue
1996,KNA,24.57,General government revenue
1997,KNA,23.955,General government revenue
1998,KNA,24.008,General government revenue
1999,KNA,22.471,General government revenue
2000,KNA,21.296,General government revenue
2001,KNA,19.99,General government revenue
2002,KNA,23.701,General government revenue
2003,KNA,25.202,General government revenue
2004,KNA,27.079,General government revenue
2005,KNA,31.217,General government revenue
2006,KNA,31.16,General government revenue
2007,KNA,31.127,General government revenue
2008,KNA,27.959,General government revenue
2009,KNA,29.144,General government revenue
2010,KNA,27.011,General government revenue
2011,KNA,31.867,General government revenue
2012,KNA,31.503,General government revenue
2013,KNA,39.564,General government revenue
2014,KNA,36.484,General government revenue
2015,KNA,34.711,General government revenue
2016,KNA,29.808,General government revenue
2017,KNA,27.177,General government revenue
2018,KNA,35.554,General government revenue
2019,KNA,36.564,General government revenue
2020,KNA,33.474,General government revenue
2021,KNA,46.62,General government revenue
2022,KNA,45.619,General government revenue
2023,KNA,42.533,General government revenue
2024,KNA,39.45,General government revenue
2025,KNA,37.69,General government revenue
2026,KNA,35.93,General government revenue
2027,KNA,34.17,General government revenue
2028,KNA,32.411,General government revenue
2029,KNA,32.411,General government revenue
1980,LCA,,General government revenue
1981,LCA,,General government revenue
1982,LCA,,General government revenue
1983,LCA,,General government revenue
1984,LCA,,General government revenue
1985,LCA,18.891,General government revenue
1986,LCA,19.489,General government revenue
1987,LCA,20.472,General government revenue
1988,LCA,20.219,General government revenue
1989,LCA,19.921,General government revenue
1990,LCA,16.785,General government revenue
1991,LCA,17.545,General government revenue
1992,LCA,17.637,General government revenue
1993,LCA,21.296,General government revenue
1994,LCA,18.719,General government revenue
1995,LCA,18.887,General government revenue
1996,LCA,18.258,General government revenue
1997,LCA,17.939,General government revenue
1998,LCA,20.792,General government revenue
1999,LCA,22.496,General government revenue
2000,LCA,19.754,General government revenue
2001,LCA,18.964,General government revenue
2002,LCA,19.98,General government revenue
2003,LCA,19.316,General government revenue
2004,LCA,19.912,General government revenue
2005,LCA,19.281,General government revenue
2006,LCA,19.407,General government revenue
2007,LCA,20.589,General government revenue
2008,LCA,21.626,General government revenue
2009,LCA,21.636,General government revenue
2010,LCA,21.751,General government revenue
2011,LCA,21.502,General government revenue
2012,LCA,20.18,General government revenue
2013,LCA,20.309,General government revenue
2014,LCA,20.328,General government revenue
2015,LCA,21.173,General government revenue
2016,LCA,21.275,General government revenue
2017,LCA,20.893,General government revenue
2018,LCA,22.088,General government revenue
2019,LCA,21.538,General government revenue
2020,LCA,21.56,General government revenue
2021,LCA,21.594,General government revenue
2022,LCA,21.834,General government revenue
2023,LCA,21.452,General government revenue
2024,LCA,21.077,General government revenue
2025,LCA,21.015,General government revenue
2026,LCA,21.127,General government revenue
2027,LCA,21.093,General government revenue
2028,LCA,21.073,General government revenue
2029,LCA,21.058,General government revenue
1980,VCT,20.458,General government revenue
1981,VCT,22.245,General government revenue
1982,VCT,23.805,General government revenue
1983,VCT,22.808,General government revenue
1984,VCT,25.582,General government revenue
1985,VCT,25.601,General government revenue
1986,VCT,24.57,General government revenue
1987,VCT,24.795,General government revenue
1988,VCT,25.434,General government revenue
1989,VCT,25.725,General government revenue
1990,VCT,25.386,General government revenue
1991,VCT,25.755,General government revenue
1992,VCT,22.62,General government revenue
1993,VCT,21.306,General government revenue
1994,VCT,23.079,General government revenue
1995,VCT,21.354,General government revenue
1996,VCT,22.758,General government revenue
1997,VCT,23.586,General government revenue
1998,VCT,23.578,General government revenue
1999,VCT,23.522,General government revenue
2000,VCT,22.968,General government revenue
2001,VCT,22.802,General government revenue
2002,VCT,23.712,General government revenue
2003,VCT,23.475,General government revenue
2004,VCT,22.144,General government revenue
2005,VCT,22.402,General government revenue
2006,VCT,22.951,General government revenue
2007,VCT,24.052,General government revenue
2008,VCT,27.026,General government revenue
2009,VCT,28.171,General government revenue
2010,VCT,27.358,General government revenue
2011,VCT,25.876,General government revenue
2012,VCT,24.54,General government revenue
2013,VCT,23.662,General government revenue
2014,VCT,27.609,General government revenue
2015,VCT,25.575,General government revenue
2016,VCT,28.122,General government revenue
2017,VCT,26.294,General government revenue
2018,VCT,25.851,General government revenue
2019,VCT,26.918,General government revenue
2020,VCT,27.917,General government revenue
2021,VCT,30.533,General government revenue
2022,VCT,27.92,General government revenue
2023,VCT,27.394,General government revenue
2024,VCT,28.799,General government revenue
2025,VCT,28.86,General government revenue
2026,VCT,28.905,General government revenue
2027,VCT,28.909,General government revenue
2028,VCT,28.936,General government revenue
2029,VCT,28.936,General government revenue
1980,SDN,,General government revenue
1981,SDN,,General government revenue
1982,SDN,,General government revenue
1983,SDN,,General government revenue
1984,SDN,,General government revenue
1985,SDN,,General government revenue
1986,SDN,,General government revenue
1987,SDN,,General government revenue
1988,SDN,,General government revenue
1989,SDN,,General government revenue
1990,SDN,14.758,General government revenue
1991,SDN,19.223,General government revenue
1992,SDN,25.904,General government revenue
1993,SDN,15.644,General government revenue
1994,SDN,16.519,General government revenue
1995,SDN,9.398,General government revenue
1996,SDN,6.695,General government revenue
1997,SDN,6.79,General government revenue
1998,SDN,7.228,General government revenue
1999,SDN,7.596,General government revenue
2000,SDN,9.664,General government revenue
2001,SDN,9.099,General government revenue
2002,SDN,9.855,General government revenue
2003,SDN,13.312,General government revenue
2004,SDN,16.668,General government revenue
2005,SDN,17.874,General government revenue
2006,SDN,17.5,General government revenue
2007,SDN,16.741,General government revenue
2008,SDN,20.203,General government revenue
2009,SDN,14.959,General government revenue
2010,SDN,17.462,General government revenue
2011,SDN,15.906,General government revenue
2012,SDN,9.113,General government revenue
2013,SDN,9.563,General government revenue
2014,SDN,8.792,General government revenue
2015,SDN,8.509,General government revenue
2016,SDN,6.058,General government revenue
2017,SDN,6.743,General government revenue
2018,SDN,8.914,General government revenue
2019,SDN,7.84,General government revenue
2020,SDN,4.81,General government revenue
2021,SDN,9.457,General government revenue
2022,SDN,15.58,General government revenue
2023,SDN,5.28,General government revenue
2024,SDN,6.711,General government revenue
2025,SDN,9.973,General government revenue
2026,SDN,10.509,General government revenue
2027,SDN,11.03,General government revenue
2028,SDN,11.013,General government revenue
2029,SDN,11.02,General government revenue
1980,SUR,,General government revenue
1981,SUR,,General government revenue
1982,SUR,,General government revenue
1983,SUR,,General government revenue
1984,SUR,,General government revenue
1985,SUR,,General government revenue
1986,SUR,,General government revenue
1987,SUR,,General government revenue
1988,SUR,,General government revenue
1989,SUR,,General government revenue
1990,SUR,19.628,General government revenue
1991,SUR,16.84,General government revenue
1992,SUR,17.976,General government revenue
1993,SUR,16.477,General government revenue
1994,SUR,17.864,General government revenue
1995,SUR,21.41,General government revenue
1996,SUR,24.81,General government revenue
1997,SUR,20.787,General government revenue
1998,SUR,23.956,General government revenue
1999,SUR,14.696,General government revenue
2000,SUR,16.604,General government revenue
2001,SUR,25.327,General government revenue
2002,SUR,18.903,General government revenue
2003,SUR,19.063,General government revenue
2004,SUR,19.61,General government revenue
2005,SUR,18.815,General government revenue
2006,SUR,22.801,General government revenue
2007,SUR,27.596,General government revenue
2008,SUR,22.893,General government revenue
2009,SUR,26.049,General government revenue
2010,SUR,20.873,General government revenue
2011,SUR,23.368,General government revenue
2012,SUR,24.684,General government revenue
2013,SUR,23.538,General government revenue
2014,SUR,22.507,General government revenue
2015,SUR,21.59,General government revenue
2016,SUR,17.723,General government revenue
2017,SUR,20.12,General government revenue
2018,SUR,20.903,General government revenue
2019,SUR,20.277,General government revenue
2020,SUR,18.249,General government revenue
2021,SUR,26.361,General government revenue
2022,SUR,26.848,General government revenue
2023,SUR,24.886,General government revenue
2024,SUR,24.766,General government revenue
2025,SUR,25.143,General government revenue
2026,SUR,25.143,General government revenue
2027,SUR,25.143,General government revenue
2028,SUR,25.143,General government revenue
2029,SUR,25.143,General government revenue
1980,SWE,54.011,General government revenue
1981,SWE,57.594,General government revenue
1982,SWE,57.711,General government revenue
1983,SWE,58.745,General government revenue
1984,SWE,58.103,General government revenue
1985,SWE,58.613,General government revenue
1986,SWE,60.049,General government revenue
1987,SWE,61.503,General government revenue
1988,SWE,60.134,General government revenue
1989,SWE,60.103,General government revenue
1990,SWE,61.044,General government revenue
1991,SWE,61.349,General government revenue
1992,SWE,57.796,General government revenue
1993,SWE,56.92,General government revenue
1994,SWE,56.375,General government revenue
1995,SWE,55.026,General government revenue
1996,SWE,56.934,General government revenue
1997,SWE,56.315,General government revenue
1998,SWE,56.424,General government revenue
1999,SWE,55.832,General government revenue
2000,SWE,55.339,General government revenue
2001,SWE,53.076,General government revenue
2002,SWE,51.261,General government revenue
2003,SWE,51.604,General government revenue
2004,SWE,51.69,General government revenue
2005,SWE,53.119,General government revenue
2006,SWE,52.207,General government revenue
2007,SWE,51.668,General government revenue
2008,SWE,50.924,General government revenue
2009,SWE,50.498,General government revenue
2010,SWE,49.265,General government revenue
2011,SWE,48.362,General government revenue
2012,SWE,48.771,General government revenue
2013,SWE,49.133,General government revenue
2014,SWE,48.138,General government revenue
2015,SWE,48.391,General government revenue
2016,SWE,49.754,General government revenue
2017,SWE,49.647,General government revenue
2018,SWE,49.562,General government revenue
2019,SWE,48.669,General government revenue
2020,SWE,48.253,General government revenue
2021,SWE,48.147,General government revenue
2022,SWE,48.066,General government revenue
2023,SWE,47.141,General government revenue
2024,SWE,47.384,General government revenue
2025,SWE,47.92,General government revenue
2026,SWE,48.903,General government revenue
2027,SWE,48.926,General government revenue
2028,SWE,48.941,General government revenue
2029,SWE,48.931,General government revenue
1980,CHE,,General government revenue
1981,CHE,,General government revenue
1982,CHE,,General government revenue
1983,CHE,28.426,General government revenue
1984,CHE,28.297,General government revenue
1985,CHE,28.107,General government revenue
1986,CHE,29.08,General government revenue
1987,CHE,28.914,General government revenue
1988,CHE,29.216,General government revenue
1989,CHE,28.487,General government revenue
1990,CHE,27.583,General government revenue
1991,CHE,27.619,General government revenue
1992,CHE,28.326,General government revenue
1993,CHE,29.31,General government revenue
1994,CHE,29.903,General government revenue
1995,CHE,30.589,General government revenue
1996,CHE,30.957,General government revenue
1997,CHE,30.602,General government revenue
1998,CHE,31.376,General government revenue
1999,CHE,31.675,General government revenue
2000,CHE,32.514,General government revenue
2001,CHE,31.805,General government revenue
2002,CHE,32.344,General government revenue
2003,CHE,31.87,General government revenue
2004,CHE,31.668,General government revenue
2005,CHE,31.748,General government revenue
2006,CHE,31.375,General government revenue
2007,CHE,31.03,General government revenue
2008,CHE,31.902,General government revenue
2009,CHE,32.257,General government revenue
2010,CHE,31.802,General government revenue
2011,CHE,32.131,General government revenue
2012,CHE,31.892,General government revenue
2013,CHE,32.114,General government revenue
2014,CHE,31.926,General government revenue
2015,CHE,33.019,General government revenue
2016,CHE,32.683,General government revenue
2017,CHE,33.574,General government revenue
2018,CHE,33.034,General government revenue
2019,CHE,33.309,General government revenue
2020,CHE,33.995,General government revenue
2021,CHE,34.229,General government revenue
2022,CHE,33.141,General government revenue
2023,CHE,32.536,General government revenue
2024,CHE,32.536,General government revenue
2025,CHE,32.373,General government revenue
2026,CHE,32.373,General government revenue
2027,CHE,32.373,General government revenue
2028,CHE,32.373,General government revenue
2029,CHE,32.373,General government revenue
1980,SYR,,General government revenue
1981,SYR,,General government revenue
1982,SYR,,General government revenue
1983,SYR,,General government revenue
1984,SYR,,General government revenue
1985,SYR,,General government revenue
1986,SYR,,General government revenue
1987,SYR,,General government revenue
1988,SYR,,General government revenue
1989,SYR,,General government revenue
1990,SYR,24.34,General government revenue
1991,SYR,27.698,General government revenue
1992,SYR,26.903,General government revenue
1993,SYR,24.443,General government revenue
1994,SYR,24.261,General government revenue
1995,SYR,25.949,General government revenue
1996,SYR,24.868,General government revenue
1997,SYR,27.192,General government revenue
1998,SYR,26.016,General government revenue
1999,SYR,26.554,General government revenue
2000,SYR,26.006,General government revenue
2001,SYR,30.294,General government revenue
2002,SYR,26.451,General government revenue
2003,SYR,29.936,General government revenue
2004,SYR,27.147,General government revenue
2005,SYR,23.768,General government revenue
2006,SYR,25.214,General government revenue
2007,SYR,22.717,General government revenue
2008,SYR,20.065,General government revenue
2009,SYR,23.85,General government revenue
2010,SYR,20.848,General government revenue
2011,SYR,,General government revenue
2012,SYR,,General government revenue
2013,SYR,,General government revenue
2014,SYR,,General government revenue
2015,SYR,,General government revenue
2016,SYR,,General government revenue
2017,SYR,,General government revenue
2018,SYR,,General government revenue
2019,SYR,,General government revenue
2020,SYR,,General government revenue
2021,SYR,,General government revenue
2022,SYR,,General government revenue
2023,SYR,,General government revenue
2024,SYR,,General government revenue
2025,SYR,,General government revenue
2026,SYR,,General government revenue
2027,SYR,,General government revenue
2028,SYR,,General government revenue
2029,SYR,,General government revenue
1980,TWN,22.384,General government revenue
1981,TWN,22.817,General government revenue
1982,TWN,23.45,General government revenue
1983,TWN,21.255,General government revenue
1984,TWN,21.334,General government revenue
1985,TWN,21.404,General government revenue
1986,TWN,19.722,General government revenue
1987,TWN,19.438,General government revenue
1988,TWN,21.17,General government revenue
1989,TWN,22.854,General government revenue
1990,TWN,24.415,General government revenue
1991,TWN,20.923,General government revenue
1992,TWN,22.419,General government revenue
1993,TWN,22.844,General government revenue
1994,TWN,22.166,General government revenue
1995,TWN,21.099,General government revenue
1996,TWN,19.974,General government revenue
1997,TWN,19.583,General government revenue
1998,TWN,21.924,General government revenue
1999,TWN,20.444,General government revenue
2000,TWN,26.963,General government revenue
2001,TWN,18.745,General government revenue
2002,TWN,16.818,General government revenue
2003,TWN,17.84,General government revenue
2004,TWN,16.621,General government revenue
2005,TWN,18.427,General government revenue
2006,TWN,17.316,General government revenue
2007,TWN,16.797,General government revenue
2008,TWN,17.016,General government revenue
2009,TWN,16.36,General government revenue
2010,TWN,15.046,General government revenue
2011,TWN,16.17,General government revenue
2012,TWN,15.814,General government revenue
2013,TWN,16.094,General government revenue
2014,TWN,15.431,General government revenue
2015,TWN,15.61,General government revenue
2016,TWN,15.328,General government revenue
2017,TWN,15.31,General government revenue
2018,TWN,15.503,General government revenue
2019,TWN,15.505,General government revenue
2020,TWN,15.246,General government revenue
2021,TWN,15.331,General government revenue
2022,TWN,15.631,General government revenue
2023,TWN,15.931,General government revenue
2024,TWN,16.231,General government revenue
2025,TWN,16.531,General government revenue
2026,TWN,16.831,General government revenue
2027,TWN,17.131,General government revenue
2028,TWN,17.431,General government revenue
2029,TWN,17.731,General government revenue
1980,TJK,,General government revenue
1981,TJK,,General government revenue
1982,TJK,,General government revenue
1983,TJK,,General government revenue
1984,TJK,,General government revenue
1985,TJK,,General government revenue
1986,TJK,,General government revenue
1987,TJK,,General government revenue
1988,TJK,,General government revenue
1989,TJK,,General government revenue
1990,TJK,,General government revenue
1991,TJK,,General government revenue
1992,TJK,,General government revenue
1993,TJK,,General government revenue
1994,TJK,,General government revenue
1995,TJK,,General government revenue
1996,TJK,,General government revenue
1997,TJK,,General government revenue
1998,TJK,12.048,General government revenue
1999,TJK,13.508,General government revenue
2000,TJK,13.602,General government revenue
2001,TJK,15.203,General government revenue
2002,TJK,16.74,General government revenue
2003,TJK,17.326,General government revenue
2004,TJK,17.932,General government revenue
2005,TJK,20.084,General government revenue
2006,TJK,23.622,General government revenue
2007,TJK,22.462,General government revenue
2008,TJK,22.12,General government revenue
2009,TJK,23.415,General government revenue
2010,TJK,23.16,General government revenue
2011,TJK,24.885,General government revenue
2012,TJK,25.134,General government revenue
2013,TJK,26.939,General government revenue
2014,TJK,28.395,General government revenue
2015,TJK,29.944,General government revenue
2016,TJK,29.74,General government revenue
2017,TJK,28.129,General government revenue
2018,TJK,28.181,General government revenue
2019,TJK,26.773,General government revenue
2020,TJK,24.824,General government revenue
2021,TJK,26.976,General government revenue
2022,TJK,27.721,General government revenue
2023,TJK,27.706,General government revenue
2024,TJK,27.119,General government revenue
2025,TJK,28.601,General government revenue
2026,TJK,29.067,General government revenue
2027,TJK,29.173,General government revenue
2028,TJK,28.206,General government revenue
2029,TJK,27.741,General government revenue
1980,TZA,,General government revenue
1981,TZA,,General government revenue
1982,TZA,,General government revenue
1983,TZA,,General government revenue
1984,TZA,,General government revenue
1985,TZA,,General government revenue
1986,TZA,,General government revenue
1987,TZA,,General government revenue
1988,TZA,,General government revenue
1989,TZA,,General government revenue
1990,TZA,,General government revenue
1991,TZA,14.768,General government revenue
1992,TZA,12.621,General government revenue
1993,TZA,14.387,General government revenue
1994,TZA,13.017,General government revenue
1995,TZA,13.458,General government revenue
1996,TZA,14.947,General government revenue
1997,TZA,12.802,General government revenue
1998,TZA,11.504,General government revenue
1999,TZA,11.622,General government revenue
2000,TZA,11.594,General government revenue
2001,TZA,11.963,General government revenue
2002,TZA,12.883,General government revenue
2003,TZA,13.589,General government revenue
2004,TZA,14.589,General government revenue
2005,TZA,15.038,General government revenue
2006,TZA,14.234,General government revenue
2007,TZA,16.386,General government revenue
2008,TZA,16.166,General government revenue
2009,TZA,15.115,General government revenue
2010,TZA,15.061,General government revenue
2011,TZA,15.518,General government revenue
2012,TZA,15.58,General government revenue
2013,TZA,15.033,General government revenue
2014,TZA,14.377,General government revenue
2015,TZA,13.982,General government revenue
2016,TZA,14.827,General government revenue
2017,TZA,15.415,General government revenue
2018,TZA,15.268,General government revenue
2019,TZA,15.225,General government revenue
2020,TZA,14.884,General government revenue
2021,TZA,14.856,General government revenue
2022,TZA,15.213,General government revenue
2023,TZA,15.622,General government revenue
2024,TZA,16.441,General government revenue
2025,TZA,16.635,General government revenue
2026,TZA,16.687,General government revenue
2027,TZA,16.669,General government revenue
2028,TZA,16.659,General government revenue
2029,TZA,16.658,General government revenue
1980,THA,,General government revenue
1981,THA,,General government revenue
1982,THA,,General government revenue
1983,THA,,General government revenue
1984,THA,,General government revenue
1985,THA,,General government revenue
1986,THA,,General government revenue
1987,THA,,General government revenue
1988,THA,,General government revenue
1989,THA,,General government revenue
1990,THA,,General government revenue
1991,THA,,General government revenue
1992,THA,,General government revenue
1993,THA,,General government revenue
1994,THA,,General government revenue
1995,THA,20.23,General government revenue
1996,THA,20.711,General government revenue
1997,THA,19.954,General government revenue
1998,THA,17.629,General government revenue
1999,THA,17.455,General government revenue
2000,THA,17.554,General government revenue
2001,THA,19.056,General government revenue
2002,THA,18.99,General government revenue
2003,THA,20.264,General government revenue
2004,THA,20.437,General government revenue
2005,THA,21.753,General government revenue
2006,THA,20.606,General government revenue
2007,THA,20.219,General government revenue
2008,THA,20.027,General government revenue
2009,THA,19.508,General government revenue
2010,THA,20.939,General government revenue
2011,THA,21.208,General government revenue
2012,THA,21.391,General government revenue
2013,THA,22.151,General government revenue
2014,THA,21.385,General government revenue
2015,THA,22.315,General government revenue
2016,THA,21.919,General government revenue
2017,THA,21.097,General government revenue
2018,THA,21.473,General government revenue
2019,THA,20.981,General government revenue
2020,THA,20.43,General government revenue
2021,THA,20.021,General government revenue
2022,THA,20.056,General government revenue
2023,THA,19.988,General government revenue
2024,THA,20.091,General government revenue
2025,THA,20.266,General government revenue
2026,THA,20.316,General government revenue
2027,THA,20.425,General government revenue
2028,THA,20.569,General government revenue
2029,THA,20.744,General government revenue
1980,TLS,,General government revenue
1981,TLS,,General government revenue
1982,TLS,,General government revenue
1983,TLS,,General government revenue
1984,TLS,,General government revenue
1985,TLS,,General government revenue
1986,TLS,,General government revenue
1987,TLS,,General government revenue
1988,TLS,,General government revenue
1989,TLS,,General government revenue
1990,TLS,,General government revenue
1991,TLS,,General government revenue
1992,TLS,,General government revenue
1993,TLS,,General government revenue
1994,TLS,,General government revenue
1995,TLS,,General government revenue
1996,TLS,,General government revenue
1997,TLS,,General government revenue
1998,TLS,,General government revenue
1999,TLS,,General government revenue
2000,TLS,109.206,General government revenue
2001,TLS,98.9,General government revenue
2002,TLS,85.906,General government revenue
2003,TLS,71.881,General government revenue
2004,TLS,66.674,General government revenue
2005,TLS,47.838,General government revenue
2006,TLS,100.873,General government revenue
2007,TLS,45.895,General government revenue
2008,TLS,103.791,General government revenue
2009,TLS,104.665,General government revenue
2010,TLS,101.494,General government revenue
2011,TLS,107.898,General government revenue
2012,TLS,90.638,General government revenue
2013,TLS,81.776,General government revenue
2014,TLS,73.461,General government revenue
2015,TLS,64.69,General government revenue
2016,TLS,56.088,General government revenue
2017,TLS,52.48,General government revenue
2018,TLS,57.599,General government revenue
2019,TLS,42.901,General government revenue
2020,TLS,42.058,General government revenue
2021,TLS,25.323,General government revenue
2022,TLS,29.911,General government revenue
2023,TLS,38.506,General government revenue
2024,TLS,45.884,General government revenue
2025,TLS,42.18,General government revenue
2026,TLS,39.015,General government revenue
2027,TLS,36.043,General government revenue
2028,TLS,33.274,General government revenue
2029,TLS,30.728,General government revenue
1980,TGO,,General government revenue
1981,TGO,,General government revenue
1982,TGO,,General government revenue
1983,TGO,,General government revenue
1984,TGO,,General government revenue
1985,TGO,,General government revenue
1986,TGO,,General government revenue
1987,TGO,,General government revenue
1988,TGO,,General government revenue
1989,TGO,14.712,General government revenue
1990,TGO,15.201,General government revenue
1991,TGO,11.073,General government revenue
1992,TGO,10.374,General government revenue
1993,TGO,6.327,General government revenue
1994,TGO,7.818,General government revenue
1995,TGO,9.729,General government revenue
1996,TGO,9.124,General government revenue
1997,TGO,9.615,General government revenue
1998,TGO,9.516,General government revenue
1999,TGO,10.149,General government revenue
2000,TGO,8.456,General government revenue
2001,TGO,10.138,General government revenue
2002,TGO,8.141,General government revenue
2003,TGO,10.318,General government revenue
2004,TGO,11.17,General government revenue
2005,TGO,11.584,General government revenue
2006,TGO,12.786,General government revenue
2007,TGO,11.861,General government revenue
2008,TGO,11.8,General government revenue
2009,TGO,11.663,General government revenue
2010,TGO,13.427,General government revenue
2011,TGO,13.731,General government revenue
2012,TGO,14.463,General government revenue
2013,TGO,15.403,General government revenue
2014,TGO,14.787,General government revenue
2015,TGO,15.855,General government revenue
2016,TGO,15.878,General government revenue
2017,TGO,16.064,General government revenue
2018,TGO,18.205,General government revenue
2019,TGO,18.23,General government revenue
2020,TGO,16.645,General government revenue
2021,TGO,17.134,General government revenue
2022,TGO,17.647,General government revenue
2023,TGO,18.364,General government revenue
2024,TGO,18.435,General government revenue
2025,TGO,18.413,General government revenue
2026,TGO,18.82,General government revenue
2027,TGO,19.124,General government revenue
2028,TGO,19.577,General government revenue
2029,TGO,19.712,General government revenue
1980,TON,,General government revenue
1981,TON,,General government revenue
1982,TON,,General government revenue
1983,TON,,General government revenue
1984,TON,,General government revenue
1985,TON,,General government revenue
1986,TON,,General government revenue
1987,TON,,General government revenue
1988,TON,,General government revenue
1989,TON,,General government revenue
1990,TON,,General government revenue
1991,TON,,General government revenue
1992,TON,,General government revenue
1993,TON,,General government revenue
1994,TON,,General government revenue
1995,TON,,General government revenue
1996,TON,,General government revenue
1997,TON,,General government revenue
1998,TON,,General government revenue
1999,TON,20.323,General government revenue
2000,TON,21.391,General government revenue
2001,TON,21.312,General government revenue
2002,TON,23.906,General government revenue
2003,TON,22.356,General government revenue
2004,TON,23.533,General government revenue
2005,TON,24.053,General government revenue
2006,TON,26.926,General government revenue
2007,TON,28.595,General government revenue
2008,TON,26.132,General government revenue
2009,TON,30.749,General government revenue
2010,TON,27.151,General government revenue
2011,TON,26.582,General government revenue
2012,TON,27.47,General government revenue
2013,TON,33.059,General government revenue
2014,TON,37.933,General government revenue
2015,TON,34.675,General government revenue
2016,TON,38.666,General government revenue
2017,TON,43.225,General government revenue
2018,TON,42.628,General government revenue
2019,TON,41.722,General government revenue
2020,TON,44.203,General government revenue
2021,TON,48.329,General government revenue
2022,TON,45.237,General government revenue
2023,TON,47.75,General government revenue
2024,TON,41.787,General government revenue
2025,TON,37.882,General government revenue
2026,TON,36.16,General government revenue
2027,TON,34.836,General government revenue
2028,TON,32.979,General government revenue
2029,TON,32.144,General government revenue
1980,TTO,,General government revenue
1981,TTO,,General government revenue
1982,TTO,,General government revenue
1983,TTO,,General government revenue
1984,TTO,,General government revenue
1985,TTO,,General government revenue
1986,TTO,,General government revenue
1987,TTO,,General government revenue
1988,TTO,36.007,General government revenue
1989,TTO,26.4,General government revenue
1990,TTO,26.555,General government revenue
1991,TTO,29.772,General government revenue
1992,TTO,26.034,General government revenue
1993,TTO,27.519,General government revenue
1994,TTO,26.46,General government revenue
1995,TTO,26.904,General government revenue
1996,TTO,27.701,General government revenue
1997,TTO,27.526,General government revenue
1998,TTO,25.423,General government revenue
1999,TTO,23.923,General government revenue
2000,TTO,24.262,General government revenue
2001,TTO,25.839,General government revenue
2002,TTO,24.364,General government revenue
2003,TTO,25.359,General government revenue
2004,TTO,25.256,General government revenue
2005,TTO,30.373,General government revenue
2006,TTO,34.275,General government revenue
2007,TTO,30.018,General government revenue
2008,TTO,33.9,General government revenue
2009,TTO,28.515,General government revenue
2010,TTO,31.657,General government revenue
2011,TTO,29.713,General government revenue
2012,TTO,28.462,General government revenue
2013,TTO,28.884,General government revenue
2014,TTO,28.458,General government revenue
2015,TTO,26.573,General government revenue
2016,TTO,21.284,General government revenue
2017,TTO,20.333,General government revenue
2018,TTO,23.75,General government revenue
2019,TTO,26.836,General government revenue
2020,TTO,23.26,General government revenue
2021,TTO,22.829,General government revenue
2022,TTO,27.844,General government revenue
2023,TTO,28.702,General government revenue
2024,TTO,26.225,General government revenue
2025,TTO,27.683,General government revenue
2026,TTO,27.601,General government revenue
2027,TTO,28.784,General government revenue
2028,TTO,29.169,General government revenue
2029,TTO,29.39,General government revenue
1980,TUN,,General government revenue
1981,TUN,,General government revenue
1982,TUN,,General government revenue
1983,TUN,,General government revenue
1984,TUN,,General government revenue
1985,TUN,,General government revenue
1986,TUN,,General government revenue
1987,TUN,,General government revenue
1988,TUN,,General government revenue
1989,TUN,,General government revenue
1990,TUN,27.473,General government revenue
1991,TUN,22.375,General government revenue
1992,TUN,22.25,General government revenue
1993,TUN,23.447,General government revenue
1994,TUN,23.072,General government revenue
1995,TUN,22.05,General government revenue
1996,TUN,21.499,General government revenue
1997,TUN,20.827,General government revenue
1998,TUN,21.339,General government revenue
1999,TUN,20.957,General government revenue
2000,TUN,20.829,General government revenue
2001,TUN,21.113,General government revenue
2002,TUN,21.577,General government revenue
2003,TUN,20.829,General government revenue
2004,TUN,20.92,General government revenue
2005,TUN,20.45,General government revenue
2006,TUN,20.518,General government revenue
2007,TUN,20.853,General government revenue
2008,TUN,23.051,General government revenue
2009,TUN,22.051,General government revenue
2010,TUN,23.542,General government revenue
2011,TUN,24.694,General government revenue
2012,TUN,23.451,General government revenue
2013,TUN,23.75,General government revenue
2014,TUN,24.572,General government revenue
