period,reporterISO,partnerISO,partnerDesc,flowCode,flowDesc,cmdCode,cmdDesc,primaryValue,netWgt,grossWgt,qty,qtyUnitAbbr,trade_flow
2020,CHL,CRI,Costa Rica,X,Export,281410,Ammonia; anhydrous,2559.18,0.0,0.0,0.0,N/A,export
2020,CHL,ECU,Ecuador,X,Export,281512,Sodium hydroxide (caustic soda); in aqueous solution (soda lye or liquid soda),597.43,0.0,0.0,0.0,N/A,export
2020,CHL,ECU,Ecuador,X,Export,281410,Ammonia; anhydrous,7149.81,0.0,0.0,0.0,N/A,export
2020,CHL,GTM,Guatemala,X,Export,281410,Ammonia; anhydrous,4633.36,0.0,0.0,0.0,N/A,export
2020,CHL,NIC,Nicaragua,X,Export,281410,Ammonia; anhydrous,4838.36,0.0,0.0,0.0,N/A,export
2020,CHL,PER,Peru,X,Export,740610,Copper; powders of non-lamellar structure,13669.36,0.0,0.0,0.0,N/A,export
2020,CHL,S19,"Other Asia, nes",X,Export,740311,"Copper; refined, unwrought, cathodes and sections of cathodes",869421851.067,136895130.0,0.0,136895130.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,283691,Carbonates; lithium carbonate,874374.81,164000.0,0.0,164000.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,720449,Ferrous waste and scrap; n.e.c. in heading no. 7204,5383209.19,24057081.0,0.0,24057081.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,310100,"Fertilizers, animal or vegetable; whether or not mixed together or chemically treated; fertilizers, produced by the mixing or chemical treatment of animal or vegetable products",267180.0,225000.0,0.0,225000.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,720421,Ferrous waste and scrap; of stainless steel,571902.93,495664.0,0.0,495664.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,283421,Nitrates; of potassium,175389.04,174000.0,0.0,174000.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,310590,"Fertilizers, mineral or chemical; n.e.c. in heading no. 3105",103955.2,212400.0,0.0,212400.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,741300,"Copper; stranded wire, cables, plaited bands and the like, not electrically insulated",14958.92,3599.0,0.0,3599.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,761490,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core",242010.39,185040.0,0.0,185040.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,261310,Molybdenum ores and concentrates; roasted,1045216.02,100000.0,0.0,100000.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,310250,"Fertilizers, mineral or chemical; nitrogenous, sodium nitrate",12684.57,21000.0,0.0,21000.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,310230,"Fertilizers, mineral or chemical; nitrogenous, ammonium nitrate, whether or not in aqueous solution",407247.4,900000.0,0.0,900000.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,760200,Aluminium; waste and scrap,885104.82,885049.0,0.0,885049.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,720430,Ferrous waste and scrap; of tinned iron or steel,3126367.05,15385340.0,0.0,15385340.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,720429,Ferrous waste and scrap; of alloy steel (excluding stainless),1196799.91,5345854.0,0.0,5345854.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,260300,Copper ores and concentrates,145765548.518,19847730.0,0.0,19847730.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,720270,Ferro-alloys; ferro-molybdenum,265499.1,20000.0,0.0,20000.0,kg,export
2020,CHL,S19,"Other Asia, nes",X,Export,740400,Copper; waste and scrap,638803.1,133278.0,0.0,133278.0,kg,export
2020,CHL,NOR,Norway,X,Export,721190,"Iron or non-alloy steel; flat-rolled, n.e.c. in heading no. 7211, width less than 600mm",2132.45,98.857,0.0,98.857,kg,export
2020,CHL,NOR,Norway,X,Export,280120,Iodine,22489910.17,671400.0,0.0,671400.0,kg,export
2020,CHL,NOR,Norway,X,Export,761100,"Aluminium; reservoirs, tanks, vats and similar containers, for material (not compressed or liquefied gas), of a capacity over 300l, whether or not lined, not fitted with mechanical/thermal equipment",16786.0,475.0,0.0,475.0,kg,export
2020,CHL,NOR,Norway,X,Export,310250,"Fertilizers, mineral or chemical; nitrogenous, sodium nitrate",57265.09,120000.0,0.0,120000.0,kg,export
2020,CHL,IND,India,X,Export,260300,Copper ores and concentrates,480157141.217,73664630.0,0.0,73664630.0,kg,export
2020,CHL,IND,India,X,Export,721921,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness exceeding 10mm",510.0,650.0,0.0,650.0,kg,export
2020,CHL,IND,India,X,Export,310590,"Fertilizers, mineral or chemical; n.e.c. in heading no. 3105",206947.39,226796.0,0.0,226796.0,kg,export
2020,CHL,IND,India,X,Export,720410,Ferrous waste and scrap; of cast iron,134983.12,372112.0,0.0,372112.0,kg,export
2020,CHL,IND,India,X,Export,810199,Tungsten (wolfram); articles n.e.c. in heading no. 8101,724.85,50.0,0.0,50.0,kg,export
2020,CHL,IND,India,X,Export,283539,"Polyphosphates; other than sodium triphosphate (sodium tripolyphosphate), whether or not chemically defined",9431.1,500.0,0.0,500.0,kg,export
2020,CHL,IND,India,X,Export,720421,Ferrous waste and scrap; of stainless steel,4727739.01,3922342.0,0.0,3922342.0,kg,export
2020,CHL,IND,India,X,Export,760720,"Aluminium; foil, backed with paper, paperboard, plastics or similar backing materials, of a thickness (excluding any backing) not exceeding 0.2mm",5603.22,34106.0,0.0,34106.0,kg,export
2020,CHL,IND,India,X,Export,761490,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core",134950.94,90902.0,0.0,90902.0,kg,export
2020,CHL,IND,India,X,Export,310520,"Fertilizers, mineral or chemical; containing the three fertilizing elements nitrogen, phosphorus and potassium",202620.78,55930.0,0.0,55930.0,kg,export
2020,CHL,IND,India,X,Export,740400,Copper; waste and scrap,2327662.24,655606.0,0.0,655606.0,kg,export
2020,CHL,IND,India,X,Export,760421,"Aluminium; alloys, hollow profiles",49593.21,43413.0,0.0,43413.0,kg,export
2020,CHL,IND,India,X,Export,720430,Ferrous waste and scrap; of tinned iron or steel,316436.91,1259355.0,0.0,1259355.0,kg,export
2020,CHL,IND,India,X,Export,261310,Molybdenum ores and concentrates; roasted,49928283.74,4156000.0,0.0,4156000.0,kg,export
2020,CHL,IND,India,X,Export,740710,"Copper; bars, rods and profiles, of refined copper",117576.4,20110.0,0.0,20110.0,kg,export
2020,CHL,IND,India,X,Export,760519,"Aluminium; (not alloyed), wire, maximum cross-sectional dimension is 7mm or less",19573.76,22895.0,0.0,22895.0,kg,export
2020,CHL,IND,India,X,Export,810890,"Titanium; other than unwrought, n.e.c. in heading no. 8108",16108.8,7970.0,0.0,7970.0,kg,export
2020,CHL,IND,India,X,Export,261390,Molybdenum ores and concentrates; other than roasted,2293606.19,261110.0,0.0,261110.0,kg,export
2020,CHL,IND,India,X,Export,810420,Magnesium; waste and scrap,190463.9,626745.0,0.0,626745.0,kg,export
2020,CHL,IND,India,X,Export,790700,Zinc; articles n.e.c. in chapter 79,50975.0,25003.0,0.0,25003.0,kg,export
2020,CHL,IND,India,X,Export,283421,Nitrates; of potassium,30270.0,48000.0,0.0,48000.0,kg,export
2020,CHL,IND,India,X,Export,722230,"Steel, stainless; bars and rods, n.e.c. in heading no. 7222",21672.98,18359.0,0.0,18359.0,kg,export
2020,CHL,IND,India,X,Export,790200,Zinc; waste and scrap,53380.0,26690.0,0.0,26690.0,kg,export
2020,CHL,IND,India,X,Export,262011,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, hard zinc spelter",227323.47,129273.0,0.0,129273.0,kg,export
2020,CHL,IND,India,X,Export,283691,Carbonates; lithium carbonate,77826.55,15000.0,0.0,15000.0,kg,export
2020,CHL,IND,India,X,Export,710812,"Metals; gold, non-monetary, unwrought (but not powder)",18787296.628,382.867,0.0,382.867,kg,export
2020,CHL,IND,India,X,Export,280120,Iodine,43560819.9,1234500.0,0.0,1234500.0,kg,export
2020,CHL,IND,India,X,Export,283990,"Silicates; commercial alkali metal silicates, other than of sodium",3462.96,3000.0,0.0,3000.0,kg,export
2020,CHL,IND,India,X,Export,282520,Lithium oxide and hydroxide,2158537.83,540000.0,0.0,540000.0,kg,export
2020,CHL,IND,India,X,Export,720449,Ferrous waste and scrap; n.e.c. in heading no. 7204,5135230.962,20985330.0,0.0,20985330.0,kg,export
2020,CHL,IND,India,X,Export,720219,"Ferro-alloys; ferro-manganese, containing by weight 2% or less of carbon",87626.98,279610.0,0.0,279610.0,kg,export
2020,CHL,IND,India,X,Export,710691,"Metals; silver, unwrought, (but not powder)",618350.523,1152.578,0.0,1152.578,kg,export
2020,CHL,IND,India,X,Export,720429,Ferrous waste and scrap; of alloy steel (excluding stainless),914909.46,891550.0,0.0,891550.0,kg,export
2020,CHL,IND,India,X,Export,720890,"Iron or non-alloy steel; flat-rolled, hot-rolled, of a width 600mm or more, n.e.c. in heading no. 7208",198.0,300.0,0.0,300.0,kg,export
2020,CHL,IND,India,X,Export,760200,Aluminium; waste and scrap,10700540.1,9334797.0,0.0,9334797.0,kg,export
2020,CHL,IND,India,X,Export,811100,"Manganese; articles thereof, including waste and scrap",414718.21,1489635.0,0.0,1489635.0,kg,export
2020,CHL,IND,India,X,Export,720926,"Iron or non-alloy steel; (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness exceeding 1mm but less than 3mm",54966.78,33002.0,0.0,33002.0,kg,export
2020,CHL,CHE,Switzerland,X,Export,710812,"Metals; gold, non-monetary, unwrought (but not powder)",649001861.937,11823.411,0.0,11823.411,kg,export
2020,CHL,CHE,Switzerland,X,Export,761699,Aluminium; articles n.e.c. in heading 7616,5776.17,746.2,0.0,746.2,kg,export
2020,CHL,CHE,Switzerland,X,Export,811292,"Gallium, germanium, hafnium, indium, niobium (columbium), rhenium and vanadium; articles thereof, unwrought, including waste and scrap, powders",2247.98,2.0,0.0,2.0,kg,export
2020,CHL,CHE,Switzerland,X,Export,811299,"Gallium, germanium, hafnium, indium, niobium (columbium), rhenium and vanadium; articles thereof, other than unwrought including waste and scrap and powders",1087.98,1.0,0.0,1.0,kg,export
2020,CHL,CHE,Switzerland,X,Export,711291,"Waste and scrap of precious metals; of gold, including metal clad with gold but excluding sweepings containing other precious metals",299335.67,8.37,0.0,8.37,kg,export
2020,CHL,CHE,Switzerland,X,Export,711029,"Metals; palladium, semi-manufactured",2597121.85,84.99,0.0,84.99,kg,export
2020,CHL,CHE,Switzerland,X,Export,710691,"Metals; silver, unwrought, (but not powder)",128510122.825,214783.509,0.0,214783.509,kg,export
2020,CHL,CHE,Switzerland,X,Export,711311,"Jewellery; of silver, whether or not plated or clad with other precious metal, and parts thereof",10655.25,30.7,0.0,30.7,kg,export
2020,CHL,_X ,"Areas, nes",X,Export,283990,"Silicates; commercial alkali metal silicates, other than of sodium",19725.0,81000.0,0.0,81000.0,kg,export
2020,CHL,USA,USA,X,Export,284190,Salts of oxometallic or peroxometallic acids; n.e.c. in heading no. 2841,122168.02,216.15,0.0,216.15,kg,export
2020,CHL,USA,USA,X,Export,251520,"Ecaussine and other calcareous monumental or building stone; alabaster, having a specific gravity of 2.5 or more",12.0,110.0,0.0,110.0,kg,export
2020,CHL,USA,USA,X,Export,284440,"Radioactive elements, isotopes, compounds, n.e.c. in heading no. 2844 alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues",3050.0,239.985,0.0,239.985,kg,export
2020,CHL,USA,USA,X,Export,761610,"Aluminium; nails, tacks, staples (other than those of heading no. 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",75.0,0.59,0.0,0.59,kg,export
2020,CHL,USA,USA,X,Export,721240,"Iron or non-alloy steel; flat-rolled, width less than 600mm, painted, varnished or coated with plastics",531630.73,559009.6,0.0,559009.6,kg,export
2020,CHL,USA,USA,X,Export,282570,Molybdenum oxides and hydroxides,40509384.25,2555313.1,0.0,2555313.1,kg,export
2020,CHL,USA,USA,X,Export,720429,Ferrous waste and scrap; of alloy steel (excluding stainless),218633.3,891392.0,0.0,891392.0,kg,export
2020,CHL,USA,USA,X,Export,780600,Lead; articles n.e.c. in chapter 78,177.0,650.0,0.0,650.0,kg,export
2020,CHL,USA,USA,X,Export,262190,Slag and ash n.e.c. in chapter 26; including seaweed ash (kelp) but excluding ash and residues from the incineration of municipal waste,131813.15,73483.2,0.0,73483.2,kg,export
2020,CHL,USA,USA,X,Export,722880,"Steel, alloy or non-alloy; hollow drill bars and rods",51104.76,4401.013,0.0,4401.013,kg,export
2020,CHL,USA,USA,X,Export,711620,"Stones; precious or semi-precious stones (natural, synthetic or reconstructed) articles of",9306.44,38.27,0.0,38.27,kg,export
2020,CHL,USA,USA,X,Export,250510,"Sands; natural, silica and quartz sands, whether or not coloured",340282.0,1881500.0,0.0,1881500.0,kg,export
2020,CHL,USA,USA,X,Export,261390,Molybdenum ores and concentrates; other than roasted,23985724.43,3108847.0,0.0,3108847.0,kg,export
2020,CHL,USA,USA,X,Export,711590,"Metal; precious or metal clad with precious metal, other than that of item no. 7115.10",4553.01,8.0,0.0,8.0,kg,export
2020,CHL,USA,USA,X,Export,720441,"Ferrous waste and scrap; turnings, shavings, chips, milling waste, sawdust, fillings, trimmings and stampings, whether or not in bundles",28179.99,1336.15,0.0,1336.15,kg,export
2020,CHL,USA,USA,X,Export,721420,"Iron or non-alloy steel; bars and rods, hot-rolled, hot-drawn or hot-extruded, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",883.0,439.99,0.0,439.99,kg,export
2020,CHL,USA,USA,X,Export,740400,Copper; waste and scrap,516239.153,127719.0,0.0,127719.0,kg,export
2020,CHL,USA,USA,X,Export,741810,"Copper; table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like",13632.04,758.4,0.0,758.4,kg,export
2020,CHL,USA,USA,X,Export,760719,"Aluminium; foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",2934.6,370.0,0.0,370.0,kg,export
2020,CHL,USA,USA,X,Export,811299,"Gallium, germanium, hafnium, indium, niobium (columbium), rhenium and vanadium; articles thereof, other than unwrought including waste and scrap and powders",25908009.9,13284.402,0.0,13284.402,kg,export
2020,CHL,USA,USA,X,Export,761490,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core",56940.5,41350.0,0.0,41350.0,kg,export
2020,CHL,USA,USA,X,Export,282760,Iodides and iodide oxides,2956989.85,112000.0,0.0,112000.0,kg,export
2020,CHL,USA,USA,X,Export,761699,Aluminium; articles n.e.c. in heading 7616,64519.16,811.95,0.0,811.95,kg,export
2020,CHL,USA,USA,X,Export,710812,"Metals; gold, non-monetary, unwrought (but not powder)",117996728.814,2178.034,0.0,2178.034,kg,export
2020,CHL,USA,USA,X,Export,711291,"Waste and scrap of precious metals; of gold, including metal clad with gold but excluding sweepings containing other precious metals",1977637.51,55.38,0.0,55.38,kg,export
2020,CHL,USA,USA,X,Export,810197,Tungsten (wolfram); waste and scrap,36882.0,2540.0,0.0,2540.0,kg,export
2020,CHL,FRA,France,X,Export,740311,"Copper; refined, unwrought, cathodes and sections of cathodes",540155342.634,84754790.0,0.0,84754790.0,kg,export
2020,CHL,FRA,France,X,Export,711311,"Jewellery; of silver, whether or not plated or clad with other precious metal, and parts thereof",450.0,0.23,0.0,0.23,kg,export
2020,CHL,FRA,France,X,Export,280120,Iodine,4869691.03,144000.0,0.0,144000.0,kg,export
2020,CHL,FRA,France,X,Export,281129,"Inorganic oxygen compounds; of non-metals, n.e.c. in item no. 2811.2",69932.5,2922.0,0.0,2922.0,kg,export
2020,CHL,FRA,France,X,Export,711790,"Jewellery; imitation, of other than base metal, whether or not plated with precious metal",223.64,0.28,0.0,0.28,kg,export
2020,CHL,FRA,France,X,Export,283421,Nitrates; of potassium,57019.93,96000.0,0.0,96000.0,kg,export
2020,CHL,FRA,France,X,Export,740710,"Copper; bars, rods and profiles, of refined copper",7159.76,476.09,0.0,476.09,kg,export
2020,CHL,FRA,France,X,Export,761300,Aluminium; containers for compressed or liquefied gas,38851.49,4207.0,0.0,4207.0,kg,export
2020,CHL,FRA,France,X,Export,282990,Perchlorates; bromates and perbromates; iodates and periodates,2691274.06,110000.0,0.0,110000.0,kg,export
2020,CHL,FRA,France,X,Export,282760,Iodides and iodide oxides,605384.94,20000.0,0.0,20000.0,kg,export
2020,CHL,FRA,France,X,Export,721590,"Iron or non-alloy steel; bars and rods, n.e.c. in chapter 72, n.e.c. in heading no. 7215",482.0,480.0,0.0,480.0,kg,export
2020,CHL,FRA,France,X,Export,282570,Molybdenum oxides and hydroxides,12942083.93,839958.0,0.0,839958.0,kg,export
2020,CHL,FRA,France,X,Export,284170,Salts; molybdates,541951.6,40000.0,0.0,40000.0,kg,export
2020,CHL,FRA,France,X,Export,251200,"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less",953.25,600.0,0.0,600.0,kg,export
2020,CHL,FRA,France,X,Export,281119,Inorganic acids; other than hydrogen fluoride,60991.0,2400.0,0.0,2400.0,kg,export
2020,CHL,FRA,France,X,Export,281000,Oxides of boron; boric acids,92645.0,154000.0,0.0,154000.0,kg,export
2020,CHL,FRA,France,X,Export,711719,"Jewellery; imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal",1267.95,1.56,0.0,1.56,kg,export
2020,CHL,USA,USA,X,Export,283325,Sulphates; of copper,749370.15,434129.4,0.0,434129.4,kg,export
2020,CHL,USA,USA,X,Export,760410,"Aluminium; (not alloyed), bars, rods and profiles",98.55,4.1,0.0,4.1,kg,export
2020,CHL,USA,USA,X,Export,711711,"Jewellery; imitation, cuff links and studs, of base metal, whether or not plated with precious metal",2694.0,2.42,0.0,2.42,kg,export
2020,CHL,USA,USA,X,Export,722240,"Steel, stainless; angles, shapes and sections",303.06,2.26,0.0,2.26,kg,export
2020,CHL,USA,USA,X,Export,250100,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,71511066.82,4195313188.26,0.0,4195313188.26,kg,export
2020,CHL,USA,USA,X,Export,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",1318901.85,2004000.0,0.0,2004000.0,kg,export
2020,CHL,USA,USA,X,Export,310290,"Fertilizers, mineral or chemical; nitrogenous, other kinds including mixtures not specified in the foregoing subheadings",56178.69,18567.66,0.0,18567.66,kg,export
2020,CHL,USA,USA,X,Export,252220,Slaked lime; excluding calcium oxide and hydroxide of heading no. 2825,10945.0,20475.0,0.0,20475.0,kg,export
2020,CHL,USA,USA,X,Export,260111,Iron ores and concentrates; non-agglomerated,13772287.02,137234000.0,0.0,137234000.0,kg,export
2020,CHL,USA,USA,X,Export,261310,Molybdenum ores and concentrates; roasted,10267832.86,895610.7,0.0,895610.7,kg,export
2020,CHL,USA,USA,X,Export,261800,"Slag, granulated (slag sand); from the manufacture or iron or steel",3682.0,24000.0,0.0,24000.0,kg,export
2020,CHL,USA,USA,X,Export,720449,Ferrous waste and scrap; n.e.c. in heading no. 7204,412263.9,448932.0,0.0,448932.0,kg,export
2020,CHL,USA,USA,X,Export,761010,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",112887.93,1793.69,0.0,1793.69,kg,export
2020,CHL,USA,USA,X,Export,761300,Aluminium; containers for compressed or liquefied gas,11883.42,1688.84,0.0,1688.84,kg,export
2020,CHL,USA,USA,X,Export,284210,"Salts of inorganic acids or peroxoacids, double or complex silicates, including aluminosilicates, whether or not chemically defined, excluding azides",10.0,0.5,0.0,0.5,kg,export
2020,CHL,USA,USA,X,Export,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",414218.41,30.76,0.0,30.76,kg,export
2020,CHL,USA,USA,X,Export,740311,"Copper; refined, unwrought, cathodes and sections of cathodes",2683238863.975,417300600.0,0.0,417300600.0,kg,export
2020,CHL,USA,USA,X,Export,760900,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)",862.42,4.17,0.0,4.17,kg,export
2020,CHL,USA,USA,X,Export,710310,"Stones; precious (other than diamonds) and semi-precious stones, unworked or simply sawn or roughly shaped, not strung, mounted or set",35715.0,9048.0,0.0,9048.0,kg,export
2020,CHL,USA,USA,X,Export,281122,Silicon dioxide,402840.53,115000.0,0.0,115000.0,kg,export
2020,CHL,USA,USA,X,Export,281000,Oxides of boron; boric acids,2204359.31,4063626.0,0.0,4063626.0,kg,export
2020,CHL,USA,USA,X,Export,710691,"Metals; silver, unwrought, (but not powder)",210217065.656,332777.408,0.0,332777.408,kg,export
2020,CHL,USA,USA,X,Export,720430,Ferrous waste and scrap; of tinned iron or steel,56072.0,243790.0,0.0,243790.0,kg,export
2020,CHL,USA,USA,X,Export,761090,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like",95950.55,14083.2,0.0,14083.2,kg,export
2020,CHL,USA,USA,X,Export,280120,Iodine,137571826.2,4342480.0,0.0,4342480.0,kg,export
2020,CHL,USA,USA,X,Export,711719,"Jewellery; imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal",28288.02,330.502,0.0,330.502,kg,export
2020,CHL,USA,USA,X,Export,310100,"Fertilizers, animal or vegetable; whether or not mixed together or chemically treated; fertilizers, produced by the mixing or chemical treatment of animal or vegetable products",333885.0,611200.0,0.0,611200.0,kg,export
2020,CHL,USA,USA,X,Export,283421,Nitrates; of potassium,41936110.39,60523380.0,0.0,60523380.0,kg,export
2020,CHL,USA,USA,X,Export,760200,Aluminium; waste and scrap,2014225.93,1955234.0,0.0,1955234.0,kg,export
2020,CHL,USA,USA,X,Export,761510,"Aluminium; table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like",5949.07,534.93,0.0,534.93,kg,export
2020,CHL,USA,USA,X,Export,281512,Sodium hydroxide (caustic soda); in aqueous solution (soda lye or liquid soda),8000.0,336880.0,0.0,336880.0,kg,export
2020,CHL,USA,USA,X,Export,310590,"Fertilizers, mineral or chemical; n.e.c. in heading no. 3105",19961394.43,32825511.35,0.0,32825511.35,kg,export
2020,CHL,USA,USA,X,Export,720270,Ferro-alloys; ferro-molybdenum,79143833.13,5530312.0,0.0,5530312.0,kg,export
2020,CHL,USA,USA,X,Export,721210,"Iron or non-alloy steel; flat-rolled, width less than 600mm, plated or coated with tin",623.16,2.376,0.0,2.376,kg,export
2020,CHL,USA,USA,X,Export,760720,"Aluminium; foil, backed with paper, paperboard, plastics or similar backing materials, of a thickness (excluding any backing) not exceeding 0.2mm",1862.31,332.01,0.0,332.01,kg,export
2020,CHL,USA,USA,X,Export,711810,"Coin (other than gold coin), not being legal tender",1575000.0,28.35,0.0,28.35,kg,export
2020,CHL,USA,USA,X,Export,310250,"Fertilizers, mineral or chemical; nitrogenous, sodium nitrate",12902340.16,23531300.0,0.0,23531300.0,kg,export
2020,CHL,USA,USA,X,Export,761290,"Aluminium; casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment",6645025.95,878017.0,0.0,878017.0,kg,export
2020,CHL,USA,USA,X,Export,740721,"Copper; bars, rods and profiles, of copper-zinc base alloys (brass)",708872.04,147266.0,0.0,147266.0,kg,export
2020,CHL,USA,USA,X,Export,284170,Salts; molybdates,2986532.51,220000.0,0.0,220000.0,kg,export
2020,CHL,USA,USA,X,Export,711790,"Jewellery; imitation, of other than base metal, whether or not plated with precious metal",9280.0,107.84,0.0,107.84,kg,export
2020,CHL,USA,USA,X,Export,741220,"Copper; tube or pipe fittings (e.g. couplings, elbows, sleeves) of copper alloys",14596.59,414.93,0.0,414.93,kg,export
2020,CHL,USA,USA,X,Export,282520,Lithium oxide and hydroxide,5309733.75,650384.0,0.0,650384.0,kg,export
2020,CHL,USA,USA,X,Export,283691,Carbonates; lithium carbonate,32260115.109,4476797.4,0.0,4476797.4,kg,export
2020,CHL,USA,USA,X,Export,780191,"Lead; unwrought, unrefined, containing by weight antimony as the principal other element",469174.68,300753.0,0.0,300753.0,kg,export
2020,CHL,USA,USA,X,Export,711292,"Waste and scrap of precious metals; of platinum, including metal clad with platinum but excluding sweepings containing other precious metals",9964963.0,168120.0,0.0,168120.0,kg,export
2020,CHL,USA,USA,X,Export,720421,Ferrous waste and scrap; of stainless steel,103853.17,32310.0,0.0,32310.0,kg,export
2020,CHL,USA,USA,X,Export,711311,"Jewellery; of silver, whether or not plated or clad with other precious metal, and parts thereof",172104.78,60.845,0.0,60.845,kg,export
2020,CHL,USA,USA,X,Export,741999,Copper; articles n.e.c. in heading no. 7419,18954.21,891.735,0.0,891.735,kg,export
2020,CHL,PER,Peru,X,Export,780600,Lead; articles n.e.c. in chapter 78,4249317.04,646749.0,0.0,646749.0,kg,export
2020,CHL,PER,Peru,X,Export,250590,"Sands; natural, (other than silica and quartz sands), whether or not coloured, (other than metal-bearing sands of chapter 26)",448.9,1310.16,0.0,1310.16,kg,export
2020,CHL,PER,Peru,X,Export,252220,Slaked lime; excluding calcium oxide and hydroxide of heading no. 2825,25137.0,44590.0,0.0,44590.0,kg,export
2020,CHL,PER,Peru,X,Export,310490,"Fertilizers, mineral or chemical; potassic, n.e.c. in heading no. 3104",16669.35,3190.0,0.0,3190.0,kg,export
2020,CHL,PER,Peru,X,Export,251810,"Dolomite, not calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape",14554.14,27600.0,0.0,27600.0,kg,export
2020,CHL,PER,Peru,X,Export,261510,Zirconium ores and concentrates,25450.0,10000.0,0.0,10000.0,kg,export
2020,CHL,PER,Peru,X,Export,720292,Ferro-alloys; ferro-vanadium,9276.78,300.0,0.0,300.0,kg,export
2020,CHL,PER,Peru,X,Export,282760,Iodides and iodide oxides,140184.58,4350.0,0.0,4350.0,kg,export
2020,CHL,PER,Peru,X,Export,310559,"Fertilizers, mineral or chemical; containing the two fertilizing elements nitrogen and phosphorus, other than nitrates and phosphates",104332.43,3570.8,0.0,3570.8,kg,export
2020,CHL,PER,Peru,X,Export,310590,"Fertilizers, mineral or chemical; n.e.c. in heading no. 3105",5194527.12,3484929.4,0.0,3484929.4,kg,export
2020,CHL,PER,Peru,X,Export,720221,"Ferro-alloys; ferro-silicon, containing by weight more than 55% of silicon",101710.92,77500.0,0.0,77500.0,kg,export
2020,CHL,PER,Peru,X,Export,720229,"Ferro-alloys; ferro-silicon, containing by weight 55% or less of silicon",7946.25,4000.0,0.0,4000.0,kg,export
2020,CHL,PER,Peru,X,Export,720449,Ferrous waste and scrap; n.e.c. in heading no. 7204,11534568.74,48275091.0,0.0,48275091.0,kg,export
2020,CHL,PER,Peru,X,Export,283010,"Sulphides; of sodium, whether or not chemically defined",14543.22,38720.0,0.0,38720.0,kg,export
2020,CHL,PER,Peru,X,Export,283421,Nitrates; of potassium,25066735.47,38279000.0,0.0,38279000.0,kg,export
2020,CHL,PER,Peru,X,Export,310510,"Fertilizers, mineral or chemical; in tablets or similar forms or in packages of a gross weight not exceeding 10kg",73741.49,15585.0,0.0,15585.0,kg,export
2020,CHL,PER,Peru,X,Export,282739,"Chlorides; other than of ammonium, calcium, magnesium, aluminium and nickel",38842.61,45600.0,0.0,45600.0,kg,export
2020,CHL,PER,Peru,X,Export,310420,"Fertilizers, mineral or chemical; potassic, potassium chloride",1308469.62,5303200.0,0.0,5303200.0,kg,export
