PERIODO,MES,COD_TIPO_OPERACION,COD_REGION_ORIGEN,COD_VIA_TRANSPORTE,COD_PUERTO_EMBARQUE,COD_PAIS_DESTINO,ITEM_SA,FOB_US_DUSLEG,FOBUS_AJUSTADO_IVV,PESO_BRUTO_KG,CANTIDAD_MERCANCIA,COD_UNIDAD_MEDIDA
2025,3,200,1,1,902,336,26139010,"151110,42","149873,5",21906,"21585,6",6
2025,3,200,1,1,902,336,28012000,14116850,14116850,227632,216000,6
2025,3,200,1,1,902,336,26139010,"951652,94","907079,82",119256,"117333,6",6
2025,3,200,1,1,902,336,28012000,1576800,"1478885,32","22619,4",21600,6
2025,3,200,1,1,902,328,28342100,"63549,17","63549,17",81324,81000,6
2025,3,200,1,1,902,517,28342100,536040,536040,734400,720000,6
2025,3,200,1,1,902,517,28342100,536040,536040,734400,720000,6
2025,3,200,1,1,902,517,28342100,269655,269655,367300,360000,6
2025,3,200,1,1,902,517,28342100,267855,267855,367200,360000,6
2025,3,200,1,1,902,517,28342100,178680,178680,244800,240000,6
2025,3,200,1,1,902,514,28342100,"71359,24","71359,24","97326,13",95200,6
2025,3,200,1,1,902,520,28342100,"18316,42","18316,42",24536,24000,6
2025,3,200,1,1,902,528,28342100,"146428,41","146428,41",196288,192000,6
2025,3,200,1,7,959,221,28342100,20250,20250,25544,25000,6
2025,3,200,1,7,998,224,28342100,93500,93500,112392,110000,6
2025,3,200,2,1,902,225,28369130,"827673,68","827673,68",138288,134000,6
2025,3,200,2,1,902,225,28369140,"444914,83","444914,83",77340,75000,6
2025,3,200,2,1,902,225,28012000,2628000,2582280,"38048,5",36000,6
2025,3,200,2,1,902,336,28012000,"1399980,6","1399980,6",22512,21600,6
2025,3,200,2,1,902,336,28012000,1401525,1401525,22512,21600,6
2025,3,200,2,1,902,336,28012000,3153600,3079728,"45164,2",43200,6
2025,3,200,2,1,902,336,74031100,"51162,37","51162,37",6100,6090,6
2025,3,200,2,1,902,336,28012000,4730400,4609224,"67746,3",64800,6
2025,3,200,2,1,902,325,28012000,1400415,1400415,22512,21600,6
2025,3,200,2,1,902,514,74031100,"60004,36","60004,36",7380,7370,6
2025,3,200,2,1,914,225,28342100,"3898812,11","3518772,11",4007193,3997200,6
2025,3,200,2,1,914,225,28342100,"4441979,88","3990648,88",4513300,4513300,6
2025,3,200,2,1,914,218,28342100,"2448650,51","2044242,51",3063700,3063700,6
2025,3,200,2,1,914,219,28342100,"4844113,16","4844110,16",5800000,5800000,6
2025,3,200,2,1,914,515,28342100,"20073714,77","19900657,11",26663500,26663500,6
2025,3,200,2,1,914,515,28342100,"494248,43","490032,62",531726,530400,6
2025,3,200,2,7,959,221,28342100,33792,33792,25858,25200,6
2025,3,200,1,1,207,336,26030000,"20475502,45","20111521,14",12003730,12003730,6
2025,3,200,1,1,207,514,74031100,"6796030,45","7006220,56",752361,751407,6
2025,3,200,1,1,207,514,28012000,876000,907320,12574,12000,6
2025,3,200,2,1,207,225,28252011,"339708,07","339708,07",35692,34512,6
2025,3,200,2,1,207,225,74031100,"245040641,06","263823842,12",27017085,26995721,6
2025,3,200,2,1,207,225,74031100,"45474854,54","47835655,41",4850213,4846259,6
2025,3,200,2,1,207,225,28012000,2295120,"2163386,4","32925,2",31440,6
2025,3,200,2,1,207,225,28252011,"308192,63","308192,63",30900,30000,6
2025,3,200,2,1,207,225,28369130,"212787,83","212787,83",21000,20000,6
2025,3,200,2,1,207,225,28369190,"1467934,38","1467934,38",146760,144000,6
2025,3,200,2,1,207,225,74031100,"110058139,08","115886394,7",11299277,11289915,6
2025,3,200,2,1,207,225,74031100,"16851446,69","16808558,2",1810798,1809358,6
2025,3,200,2,1,207,225,74031100,"45816655,15","48478664,73",5028029,5024175,6
2025,3,200,2,1,207,216,74031100,"9542268,59","9146455,07",1000428,999716,6
2025,3,200,2,1,207,225,74031100,"77977566,34","83741596,81",8458414,8451338,6
2025,3,200,2,1,207,336,28369130,"32608493,61","32608493,61",5407680,5240000,6
2025,3,200,2,1,207,336,28369140,"1678012,81","1678012,81",288680,280000,6
2025,3,200,2,1,207,336,26030000,"24768800,43","28455940,16",10497700,10497700,6
2025,3,200,2,1,207,336,28012000,"27179193,47","27179193,47",398080,384000,6
2025,3,200,2,1,207,336,74031100,"100452863,51","102903216,65",10685956,10677730,6
2025,3,200,2,1,207,336,74031100,"2749814,05","2749814,05",302522,302402,6
2025,3,200,2,1,207,336,74031100,"16108097,44","16823769,08",1806287,1804743,6
2025,3,200,2,1,207,336,28369130,"9191343,72","9191343,72",1169640,1140000,6
2025,3,200,2,1,207,336,28369190,"1933834,52","1933834,52",249200,240000,6
2025,3,200,2,1,207,336,26030000,"107908322,25",109010193,43117090,43117090,6
2025,3,200,2,1,207,336,26030000,"21103825,27","21059783,43",10550290,10550290,6
2025,3,200,2,1,207,336,26131010,"1560593,43","1500349,15",61350,60000,6
2025,3,200,2,1,207,336,26139010,"4198011,99","4532295,65",623730,612000,6
2025,3,200,2,1,207,336,74020012,"14539055,09","14883321,73",1512420,1509786,6
2025,3,200,2,1,207,336,74020013,"14639248,54","15017037,13",1520510,1518710,6
2025,3,200,2,1,207,336,74031100,"9330574,55","9834874,7",1011544,1010744,6
2025,3,200,2,1,207,336,74020013,12486474,12486474,1249746,1249249,6
2025,3,200,2,1,207,336,28369130,"54486004,38","54480103,13",6813480,6640352,6
2025,3,200,2,1,207,336,28369190,"3916293,86","3907964,39",498400,480000,6
2025,3,200,2,1,207,333,28369140,"1568652,92","1568652,92",268060,260000,6
2025,3,200,2,1,207,333,26131010,"3152414,28","3044462,45",122590,120000,6
2025,3,200,2,1,207,333,28252011,"12733233,63","12733233,63",1520614,1476328,6
2025,3,200,2,1,207,333,28342100,"664897,74","664897,74",755418,735000,6
2025,3,200,2,1,207,333,28369130,"5013300,09","5013300,09",574700,560112,6
2025,3,200,2,1,207,333,28369190,"6023271,21","6023271,21",679864,657600,6
2025,3,200,2,1,207,333,74031100,"41847595,72","43445001,78",4536278,4532346,6
2025,3,200,2,1,207,333,74031100,"21467721,01","22845840,8",2401852,2399860,6
2025,3,200,2,1,207,333,28369130,"704975,29","704975,29",82100,80016,6
2025,3,200,2,1,207,333,74031100,"10329802,78","10150024,84",1100215,1099409,6
2025,3,200,2,1,207,335,26030000,"25818104,44","23965977,87",10905040,10905040,6
2025,3,200,2,1,207,331,26030000,"106119219,12","113252941,81",42154690,42154690,6
2025,3,200,2,1,207,331,26131010,"3693099,9","3693099,9",143150,140000,6
2025,3,200,2,1,207,331,28252011,"974005,08","974005,08",74160,72000,6
2025,3,200,2,1,207,331,26131010,"16150088,73","16150088,73",648050,620000,6
2025,3,200,2,1,207,331,28252011,"5394823,43","5394823,43",593384,576104,6
2025,3,200,2,1,207,331,28369130,"225150,45","225150,45",24920,24000,6
2025,3,200,2,1,207,331,74020013,"34496407,96","34496407,96",3570136,3568870,6
2025,3,200,2,1,207,331,26131010,"4704081,07","4704081,06",188876,180000,6
2025,3,200,2,1,207,331,28369130,"582040,8","582040,8",62040,60000,6
2025,3,200,2,1,207,331,28369190,"109866,74","109866,74",12248,12000,6
2025,3,200,2,1,207,331,28369140,"119588,77","119588,77",20620,20000,6
2025,3,200,2,1,207,331,28342100,"91299,17","91299,17",94364,92000,6
2025,3,200,2,1,207,331,26131010,"7817773,87","7817773,86",315960,300000,6
2025,3,200,2,1,207,331,28252011,"2929255,08","2929255,08",222480,216000,6
2025,3,200,2,1,207,331,28369130,"445747,78","445747,78",49840,48000,6
2025,3,200,2,1,207,330,74031100,"1819906,99","1819284,16",201739,201659,6
2025,3,200,2,1,207,330,74031100,"16032129,1","16422169,74",1704329,1703005,6
2025,3,200,2,1,207,330,26030000,"25763806,14","22922676,29",10911130,10911130,6
2025,3,200,2,1,207,317,28012000,"2937414,38","2937414,38",45024,43200,6
2025,3,200,2,1,207,317,26131010,"1616108,97","1561690,61",61284,60000,6
2025,3,200,2,1,207,317,28012000,"14648206,42","14648206,42",210840,204000,6
2025,3,200,2,1,207,317,26131010,"474458,19","1056526,08",42128,40000,6
2025,3,200,2,1,207,317,28012000,3153600,3114288,"45164,2",43200,6
2025,3,200,2,1,207,319,74031100,"2764183,1","2756422,69",300259,300001,6
2025,3,200,2,1,207,319,74031100,"1935797,42","1842551,93",200408,200248,6
2025,3,200,2,1,207,319,74031100,"1769427,92","1924009,41",197977,197799,6
2025,3,200,2,1,207,325,28369130,"195723,31","195723,31",20520,20000,6
2025,3,200,2,1,207,329,74031100,"9386804,5","9492708,98",1003224,1002500,6
2025,3,200,2,1,207,505,74031100,"22157295,52","23861855,48",2522227,2520227,6
2025,3,200,2,1,207,505,74031100,"2825413,21","2774623,72",301900,301654,6
2025,3,200,2,1,207,505,74031100,"67854140,25","69001255,56",7006831,7000899,6
2025,3,200,2,1,207,517,74031100,"14398214,86","14100570,88",1499173,1498073,6
2025,3,200,2,1,207,514,28252011,"1994602,15","1974082,15",226600,220000,6
2025,3,200,2,1,207,514,28369130,"1506307,41","1489699,41",160000,154000,6
2025,3,200,2,1,207,514,28369190,"3526625,5","3526625,5",398720,384000,6
2025,3,200,2,1,207,515,26131010,"1066486,78","1055704,77",40856,40000,6
2025,3,200,2,1,207,515,26131010,"2076517,67","2024512,84",84256,80000,6
2025,3,200,2,1,207,511,74031100,"28560187,84","28037818,25",3006502,3004330,6
2025,3,200,2,1,821,336,26030000,"64061407,91","66282565,63",22793500,22793500,6
2025,3,200,2,1,821,331,26030000,"31736971,55","33009242,06",11401200,11401200,6
2025,3,200,2,1,821,563,26030000,"27011882,47","28234836,53",11508100,11508100,6
2025,3,200,2,1,827,336,26030000,26751552,"28419862,77",10416880,10416880,6
2025,3,200,2,1,827,336,26030000,"36608303,01","30399056,31",11101450,11101450,6
2025,3,200,2,1,827,331,26030000,"34017472,65","30504010,91",11076040,11076040,6
2025,3,200,2,1,903,225,26139010,"1033266,3","1010123,72",53477,52679,6
2025,3,200,2,1,903,225,28369130,"2925407,98","2925407,98",501672,486000,6
2025,3,200,2,1,903,225,28369140,"601897,87","601897,87","105334,61",102144,6
2025,3,200,2,1,903,225,28012000,"2954414,49","3139526,49",44500,43200,6
2025,3,200,2,1,903,225,74031100,"31299203,94","32081944,04",3303646,3300882,6
2025,3,200,2,1,903,225,74031100,"6995713,16","7181484,56",699460,698920,6
2025,3,200,2,1,903,216,74031100,"2822598,63","2892846,03",296549,296315,6
2025,3,200,2,1,903,216,74031100,"1857244,46","1857244,46",201711,201631,6
2025,3,200,2,1,903,216,28012000,"2427607,7","2279431,7",38520,36000,6
2025,3,200,2,1,903,210,28342100,22860,22860,26094,26000,6
2025,3,200,2,1,903,225,74031100,"9485704,7","9722928,32",1001484,1000648,6
2025,3,200,2,1,903,219,28342100,87180,87180,49252,48000,6
2025,3,200,2,1,903,220,26131010,"3267265,24","3183311,25",122568,120000,6
2025,3,200,2,1,903,220,28342100,"30902,26","30902,26",24060,24000,6
2025,3,200,2,1,903,220,74031100,"17830783,13","18039449,44",1877089,1875563,6
2025,3,200,2,1,903,220,26131010,"2596780,83","2610428,91",102250,100000,6
2025,3,200,2,1,903,220,26131010,"8843884,8","8843884,8",347650,340000,6
2025,3,200,2,1,903,220,74031100,"16916310,25","16535868,29",1804502,1803062,6
2025,3,200,2,1,903,220,28252011,"472862,52","472862,52",41200,40000,6
2025,3,200,2,1,903,220,74031100,"12452554,92","12550872,83",1309502,1308462,6
2025,3,200,2,1,903,220,28342100,29370,29370,24086,24000,6
2025,3,200,2,1,903,220,74031100,7588576,"7478063,16",803494,802854,6
2025,3,200,2,1,903,220,74031100,"14606689,35","13942996,16",1513248,1512048,6
2025,3,200,2,1,903,220,74031100,"1850613,65","1796235,58",200573,200413,6
2025,3,200,2,1,903,220,74031100,"945341,78","931574,72",100095,100015,6
2025,3,200,2,1,903,206,28342100,124500,124500,147758,144000,6
2025,3,200,2,1,903,336,26030000,"83414586,92","91029495,5",42946960,42946960,6
2025,3,200,2,1,903,336,26030000,"27711344,24","28571956,35",11008100,11008100,6
2025,3,200,2,1,903,331,26030000,"62814405,25","67433372,2",31952390,31952390,6
2025,3,200,2,1,903,504,74031100,"4687091,06","4803932,19",493275,492855,6
2025,3,200,2,1,903,563,28369130,"493888,48","493888,48",82580,80000,6
2025,3,200,2,1,903,563,28369140,"1073011,03","1073011,03","185662,7",180000,6
2025,3,200,2,1,903,514,28012000,"3089044,24","3089044,24",49760,48000,6
2025,3,200,2,1,903,515,28012000,"25483697,91","25483697,91",408000,396000,6
2025,3,200,2,1,903,563,74031100,"9523454,52","9755147,06",1001501,1000629,6
2025,3,200,2,1,903,513,28012000,"5785836,52","5785836,52",92600,90000,6
2025,3,200,2,1,905,336,28369130,"11573202,51","11573202,51",1919520,1860000,6
2025,3,200,2,1,905,336,28369140,"1435629,26","1435629,26",247440,240000,6
2025,3,200,2,1,905,336,28012000,"20384289,96","20384289,96",298560,288000,6
2025,3,200,2,1,905,336,74031100,"19787277,45","20478567,8",2129661,2127935,6
2025,3,200,2,1,905,336,26139010,"3376615,95","3315669,45",188960,186484,6
2025,3,200,2,1,905,333,26139010,"1029689,17","1016930,71",53459,52661,6
2025,3,200,2,1,905,333,28342100,"64801,92","64801,92",73821,72000,6
2025,3,200,2,1,905,333,74031100,"10167508,23","10566432,06",1106389,1105469,6
2025,3,200,2,1,905,333,26139010,"709006,4","657197,48",35628,35096,6
2025,3,200,2,1,905,331,28369140,"119482,77","119482,77",20620,20000,6
2025,3,200,2,1,905,317,28012000,"8616065,54","8616065,54",124400,120000,6
2025,3,200,2,1,905,319,26139010,"2076372,51","2047475,69",106952,105356,6
2025,3,200,2,1,905,319,74031100,"19205473,86","19458907,87",2004281,2002577,6
2025,3,200,2,1,915,336,26030000,"102536744,93","108338348,79",55017580,55017580,6
2025,3,200,2,1,915,333,26030000,"20677884,03","21436291,7",10898370,10898370,6
2025,3,200,2,1,915,317,26030000,"35816546,36","38006355,47",20095880,20095880,6
2025,3,200,2,1,950,336,26030000,"739461449,09","762662521,76",280194000,280194000,6
2025,3,200,2,1,950,333,26030000,90028488,"93024864,31",33330400,33330400,6
2025,3,200,2,1,950,331,26030000,"143374994,23","148558685,05",54114400,54114400,6
2025,3,200,3,1,207,225,74031100,"4954294,8","4888793,57",500452,500046,6
2025,3,200,3,1,207,225,74031100,"14053894,59","14053894,59",1497917,1496717,6
2025,3,200,3,1,207,225,74031100,"34129956,01","33341224,3",3636593,3632464,6
2025,3,200,3,1,207,331,26030000,"53332493,86","56110683,87",21607600,21607600,6
2025,3,200,3,1,207,512,26030000,"24886824,28","24824613,03",11690160,11690160,6
2025,3,200,3,1,903,225,74031100,"6999419,16","6910742,35",752783,751817,6
2025,3,200,13,1,207,333,26131010,"20243221,01","20563331,79",737568,720000,6
2025,3,200,13,1,903,220,26131010,"4567315,32","4567315,32","168001,6",164000,6
2025,3,200,13,1,903,220,26131010,"5537392,84","5476656,86",204880,200000,6
2025,3,200,13,1,903,514,26139010,"15943706,8","17762703,65","802651,2",798536,6
2025,3,200,13,1,905,336,26131010,"8349085,24","7991654,68",307320,300000,6
2025,3,200,13,7,998,220,26131010,"6587382,59","6476502,72",240240,240000,6
2025,3,201,0,1,207,225,28012000,5,5,"1,9","0,3",6
2025,3,201,0,1,207,336,28369130,426,426,"219,39",213,6
2025,3,201,0,1,207,336,28369140,18,18,"9,27",9,6
2025,3,201,0,1,905,336,28369130,136,136,"70,04",68,6
2025,3,201,0,1,905,336,28369140,4,4,"2,06",2,6
2025,3,200,3,1,917,225,74031100,"52909211,97","56047719,19",5467570,5463646,6
2025,3,200,3,1,918,336,26030000,"32106050,04","33886448,05",11500080,11500080,6
2025,3,200,3,1,918,336,26011110,"27466560,72","25397542,68",301179000,301179000,6
2025,3,200,3,1,918,336,26011110,"45323002,62","44033231,32",528934000,528934000,6
2025,3,200,3,1,918,336,26030000,"23851315,5","22565024,96",10450000,10450000,6
2025,3,200,3,1,918,333,26030000,"31459198,11","32747787,54",11003180,11003180,6
2025,3,200,3,1,918,331,26030000,"54426309,39","55923594,5",21450900,21450900,6
2025,3,200,3,1,918,331,26030000,"23740073,19","24046791,49",10451000,10451000,6
2025,3,200,3,1,918,517,26030000,"62365263,01","61048524,73",21459530,21459530,6
2025,3,200,3,1,920,225,26011110,"6256367,4","6256367,4",59234000,59234000,6
2025,3,200,3,1,920,333,26011210,"26293817,42","26293817,42",202901000,202900009,6
2025,3,200,3,1,920,313,26011110,16634774,"16580154,25",176416000,176416000,6
2025,3,200,4,1,199,336,26030000,"100779377,74","102690156,47",43744560,43744560,6
2025,3,200,4,1,199,333,26030000,"24294004,13",26537823,10997060,10997060,6
2025,3,200,4,1,199,331,26030000,"88109876,28","91203710,8",38331590,38331590,6
2025,3,200,4,1,904,336,26030000,"22744415,87","22744415,87",10608210,10608210,6
2025,3,200,4,1,946,336,26011110,"8316617,87","7893938,98",95000000,95000000,6
2025,3,200,5,1,904,336,26030000,"21647366,83","22159166,38",10929120,10929120,6
2025,3,200,2,7,965,224,28342100,"26607,94","26607,94",27965,27300,6
2025,3,200,2,7,965,224,28252011,45942,45942,4120,4000,6
2025,3,200,2,7,965,224,28342100,"55449,14","55449,14",55931,54600,6
2025,3,200,6,7,965,224,28342100,27825,27825,27548,27000,6
2025,3,200,13,7,965,224,71069200,"23692,4","23692,4","179,4",160,6
2025,3,200,13,7,965,224,71069200,"3142,47","3142,47","15,28",10,6
2025,3,200,13,7,965,224,71069200,"30191,95","30191,95","182,98",158,6
2025,3,200,13,7,965,220,26131010,"1976921,69","1976921,69",72144,72000,6
2025,3,200,2,1,905,336,26030000,"1944572,15","2248986,62",1103270,967045,6
2025,3,200,2,1,905,333,26139010,"136075,4","1318949,51",71498,70434,6
2025,3,200,2,1,905,317,28012000,1576800,1543968,"22582,1",21600,6
2025,3,200,2,1,905,329,26030000,"579745,61","621130,5",246430,229073,6
2025,3,200,4,1,905,330,26030000,"3915302,35","3915302,35",2748980,2747040,6
2025,3,200,5,1,948,225,74031100,"15012914,84","15012914,84",1604642,1602836,6
2025,3,200,5,1,948,336,26030000,"263590781,65","274729505,82",129102010,129102010,6
2025,3,200,5,1,948,336,26030000,"22809854,13","25694828,62",11007520,11007520,6
2025,3,200,5,1,948,333,26030000,"20766131,69","20603014,24",10551210,10551210,6
2025,3,200,5,1,948,331,26030000,"20542739,07","20998787,83",10554510,10554510,6
2025,3,200,5,1,948,527,26030000,"21537725,12","22525244,84",11001910,11001910,6
2025,3,200,6,1,948,336,26030000,"21399930,54","20706602,92",10997840,10997840,6
2025,3,200,13,1,905,317,26131010,"10631355,91","10584248,34","393393,6",384000,6
2025,3,200,13,1,905,514,26139010,"477763,63","464214,6","24083,6","23778,8",6
2025,3,200,1,1,906,225,28012000,"2398709,06","2398709,06",37902,36120,6
2025,3,200,1,1,906,216,28012000,"1398481,36","1398481,36",21077,20000,6
2025,3,200,1,1,906,504,28012000,2920000,"2727715,15","41974,6",40000,6
2025,3,200,1,1,906,515,28012000,8315925,8315925,129485,122600,6
2025,3,200,2,1,906,504,28012000,2920000,2752800,41890,40000,6
2025,3,200,2,1,906,505,28012000,1576800,1486512,"22540,1",21600,6
2025,3,200,2,1,906,514,28012000,2073200,2045280,"30245,6",28400,6
2025,3,200,3,1,906,220,74031100,"17277338,96","18450979,27",1895987,1895127,6
2025,3,200,3,1,906,220,74031100,"900017,31","909265,09",100018,99976,6
2025,3,200,3,1,906,336,74031100,"17872830,02","19340532,45",1991630,1990679,6
2025,3,200,4,1,906,225,26139010,"6422487,27","6162640,2","316455,6","311567,6",6
2025,3,200,4,1,906,514,26139010,"2188306,23","2321254,18","105494,2","103898,2",6
2025,3,200,4,1,906,336,26030000,3302561,3302561,1634920,1629092,6
2025,3,200,4,1,906,333,26139010,"10711764,38","11877161,86","526743,8","518763,8",6
2025,3,200,4,1,906,319,26139010,1086519,"1069245,54","52704,7","51906,7",6
2025,3,200,4,1,906,515,26139010,"1084010,95","1064496,44","52589,2","51791,2",6
2025,3,200,5,1,906,225,74031100,"20328665,48","19508013,59",1900767,1899940,6
2025,3,200,5,1,906,220,74031100,"61075910,75","60719249,3",6301951,6299293,6
2025,3,200,5,1,906,220,74031100,"2727974,19","2826738,39",300116,299991,6
2025,3,200,5,1,906,220,74031100,"8977583,69","9105291,03",949901,949498,6
2025,3,200,5,1,906,220,74031100,"68751735,74","67596720,76",7103120,7100127,6
2025,3,200,5,1,906,220,74031100,"4650649,42","4706268,79",500201,499989,6
2025,3,200,5,1,906,336,26030000,"1200569,66","1096766,79",465480,439960,6
2025,3,200,5,1,906,336,74020012,"27432865,7","28114995,92",3001333,2999587,6
2025,3,200,5,1,906,333,74031100,"3869815,89","3822773,79",401153,400976,6
2025,3,200,5,1,906,331,26131010,"571487,61","571487,61",21114,20000,6
2025,3,200,5,1,906,331,26131010,"1129388,81","1129388,81",42228,40000,6
2025,3,200,5,1,906,331,26131010,"3400118,78","3301518,28",126684,120000,6
2025,3,200,5,1,906,319,74031100,"2840336,52","2768085,83",300105,299981,6
2025,3,200,5,1,906,504,74031100,"8493623,23","8493623,23",900387,899998,6
2025,3,200,5,1,906,517,74031100,"3238980,02","3338031,5",350865,350670,6
2025,3,200,5,1,906,515,26131010,"7104753,49","6904283,43",272664,260000,6
2025,3,200,5,1,906,511,74031100,"4695167,71","4916679,36",500193,499987,6
2025,3,200,13,1,906,225,28417010,"2081371,97","2250139,78","81624,2","79916,2",6
2025,3,200,13,1,906,225,28417010,"1013510,68","1115315,91",40884,39916,6
2025,3,200,13,1,906,202,28012000,155778,155778,"1769,7",1700,6
2025,3,200,13,1,906,202,28012000,90460,90460,1041,1000,6
2025,3,200,13,1,906,202,74031300,"437960,42","437960,42","45766,28","45766,28",6
2025,3,200,13,1,906,218,28012000,25110,25110,324,300,6
2025,3,200,13,1,906,220,28417010,"280631,42","280226,66",10220,10000,6
2025,3,200,13,1,906,220,28012000,269910,269910,3123,3000,6
2025,3,200,13,1,906,211,28012000,37013,37013,486,450,6
2025,3,200,13,1,906,336,74031100,"1398040,24","1398040,24",151362,151182,6
2025,3,200,13,1,906,336,74020011,"964521,43","994698,26",104276,104210,6
2025,3,200,13,1,906,336,74020019,"42604270,73","44373394,79",4604746,4601860,6
2025,3,200,13,1,906,336,74031100,"1789760,22","1936708,49",201148,200992,6
2025,3,200,13,1,906,336,74020090,222387,222387,25776,25776,6
2025,3,200,13,1,906,336,26030000,"1819573,36","2295043,24",1086460,966016,6
2025,3,200,13,1,906,336,74031100,"11756556,61","12356906,3",1307357,1306343,6
2025,3,200,13,1,906,333,74020019,"15730591,37","16372109,03",1704604,1703590,6
2025,3,200,13,1,906,333,74031100,"5470479,56","5645566,23",603613,603145,6
2025,3,200,13,1,906,330,74031100,"2681035,21","2901410,08",301657,301423,6
2025,3,200,13,1,906,319,74031100,"3653889,95","3770684,59",402571,402259,6
2025,3,200,13,1,906,517,28417010,"141052,21","141052,21","5177,5",5000,6
2025,3,200,13,1,906,517,28417010,"141052,21","139557,06","5177,5",5000,6
2025,3,200,13,1,906,505,28417010,"1014831,82","1098179,85",40740,40000,6
2025,3,200,13,1,906,514,26139010,"7170820,56","8499912,16","356261,9","349511,2",6
2025,3,200,13,1,906,515,26131010,"1807030,66","1730360,53",68136,68000,6
2025,3,200,13,1,906,563,28417010,"483362,88","529000,64",20572,20000,6
2025,3,200,2,4,992,225,71069111,"12772786,18","12772786,2",13124,"12874,223",6
2025,3,200,2,4,992,225,71069111,"5449538,26","5449538,27",5686,"5573,24",6
2025,3,200,2,4,992,508,71081219,"13872314,22","14207366,9",3840,"3593,15",6
2025,3,200,3,4,992,226,71081219,"11208163,1","11138870,2","1287,32","1151,25",6
2025,3,200,3,4,992,317,71081219,"37600744,13","37402950,02",2523,"1982,65",6
2025,3,200,3,4,992,508,71081219,"66421453,41","66421453,41","6928,63","6322,996",6
2025,3,200,4,4,992,504,71081219,"173305,7","173126,15","4,8","2,394",6
2025,3,200,5,4,992,329,28012000,"25614,1","25614,1",312,288,6
2025,3,200,13,4,992,225,71081211,"20687077,12","20687077,15",248,"239,283",6
2025,3,200,13,4,992,225,71081219,"784067,35","775127,55","40,93","34,76",6
2025,3,200,13,4,992,225,71081219,"1709145,54","1693338,68","91,88","83,56",6
2025,3,200,13,4,992,202,71069200,"35462,26","35462,26","201,44",190,6
2025,3,200,13,4,992,218,71069200,"35966,6","35966,6",168,160,6
2025,3,200,13,4,992,508,71081219,"39574059,21","40942269,6",3935,"3595,1219",6
2025,3,201,0,11,992,225,26139010,1,1,1,1,6
2025,3,201,0,11,992,336,28369130,"81,1","81,1",12,10,6
2025,3,201,0,11,992,333,28252011,"138,9","138,9","21,3",15,6
2025,3,201,0,11,992,331,28369130,"28,53","28,53","4,4",3,6
2025,3,201,0,11,992,331,28369130,2,2,"1,6",1,6
2025,3,204,0,11,992,225,74031900,200,200,"2,1","2,1",6
2025,3,204,0,11,992,510,26131010,500,500,"1,2","1,2",6
2025,3,200,2,1,908,319,74031100,"207740,31","210867,06",23559,23539,6
2025,4,200,2,1,901,220,28012000,"1734227,2","1734227,2",24998,24000,6
2025,4,200,5,7,957,219,28012000,48576,48576,648,600,6
2025,4,200,5,7,958,221,28012000,2945,2945,35,28,6
2025,4,200,13,7,958,221,71069200,"18978,61","18978,61","248,57",220,6
2025,4,200,15,1,901,225,25280010,"40084,24","40084,24",92120,90720,6
2025,4,200,15,1,901,218,25280010,8610,8610,20060,20000,6
2025,4,200,15,1,901,336,74031100,"929402,41","915556,57",101057,100977,6
2025,4,200,1,1,204,336,26030000,"14625468,77","15879711,77",10509500,10509500,6
2025,4,200,1,1,204,336,26030000,"218811694,8","219354376,63",126000200,126000200,6
2025,4,200,1,1,204,333,26030000,"25842666,85","24946226,67",10450000,10450000,6
2025,4,200,1,1,204,331,26030000,"74795761,58","74795761,58",31353000,31353000,6
2025,4,200,1,1,204,331,26030000,"21519044,26","20797856,26",11003000,11003000,6
2025,4,200,1,1,204,317,26030000,"32649073,27","31197275,21",20023700,20023700,6
2025,4,200,1,1,902,214,28342100,78990,78990,102160,100000,6
2025,4,200,1,1,902,215,28342100,"19832,5","19832,5",25544,25000,6
2025,4,200,1,1,902,336,28012000,9932248,9932248,159733,151200,6
2025,4,200,1,1,902,336,26139010,"317203,15","352262,69",84277,82675,6
2025,4,200,1,1,902,336,28012000,1576800,"1481594,62","22629,9",21600,6
2025,4,200,1,1,902,333,26139010,"3363205,77","3387592,07",219176,218681,6
2025,4,200,1,1,902,319,28342100,"60575,42","60575,42",73608,72000,6
2025,4,200,1,1,902,504,28012000,2920000,"2675089,45","41948,9",40000,6
2025,4,200,1,1,902,517,28342100,720510,720510,979200,960000,6
2025,4,200,1,1,902,517,28342100,"893790,64","893790,64",1175320,1152000,6
2025,4,200,1,1,902,517,28342100,367350,367350,489600,480000,6
2025,4,200,1,1,902,515,28342100,"36871,44","36871,44",48960,48000,6
2025,4,200,1,1,902,128,28342100,208020,208020,265440,260000,6
2025,4,200,1,1,902,128,28342100,770716,770716,1008672,988000,6
2025,4,200,1,1,902,406,28342100,"45860,63","45860,63",49072,48000,6
2025,4,200,2,1,902,225,28012000,2295120,"2185708,8","32925,2",31440,6
2025,4,200,2,1,902,336,28012000,"1432344,96","1432344,96",22512,21600,6
2025,4,200,2,1,902,336,28012000,4730400,4619592,"67746,3",64800,6
2025,4,200,2,1,902,336,28012000,3153600,2975184,"45164,2",43200,6
2025,4,200,2,1,902,514,74031100,"42197,66","42197,66",4830,4820,6
2025,4,201,0,1,902,225,28012000,10,10,"3,8","0,6",6
2025,4,200,2,1,914,225,28342100,"7133980,48","5821271,48",7631600,7631600,6
2025,4,200,2,1,914,225,28342100,"253879,15","224821,15",251427,250800,6
