Nitrate_Resource,COMMTYPE,LONGITUD,COMBINACION_CRITICO,CRITICO_3,Iodine_Resource,ESTADO_DEPOSITO,Molybdenum_Reserve,OPERATOR_NAME,ECAP,DDLAT,Rare Earths_Resource,COMUNA,Potassium_Reserve,ANNCAP,Titanium_Resource,OWNER_NAME,CRITICO_1,NOMBRE_DEPOSITO,OrdFranj,PROVINCIA,OPERATOR,FACTYPE,STATUS,OWNER,COUNTRY,ADM1,LOCACC,ELEVACION,LATITUD,YEAR,OTROS_NOMBRES,Lithium_Reserve,LOCDESC,PRIMARY_COMMODITY,DDLONG,Manganese_Resource,MIN_PROD,Copper_Reserve,SOURCEID,FACILITY_TYPE,OrdReg,ISO_CC,ID,MULTI_PROD,FACID_NUM,Iron_Reserve,REGION,Cobalt_Resource,Iron_Resource,FACILITY_NAME,UNITS,COMMODITY,Potassium_Resource,MODELO_DEPOSITO,Silver_Reserve,Zinc_Resource,MULTI_COMM,FACID,Gold_Resource,Boron_Resource,VALOR_DATO,ID_SIA_YACIMIENTO,ID_ATLAS_FAENA,Copper_Resource,Molybdenum_Resource,Lithium_Resource,Iodine_Reserve,SISTEMA_MINERAL,Boron_Reserve,SOURCE,COMB_CRIT_COD,ALL_COMMODITIES_RAW,FRANJA_METALOGENICA,Gold_Reserve,OTROS_CRITICOS,COMBOCAP,ROWID,OBJECTID,GRUPO_MODELO,CRITICO_2,LOCNAME,Nitrate_Reserve,Zinc_Reserve,REFERENCIA,CAPACITY_UNITS,Silver_Resource,COMMENTS,CRITICO_4,CAPACITY,N_COMMODITIES,COMMODITY_LIST_STR,COCHILCO_CU_2024_KMT,COCHILCO_COMPANY,COCHILCO_MO_2024_MT,COCHILCO_AU_2024_KG,COCHILCO_AG_2024_KG,COCHILCO_FE_2024_KMT,COCHILCO_ZN_2024_MT,COCHILCO_PB_2024_MT,COCHILCO_LICO3_2024_MT,COCHILCO_LIOH_2024_MT,COCHILCO_LISO4_2024_MT,COCHILCO_IO_2024_MT,COCHILCO_NO3_2024_MT,COCHILCO_ULEXITE_2024_MT,COCHILCO_BORICACID_2024_MT,COCHILCO_KCL_2024_MT,COCHILCO_SALT_2024_MT,COCHILCO_CUSO4_2024_MT,COCHILCO_LIMESTONE_2024_MT,COCHILCO_GYPSUM_2024_MT,COCHILCO_PUMICITE_2024_MT,COCHILCO_QUARTZ_2024_MT,COCHILCO_SILICASAND_2024_MT,COCHILCO_BAUXCLAY_2024_MT,COCHILCO_KAOLIN_2024_MT,COCHILCO_BENTONITE_2024_MT,COCHILCO_DIATOMITE_2024_MT,COCHILCO_DOLOMITE_2024_MT,COCHILCO_TALC_2024_MT,COCHILCO_PERLITE_2024_MT,COCHILCO_PEAT_2024_MT,COCHILCO_PHOSPHATE_2024_MT,COCHILCO_COQUINA_2024_MT,COCHILCO_WHITITE_2024_MT,COCHILCO_ZEOLITE_2024_MT,USD_VALUE_CU,USD_VALUE_MO,USD_VALUE_AU,USD_VALUE_AG,USD_VALUE_FE,USD_VALUE_ZN,USD_VALUE_PB,USD_VALUE_LICO3,USD_VALUE_LIOH,USD_VALUE_LISO4,USD_VALUE_IO,USD_VALUE_NO3,USD_VALUE_ULEXITE,USD_VALUE_BORICACID,USD_VALUE_KCL,USD_VALUE_SALT,USD_VALUE_CUSO4,USD_VALUE_LIMESTONE,USD_VALUE_COQUINA,USD_VALUE_WHITECACO3,USD_VALUE_GYPSUM,USD_VALUE_PUMICITE,USD_VALUE_QUARTZ,USD_VALUE_SILICASAND,USD_VALUE_BAUXCLAY,USD_VALUE_KAOLIN,USD_VALUE_BENTONITE,USD_VALUE_DIATOMITE,USD_VALUE_DOLOMITE,USD_VALUE_TALC,USD_VALUE_PERLITE,USD_VALUE_PEAT,USD_VALUE_PHOSPHATE,USD_VALUE_ZEOLITE,USD_VALUE_TOTAL,CHAIN_STAGE
,,-71.20899999999995,Cobre-Cobalto,,,Mina paralizada,,,,,,Coquimbo,,,,,Cobre,Distrito Tambillos,5.0,Elqui,,,Idle,,,,,,-30.196999999999942,,,,,Copper,,,,,,Mine (idle),5.0,,84.0,,,,Coquimbo,,,Distrito Tambillos,,,,IOCG,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_08",Cobre-Cobalto,Cretácico Inferior,,,,,84.0,IOCG,Cobalto,,,,,,,,,,2,"Copper, Cobalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction_idle
,,-70.16699999999997,Cobre,,,Mina paralizada,,,,,,Tocopilla,,,,,Cobre,Distrito Tocopilla,3.0,Tocopilla,,,Idle,,,,,,-22.06699999999995,,Minita-Despreciada,,,Copper,,,,,,Mine (idle),3.0,,85.0,,,,Antofagasta,,,Distrito Tocopilla,,,,IOCG,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_08",Cobre,Jurásico,,Cobalto,,,85.0,IOCG,,,,,,,,,,,1,Copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction_idle
,,-69.95899999999995,Plata,,,Mina paralizada,,,,,,Copiapó,,,,,Plata,Distrito Tres Puntas-Chimberos,6.0,Copiapó,,,Idle,,,,,,-26.892999999999972,,,,,Silver,,,,,,Mine (idle),4.0,,86.0,,,,Atacama,,,Distrito Tres Puntas-Chimberos,,,,Epitermal de baja sulfuración,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_18,Plata,Cretácico Superior,,,,,86.0,Epitermales,,,,,,,,,,,1,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction_idle
,,-70.87999999999994,Cobre-Oro,,,Prospecto/Proyecto,,,,,,Vallenar,,,,,Cobre,Domeyko,5.0,Huasco,,,Prospect/Project,,,,,,-28.99099999999993,,"Dos Amigos, Domeyko Sulfuros",,,Copper,,,,,,Prospect/Project,4.0,,87.0,,,,Atacama,,,Domeyko,,,,Pórfido de Cu,,,,,81.753,,Actualizado,M-1745,,1160572.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_17",Cobre-Oro,Cretácico Inferior,,,,,87.0,Pórfidos,Oro,,,,https://www.sedarplus.ca/csa-party/records/document.html?id=75ee6869988e46d19720b91ecf5a9982349360167756edf4b8bea43194e8e906,,,,,,2,"Copper, Gold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction
,,-71.18699999999995,Hierro-Cobre,,,Prospecto/Proyecto,,,,,,La Higuera,,,,,Hierro,Dominga,5.0,Elqui,,,Prospect/Project,,,,,,-29.37999999999994,,,,,Iron,,,,,,Prospect/Project,5.0,,88.0,,,,Coquimbo,,485106000.0,Dominga,,,,IOCG,,,,,,,Histórico,M-6538,,1457400.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_08, MIN_15, MIN_17",Hierro-Cobre,Cretácico Inferior,,"Cobalto, Oro",,,88.0,IOCG,Cobre,,,,https://repositorio.sernageomin.cl/server/api/core/bitstreams/39c93d98-35f8-4ebd-b8b3-541bf8f3b601/content,,,,,,2,"Iron, Copper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction
,,-71.00399999999996,Cobre,,,Mina en producción,,,,,,Cabildo,,,,,Cobre,Don Jaime,5.0,Petorca,,,Active,,,,,,-32.537999999999954,,,,,Copper,,,,,,Mine (active),6.0,,89.0,,,,Valparaíso,,,Don Jaime,,,,Estratoligado,,,,,,,Actualizado,M-6979,,17199.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Cretácico Inferior,,,,,89.0,Estratoligado,,,,,https://www.sernageomin.cl/planes-de-cierre/,,,,,,1,Copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction
,,-70.39699999999993,Cobre,,,Mina en producción,,,,,,Taltal,,,,,Cobre,Doña Elba,3.0,Antofagasta,,,Active,,,,,,-25.611999999999966,,,,,Copper,,,,,,Mine (active),3.0,,90.0,,,,Antofagasta,,,Doña Elba,,,,Estratoligado,,,,,,,Actualizado,,,60442.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Jurásico,,,,,90.0,Estratoligado,,,,,https://www.sernageomin.cl/planes-de-cierre/,,,,,,1,Copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction
,,-68.83399999999995,Cobre-Oro-Molibdeno-Plata,Molibdeno,,Mina en producción,,Sociedad Contractual Minera El Abra ,,,,Calama,,,,"Freeport-McMoRan Copper & Gold Inc., 51%, and Corporación Nacional del Cobre (CODELCO) (Government, 100%), 49%",Cobre,El Abra,8.0,El Loa,,,Active,,,,,,-21.923999999999975,,,,,Copper,,,,2641700.0,,Mine (active),3.0,,91.0,,,,Antofagasta,,,El Abra,,,,Pórfido de Cu-Mo,,,,,95.2,,Actualizado,M-2626,,17503500.0,476000.0,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_03, MIN_04, MIN_17, MIN_18",Cobre-Oro-Molibdeno-Plata,Eoceno-Oligoceno,,Renio,,,91.0,Pórfidos,Oro,,,,https://s22.q4cdn.com/529358580/files/doc_financials/10-K/10_k2024.pdf,,5426.4,,Plata,,4,"Copper, Gold, Molybdenum, Silver",99.097,El Abra,,2103.563348161852,558103.9252641303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906417463.1423273,,161092862.56096327,506002087.2189228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573512412.9222133,extraction
,,-70.99249999999995,Hierro,,,Mina en producción,,Compañía Minera del Pacífico S.A. (CMP),,,,Vallenar,,,,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",Hierro,El Algarrobo,5.0,Huasco,,,Active,,,,,,-28.798610999999937,,,,,Iron,,,,,,Mine (active),4.0,,92.0,,,38038000.0,Atacama,,63407200.0,El Algarrobo,,,,IOA,,,,,,,Actualizado,"M-171, M-49",,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_15,Hierro,Cretácico Inferior,,,,,92.0,IOA,,,,,https://www.cmp.cl/wp-content/uploads/2024/08/memoria-espanol28.08_compressed.pdf,,,,,,1,Iron,,,,,,644.2924265825332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70872166.92407864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70872166.92407864,extraction
,,-70.93333299999995,Oro-Plata-Cobre,Cobre,,Mina paralizada,,,,,,Petorca,,,,,Oro,El Bronce,6.0,Petorca,,,Idle,,,,,,-32.18333299999995,,El Bronce de Petorca,,,Gold,,,,,,Mine (idle),6.0,,93.0,,,,Valparaíso,,,El Bronce,,,,Epitermal de baja sulfuración,,,,,4.545284,,Actualizado,M-4502,,2819.655,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_17, MIN_18",Oro-Plata-Cobre,Cretácico Superior,,,,,93.0,Epitermales,Plata,,,,https://www.sernageomin.cl/planes-de-cierre/,,14.33513,,,,3,"Gold, Silver, Copper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction_idle
,,-71.70999999999998,Oro,,,Mina paralizada,,,,,,Maule,,,,,Oro,El Chivato,4.0,Talca,,,Idle,,,,,,-35.52999999999997,,,,,Gold,,,,,,Mine (idle),9.0,,94.0,,,,Maule,,,El Chivato,,,,Epitermal de metales preciosos,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_17,Oro,Jurásico-Cretácico,,,,,94.0,Epitermales,,,,,,,,,,,1,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction_idle
,,-71.09799999999996,Cobre-Oro,,,Mina en producción,,,,,,Illapel,,,,,Cobre,El Espino,6.0,Choapa,,,Active,,,,,,-31.372999999999937,,,,,Copper,,,,,,Mine (active),5.0,,95.0,,,,Coquimbo,,,El Espino,,,,IOCG,,,,,17.55,,Actualizado,M-5182,,702000.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_08, MIN_17",Cobre-Oro,Cretácico Superior,,Cobalto,,,95.0,IOCG,Oro,,,,https://www.cmfchile.cl/sitio/aplic/serdoc/ver_sgd.php?s567=bc8b74dbff50cde53c13dc8dcd692dd5VFdwQmVVNVVRWHBOUkVsNlQwUkZlRTUzUFQwPQ==&secuencia=-1&t=1756324614,,,,,,2,"Copper, Gold",,,,120.17669354857355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9203244.387086459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9203244.387086459,extraction
,,-69.38333299999994,Oro-Plata,,,Mina paralizada,,,,,,Diego de Almagro,,,,,Oro,El Hueso,8.0,Chañaral,,,Idle,,,,,,-26.466666999999973,,,,,Gold,,,,,,Mine (idle),4.0,,96.0,,,,Atacama,,,El Hueso,,,,Epitermal de alta sulfuración,,,,,26.88,,Histórico,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_17, MIN_18",Oro-Plata,Eoceno-Oligoceno,,,,,96.0,Epitermales,Plata,,,,http://www.andeangeology.cl/index.php/revista1/article/view/V48n1-3294,,32.0,,,,2,"Gold, Silver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction_idle
,,-69.98805599999997,Oro,,,Mina paralizada,,,,,,Vicuña,,,,,Oro,El Indio,9.0,Elqui,,,Idle,,,,,,-29.77166699999998,,,,,Gold,,,,,,Mine (idle),5.0,,97.0,,,,Coquimbo,,,El Indio,,,,Epitermal de alta sulfuración,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_17,Oro,Mioceno,,,,,97.0,Epitermales,,,,,,,,,,,1,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction_idle
,,-67.47666699999996,Hierro,,,Prospecto/Proyecto,,,,,,San Pedro de Atacama,,,,,Hierro,El Laco,99.0,El Loa,,,Prospect/Project,,,,,,-23.82666699999993,,,,,Iron,,,,,,Prospect/Project,3.0,,98.0,,,213192000.0,Antofagasta,,361078800.0,El Laco,,,,IOA,,,,,,,Actualizado,M-3069,,,,,,Magmático,,Sernageomin_2025,MIN_15,Hierro,No asignado,,,,,98.0,IOA,,,,,https://www.cmp.cl/wp-content/uploads/2024/08/memoria-espanol28.08_compressed.pdf,,,,,,1,Iron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction
,,-68.58299999999997,Cobre,,,Prospecto/Proyecto,,,,,,Calama,,,,,Cobre,El Loa,2.0,El Loa,,,Prospect/Project,,,,,,-21.256999999999948,,,,,Copper,,,,,,Prospect/Project,3.0,,99.0,,,,Antofagasta,,,El Loa,,,,Pórfido de Cu,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Carbonífero-Triásico,,,,,99.0,Pórfidos,,,,,,,,,,,1,Copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction
,,-69.49305599999997,Oro-Plata,,,Mina en producción,,Minera Meridian Ltda. ,,,,Antofagasta,,,,"Yamana Gold Inc., 100%",Oro,El Peñón,7.0,Antofagasta,,,Active,,,,,,-24.39416699999998,,,,,Gold,,,,,,Mine (active),3.0,,100.0,,,,Antofagasta,,,El Peñón,,,,Epitermal de baja sulfuración,690.4,,,,46.864,,Actualizado,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_17, MIN_18",Oro-Plata,Paleoceno-Eoceno,20.328,,,,100.0,Epitermales,Plata,,,,https://panamericansilver.com/operations/reserves-and-resources/,,1574.4,,,,2,"Gold, Silver",,,,1035.5188313892543,161926.6585463377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79301007.46908593,146809981.96179274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226110989.43087867,extraction
,,-71.07099999999997,Cobre,,,Mina en producción,,,,,,Cabildo,,,,,Cobre,El Sauce,5.0,Petorca,,,Active,,,,,,-32.45699999999994,,,,,Copper,,,,,,Mine (active),6.0,,101.0,,,,Valparaíso,,,El Sauce,,,,Estratoligado,,,,,,,Actualizado,,,29280.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Cretácico Inferior,,,,,101.0,Estratoligado,,,,,https://www.sernageomin.cl/planes-de-cierre/,,,,,,1,Copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction
,,-70.89299999999997,Cobre,,,Mina Paralizada,,,,,,Cabildo,,,,,Cobre,El Sauce,5.0,Petorca,,,Idle,,,,,,-32.87399999999997,,Los Loros,,,Copper,,,,,,Mine (idle),6.0,,102.0,,,,Valparaíso,,,El Sauce,,,,Estratoligado,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Cretácico Inferior,,,,,102.0,Estratoligado,,,,,,,,,,,1,Copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction_idle
,,-71.12799999999999,Cobre,,,Mina en producción,,Anglo American Sur S.A. ,,,,La Ligua,,,,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",Cobre,El Soldado,5.0,Petorca,,,Active,,,,,,-32.611999999999966,,,,,Copper,,,,175600.0,,Mine (active),6.0,,103.0,,,,Valparaíso,,,El Soldado,,,,Estratoligado,,,,,,,Actualizado,,,1170830.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_18",Cobre,Cretácico Inferior,,Plata,,,103.0,Estratoligado,,,,,https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group-v9/PLC/investors/annual-reporting/2024/anglo-american-ore-reserves-and-mineral-resources-report-2024.pdf,,,,,,1,Copper,48.17,El Soldado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440599909.1755139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440599909.1755139,extraction
,,-70.33799999999997,Cobre-Molibdeno-Renio,Renio,,Mina en producción,,Corporación Nacional del Cobre (CODELCO),,,,Machalí,,,,"Government, 100%",Cobre,El Teniente,10.0,Cachapoal,,,Active,,,,,,-34.091999999999985,,,,,Copper,,,,8773100.0,,Mine (active),8.0,,104.0,,,,Libertador General Bernardo O'Higgins,,,El Teniente,,,,Pórfido de Cu-Mo,,,,,,,Actualizado,,,92476800.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_03, MIN_04",Cobre-Molibdeno-Renio,Mioceno-Plioceno,,,,,104.0,Pórfidos,Molibdeno,,,,https://www.codelco.com/prontus_codelco/site/docs/20250329/20250329202724/codelco_memoria_anual_2024.pdf,,,,,,3,"Copper, Molybdenum, Rhenium",356.373,División El Teniente,4345.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3259661852.451846,204033897.52090394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3463695749.97275,extraction
,,-71.89999999999998,Cinc-Oro-Plata-Cobre,Plata,,Mina en producción,,Sociedad Contractual Minera El Toqui Ltda. ,,,,Coyhaique,,,,"Nyrstar NV, 100%",Cinc,El Toqui,4.0,Coyhaique,,,Active,,,,,,-45.01699999999994,,"Doña Rosa, Estatuas, Concordia",,,Zinc,,,,,,Mine (active),15.0,,105.0,,,,Aysén del General Carlos Ibáñez del Campo,,,El Toqui,,,,Skarn,,620953.6,,,12.24928,,Actualizado,,,19404.8,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_12, MIN_17, MIN_18",Cinc-Oro-Plata-Cobre,Jurásico-Cretácico,,,,,105.0,Skarn,Oro,,,,https://www.sernageomin.cl/planes-de-cierre/,,198.8992,,Cobre,,4,"Zinc, Gold, Silver, Copper",,,,19.404947752780078,559.9696966594662,,25899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486049.1765426758,507693.679371525,,71982759.476166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73976502.3320802,extraction
,,-69.92699999999996,Cobre-Molibdeno-Oro,Oro,,Prospecto/Proyecto,,,,,,Alto del Carmen,,,,,Cobre,Encierro,9.0,Huasco,,,Prospect/Project,,,,,,-29.063999999999965,,,,,Copper,,,,,,Prospect/Project,4.0,,106.0,,,,Atacama,,,Encierro,,,,Pórfido de Cu-Mo,,,,,114.906,,Actualizado,,,3394950.0,36561.0,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_03, MIN_04, MIN_17",Cobre-Molibdeno-Oro,Mioceno,,Renio,,,106.0,Pórfidos,Molibdeno,,,,https://www.aminerals.cl/docs/default-source/archivo/reportes/annual-report-2024.pdf?sfvrsn=3a957ff4_4,,,,,,3,"Copper, Molybdenum, Gold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction
,,-72.55416699999995,Oro-Cobre,,,Prospecto/Proyecto,,,,,,Hualaihué,,,,,Oro,Ensenada Necul,9.0,Palena,,,Prospect/Project,,,,,,-42.02027799999996,,,,,Gold,,,,,,Prospect/Project,14.0,,107.0,,,,Los Lagos,,,Ensenada Necul,,,,Mesotermal,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_17",Oro-Cobre,Mioceno,,,,,107.0,Mesotermal,Cobre,,,,,,,,,,2,"Gold, Copper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction
,,-69.96499999999997,Cobre-Molibdeno-Oro-Plata,Oro,,Prospecto/Proyecto,,,,,,San José de Maipo,,,,,Cobre,Escalones,10.0,Cordillera,,,Prospect/Project,,,,,,-34.12099999999998,,,,,Copper,,,,,,Prospect/Project,7.0,,108.0,,,,Metropolitana de Santiago,,,Escalones,,,,Pórfido de Cu-Mo,,,,,21.0285,,Actualizado,,,1724337.0,25818.79,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_03, MIN_04, MIN_17, MIN_18",Cobre-Molibdeno-Oro-Plata,Mioceno-Plioceno,,Renio,,,108.0,Pórfidos,Molibdeno,,,,https://portalgeo.sernageomin.cl/Sigex/ESCALONES_13_151/NI_43_101_2012_PB154907.pdf,,521.5068,,Plata,,4,"Copper, Molybdenum, Gold, Silver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction
,,-69.05799999999994,Cobre,,,Mina en producción,,Minera Escondida Ltda.,,,,Antofagasta,,,,"Minera Escondida Ltda., 100%",Cobre,Escondida,8.0,Antofagasta,,,Active,,,,,,-24.274999999999977,,,,,Copper,,,,35983200.0,,Mine (active),3.0,,109.0,,,,Antofagasta,,,Escondida,,,,Pórfido de Cu-Mo,,,,,,,Actualizado,,,100646500.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Eoceno-Oligoceno,,,,,109.0,Pórfidos,,,,,https://www.bhp.com/-/media/documents/investors/annual-reports/2024/240827_bhpannualreport2024.pdf,,,,,,1,Copper,1277.539311,Escondida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11685358197.939562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11685358197.939562,extraction
,,-69.23699999999997,Cobre-Oro,,,Prospecto/Proyecto,,,,,,Taltal,,,,,Cobre,Exploradora,8.0,Antofagasta,,,Prospect/Project,,,,,,-25.805999999999983,,,,,Copper,,,,,,Prospect/Project,3.0,,110.0,,,,Antofagasta,,,Exploradora,,,,Pórfido de Cu-Mo,,,,,20.0,,Histórico,,,500000.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_17",Cobre-Oro,Eoceno-Oligoceno,,,,,110.0,Pórfidos,Oro,,,,https://repositorio.sernageomin.cl/items/a8faf057-5764-4d2d-a6eb-5c9c152fbe50/full,,,,,,2,"Copper, Gold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction
,,-69.39999999999998,Plata-Oro,,,Mina Paralizada,,,,,,Sierra Gorda,,,,,Plata,Faride,7.0,Antofagasta,,,Idle,,,,,,-22.809999999999945,,,,,Silver,,,,,,Mine (idle),3.0,,111.0,,,,Antofagasta,,,Faride,,,,Epitermal de baja sulfuración,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_17, MIN_18",Plata-Oro,Paleoceno-Eoceno,,,,,111.0,Epitermales,Oro,,,,,,,,,,2,"Silver, Gold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction_idle
,,-69.20299999999997,Oro,,,Prospecto/Proyecto,,,,,,Copiapó,,,,,Oro,Fenix,9.0,Copiapó,,,Prospect/Project,,,,,,-27.010999999999967,,,,,Gold,,,,,,Prospect/Project,4.0,,112.0,,,,Atacama,,,Fenix,,,,Epitermal de baja sulfuración,,,,,177.86,,Actualizado,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_17,Oro,Mioceno,55.056,,,,112.0,Epitermales,,,,,https://www.fenixgold.cl/proyecto/geologia-recursos,,,,,,1,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extraction
,,-69.54999999999995,Nitrato-Yodo,,,Mina paralizada,,,,,,Sierra Gorda,,,,,Nitrato,Florencia,11.0,Antofagasta,,,Idle,,,,,,-23.41999999999996,,,,,Nitrate,,,,,,Mine (idle),3.0,,113.0,,,,Antofagasta,,,Florencia,,,,Campo de nitrato-yodo,,,,,,,Sin información,,,,,,,Sedimentario-Atmosférico,,Sernageomin_2025,"MIN_14, MIN_16",Nitrato-Yodo,Mioceno-Pleistoceno,,,,,113.0,Campo de nitrato-yodo,Yodo,,,,,,,,,,2,"Nitrate, Iodine",,,,,,,,,,,,636.4444444444445,63346.36363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48808606.222222224,79689725.45454545,,,,,,,,,,,,,,,,,,,,,,,128498331.67676768,extraction_idle
