FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM,EXPORT_VALUE,EXPORT_UNIT,DESTINATION_TOTAL,VALUE_USD
San Antonio,port,-33.59,-71.62,Turkey,country,41.01,28.98,port_to_country,gold_refined,Gold,,649506.86,$USD,1299013.72,649506.86
Antofagasta (ATI),port,-23.65,-70.4,Turkey,country,41.01,28.98,port_to_country,gold_refined,Gold,,389704.12,$USD,1299013.72,389704.12
Mejillones,port,-23.1,-70.45,Turkey,country,41.01,28.98,port_to_country,gold_refined,Gold,,259802.74,$USD,1299013.72,259802.74
San Antonio,port,-33.59,-71.62,Belgium,country,51.26,4.35,port_to_country,gold_refined,Gold,,378583.46,$USD,757166.91,378583.46
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,gold_refined,Gold,,227150.07,$USD,757166.91,227150.07
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,gold_refined,Gold,,151433.38,$USD,757166.91,151433.38
San Antonio,port,-33.59,-71.62,Peru,country,-12.05,-77.04,port_to_country,gold_refined,Gold,,21356.5,$USD,42713.0,21356.5
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,gold_refined,Gold,,12813.9,$USD,42713.0,12813.9
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,gold_refined,Gold,,8542.6,$USD,42713.0,8542.6
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,silver_refined,Silver,,99057686.77,$USD,247644216.94,99057686.77
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,silver_refined,Silver,,86675475.93,$USD,247644216.94,86675475.93
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,silver_refined,Silver,,61911054.23,$USD,247644216.94,61911054.23
San Antonio,port,-33.59,-71.62,Switzerland,country,47.38,8.54,port_to_country,silver_refined,Silver,,65154715.78,$USD,162886789.46,65154715.78
Antofagasta (ATI),port,-23.65,-70.4,Switzerland,country,47.38,8.54,port_to_country,silver_refined,Silver,,57010376.31,$USD,162886789.46,57010376.31
Mejillones,port,-23.1,-70.45,Switzerland,country,47.38,8.54,port_to_country,silver_refined,Silver,,40721697.37,$USD,162886789.46,40721697.37
San Antonio,port,-33.59,-71.62,Canada,country,49.28,-123.12,port_to_country,silver_refined,Silver,,26373587.52,$USD,65933968.8,26373587.52
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,silver_refined,Silver,,23076889.08,$USD,65933968.8,23076889.08
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,silver_refined,Silver,,16483492.2,$USD,65933968.8,16483492.2
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,silver_refined,Silver,,230275.6,$USD,575689.0,230275.6
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,silver_refined,Silver,,201491.15,$USD,575689.0,201491.15
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,silver_refined,Silver,,143922.25,$USD,575689.0,143922.25
San Antonio,port,-33.59,-71.62,United Kingdom,country,51.51,-0.13,port_to_country,silver_refined,Silver,,127365.75,$USD,318414.37,127365.75
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,silver_refined,Silver,,111445.03,$USD,318414.37,111445.03
Mejillones,port,-23.1,-70.45,United Kingdom,country,51.51,-0.13,port_to_country,silver_refined,Silver,,79603.59,$USD,318414.37,79603.59
San Antonio,port,-33.59,-71.62,Argentina,country,-34.6,-58.38,port_to_country,silver_refined,Silver,,19340.8,$USD,48352.01,19340.8
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,silver_refined,Silver,,16923.2,$USD,48352.01,16923.2
Mejillones,port,-23.1,-70.45,Argentina,country,-34.6,-58.38,port_to_country,silver_refined,Silver,,12088.0,$USD,48352.01,12088.0
San Antonio,port,-33.59,-71.62,UAE,country,25.2,55.27,port_to_country,silver_refined,Silver,,6235.19,$USD,15587.96,6235.19
Antofagasta (ATI),port,-23.65,-70.4,UAE,country,25.2,55.27,port_to_country,silver_refined,Silver,,5455.79,$USD,15587.96,5455.79
Mejillones,port,-23.1,-70.45,UAE,country,25.2,55.27,port_to_country,silver_refined,Silver,,3896.99,$USD,15587.96,3896.99
San Antonio,port,-33.59,-71.62,Turkey,country,41.01,28.98,port_to_country,silver_refined,Silver,,851.31,$USD,2128.28,851.31
Antofagasta (ATI),port,-23.65,-70.4,Turkey,country,41.01,28.98,port_to_country,silver_refined,Silver,,744.9,$USD,2128.28,744.9
Mejillones,port,-23.1,-70.45,Turkey,country,41.01,28.98,port_to_country,silver_refined,Silver,,532.07,$USD,2128.28,532.07
Caldera,port,-27.07,-70.82,China,country,31.23,121.47,port_to_country,iron_ore,Iron,,541143971.54,$USD,1127383274.04,541143971.54
Caldera,port,-27.07,-70.82,Bahrain,country,26.07,50.56,port_to_country,iron_ore,Iron,,106847182.81,$USD,222598297.52,106847182.81
Caldera,port,-27.07,-70.82,South Korea,country,37.57,126.98,port_to_country,iron_ore,Iron,,68951108.87,$USD,143648143.47,68951108.87
Caldera,port,-27.07,-70.82,Japan,country,35.68,139.69,port_to_country,iron_ore,Iron,,22587377.38,$USD,47057036.2,22587377.38
Caldera,port,-27.07,-70.82,USA,country,29.76,-95.37,port_to_country,iron_ore,Iron,,6597596.28,$USD,13744992.26,6597596.28
Caldera,port,-27.07,-70.82,Netherlands,country,51.92,4.48,port_to_country,iron_ore,Iron,,657.47,$USD,1369.72,657.47
Caldera,port,-27.07,-70.82,Sweden,country,57.71,11.97,port_to_country,iron_ore,Iron,,300.0,$USD,625.0,300.0
San Vicente,port,-36.73,-73.13,China,country,31.23,121.47,port_to_country,zinc_concentrate,Zinc,,39022183.83,$USD,65036973.05,39022183.83
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,zinc_concentrate,Zinc,,26014789.22,$USD,65036973.05,26014789.22
San Vicente,port,-36.73,-73.13,Japan,country,35.68,139.69,port_to_country,zinc_concentrate,Zinc,,754146.39,$USD,1256910.65,754146.39
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,zinc_concentrate,Zinc,,502764.26,$USD,1256910.65,502764.26
Patache,port,-20.8,-70.22,USA,country,29.76,-95.37,port_to_country,nitrate,Nitrate,,66635821.27,$USD,148079602.82,66635821.27
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,nitrate,Nitrate,,51827860.99,$USD,148079602.82,51827860.99
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,nitrate,Nitrate,,29615920.56,$USD,148079602.82,29615920.56
Patache,port,-20.8,-70.22,Netherlands,country,51.92,4.48,port_to_country,nitrate,Nitrate,,59099116.98,$USD,131331371.06,59099116.98
Iquique,port,-20.21,-70.15,Netherlands,country,51.92,4.48,port_to_country,nitrate,Nitrate,,45965979.87,$USD,131331371.06,45965979.87
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,nitrate,Nitrate,,26266274.21,$USD,131331371.06,26266274.21
Patache,port,-20.8,-70.22,Mexico,country,19.43,-99.13,port_to_country,nitrate,Nitrate,,47647634.99,$USD,105883633.32,47647634.99
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,nitrate,Nitrate,,37059271.66,$USD,105883633.32,37059271.66
Mejillones,port,-23.1,-70.45,Mexico,country,19.43,-99.13,port_to_country,nitrate,Nitrate,,21176726.66,$USD,105883633.32,21176726.66
Patache,port,-20.8,-70.22,Spain,country,36.72,-4.42,port_to_country,nitrate,Nitrate,,36662500.7,$USD,81472223.78,36662500.7
Iquique,port,-20.21,-70.15,Spain,country,36.72,-4.42,port_to_country,nitrate,Nitrate,,28515278.32,$USD,81472223.78,28515278.32
Mejillones,port,-23.1,-70.45,Spain,country,36.72,-4.42,port_to_country,nitrate,Nitrate,,16294444.76,$USD,81472223.78,16294444.76
Patache,port,-20.8,-70.22,Peru,country,-12.05,-77.04,port_to_country,nitrate,Nitrate,,36294316.07,$USD,80654035.71,36294316.07
Iquique,port,-20.21,-70.15,Peru,country,-12.05,-77.04,port_to_country,nitrate,Nitrate,,28228912.5,$USD,80654035.71,28228912.5
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,nitrate,Nitrate,,16130807.14,$USD,80654035.71,16130807.14
Patache,port,-20.8,-70.22,Brazil,country,-23.55,-46.63,port_to_country,nitrate,Nitrate,,18950243.04,$USD,42111651.2,18950243.04
Iquique,port,-20.21,-70.15,Brazil,country,-23.55,-46.63,port_to_country,nitrate,Nitrate,,14739077.92,$USD,42111651.2,14739077.92
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,nitrate,Nitrate,,8422330.24,$USD,42111651.2,8422330.24
Patache,port,-20.8,-70.22,South Africa,country,-33.92,18.42,port_to_country,nitrate,Nitrate,,10763991.53,$USD,23919981.17,10763991.53
Iquique,port,-20.21,-70.15,South Africa,country,-33.92,18.42,port_to_country,nitrate,Nitrate,,8371993.41,$USD,23919981.17,8371993.41
Mejillones,port,-23.1,-70.45,South Africa,country,-33.92,18.42,port_to_country,nitrate,Nitrate,,4783996.23,$USD,23919981.17,4783996.23
Patache,port,-20.8,-70.22,Argentina,country,-34.6,-58.38,port_to_country,nitrate,Nitrate,,8180448.27,$USD,18178773.94,8180448.27
Iquique,port,-20.21,-70.15,Argentina,country,-34.6,-58.38,port_to_country,nitrate,Nitrate,,6362570.88,$USD,18178773.94,6362570.88
Mejillones,port,-23.1,-70.45,Argentina,country,-34.6,-58.38,port_to_country,nitrate,Nitrate,,3635754.79,$USD,18178773.94,3635754.79
Patache,port,-20.8,-70.22,Ecuador,country,-0.18,-78.47,port_to_country,nitrate,Nitrate,,7443048.63,$USD,16540108.06,7443048.63
Iquique,port,-20.21,-70.15,Ecuador,country,-0.18,-78.47,port_to_country,nitrate,Nitrate,,5789037.82,$USD,16540108.06,5789037.82
Mejillones,port,-23.1,-70.45,Ecuador,country,-0.18,-78.47,port_to_country,nitrate,Nitrate,,3308021.61,$USD,16540108.06,3308021.61
Patache,port,-20.8,-70.22,Japan,country,35.68,139.69,port_to_country,nitrate,Nitrate,,6190189.86,$USD,13755977.47,6190189.86
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,nitrate,Nitrate,,4814592.11,$USD,13755977.47,4814592.11
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,nitrate,Nitrate,,2751195.49,$USD,13755977.47,2751195.49
Patache,port,-20.8,-70.22,Bolivia,country,-16.5,-68.15,port_to_country,nitrate,Nitrate,,6149687.31,$USD,13665971.81,6149687.31
Iquique,port,-20.21,-70.15,Bolivia,country,-16.5,-68.15,port_to_country,nitrate,Nitrate,,4783090.13,$USD,13665971.81,4783090.13
Mejillones,port,-23.1,-70.45,Bolivia,country,-16.5,-68.15,port_to_country,nitrate,Nitrate,,2733194.36,$USD,13665971.81,2733194.36
Patache,port,-20.8,-70.22,Indonesia,country,-6.21,106.85,port_to_country,nitrate,Nitrate,,3824088.55,$USD,8497974.55,3824088.55
Iquique,port,-20.21,-70.15,Indonesia,country,-6.21,106.85,port_to_country,nitrate,Nitrate,,2974291.09,$USD,8497974.55,2974291.09
Mejillones,port,-23.1,-70.45,Indonesia,country,-6.21,106.85,port_to_country,nitrate,Nitrate,,1699594.91,$USD,8497974.55,1699594.91
Patache,port,-20.8,-70.22,Italy,country,45.46,9.19,port_to_country,nitrate,Nitrate,,2875570.37,$USD,6390156.38,2875570.37
Iquique,port,-20.21,-70.15,Italy,country,45.46,9.19,port_to_country,nitrate,Nitrate,,2236554.73,$USD,6390156.38,2236554.73
Mejillones,port,-23.1,-70.45,Italy,country,45.46,9.19,port_to_country,nitrate,Nitrate,,1278031.28,$USD,6390156.38,1278031.28
Patache,port,-20.8,-70.22,South Korea,country,37.57,126.98,port_to_country,nitrate,Nitrate,,2372797.34,$USD,5272882.97,2372797.34
Iquique,port,-20.21,-70.15,South Korea,country,37.57,126.98,port_to_country,nitrate,Nitrate,,1845509.04,$USD,5272882.97,1845509.04
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,nitrate,Nitrate,,1054576.59,$USD,5272882.97,1054576.59
Patache,port,-20.8,-70.22,Dominican Rep.,country,18.49,-69.88,port_to_country,nitrate,Nitrate,,1918547.3,$USD,4263438.45,1918547.3
Iquique,port,-20.21,-70.15,Dominican Rep.,country,18.49,-69.88,port_to_country,nitrate,Nitrate,,1492203.46,$USD,4263438.45,1492203.46
Mejillones,port,-23.1,-70.45,Dominican Rep.,country,18.49,-69.88,port_to_country,nitrate,Nitrate,,852687.69,$USD,4263438.45,852687.69
Patache,port,-20.8,-70.22,Costa Rica,country,9.93,-84.09,port_to_country,nitrate,Nitrate,,1323150.53,$USD,2940334.5,1323150.53
Iquique,port,-20.21,-70.15,Costa Rica,country,9.93,-84.09,port_to_country,nitrate,Nitrate,,1029117.07,$USD,2940334.5,1029117.07
Mejillones,port,-23.1,-70.45,Costa Rica,country,9.93,-84.09,port_to_country,nitrate,Nitrate,,588066.9,$USD,2940334.5,588066.9
Patache,port,-20.8,-70.22,Colombia,country,4.71,-74.07,port_to_country,nitrate,Nitrate,,1320933.1,$USD,2935406.9,1320933.1
Iquique,port,-20.21,-70.15,Colombia,country,4.71,-74.07,port_to_country,nitrate,Nitrate,,1027392.41,$USD,2935406.9,1027392.41
Mejillones,port,-23.1,-70.45,Colombia,country,4.71,-74.07,port_to_country,nitrate,Nitrate,,587081.38,$USD,2935406.9,587081.38
Patache,port,-20.8,-70.22,Guatemala,country,14.63,-90.51,port_to_country,nitrate,Nitrate,,1201171.85,$USD,2669270.78,1201171.85
Iquique,port,-20.21,-70.15,Guatemala,country,14.63,-90.51,port_to_country,nitrate,Nitrate,,934244.77,$USD,2669270.78,934244.77
Mejillones,port,-23.1,-70.45,Guatemala,country,14.63,-90.51,port_to_country,nitrate,Nitrate,,533854.16,$USD,2669270.78,533854.16
Patache,port,-20.8,-70.22,Thailand,country,13.76,100.5,port_to_country,nitrate,Nitrate,,1193596.68,$USD,2652437.06,1193596.68
Iquique,port,-20.21,-70.15,Thailand,country,13.76,100.5,port_to_country,nitrate,Nitrate,,928352.97,$USD,2652437.06,928352.97
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,nitrate,Nitrate,,530487.41,$USD,2652437.06,530487.41
Patache,port,-20.8,-70.22,Belgium,country,51.26,4.35,port_to_country,nitrate,Nitrate,,992090.72,$USD,2204646.04,992090.72
Iquique,port,-20.21,-70.15,Belgium,country,51.26,4.35,port_to_country,nitrate,Nitrate,,771626.11,$USD,2204646.04,771626.11
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,nitrate,Nitrate,,440929.21,$USD,2204646.04,440929.21
Patache,port,-20.8,-70.22,Honduras,country,14.07,-87.19,port_to_country,nitrate,Nitrate,,754604.15,$USD,1676898.12,754604.15
Iquique,port,-20.21,-70.15,Honduras,country,14.07,-87.19,port_to_country,nitrate,Nitrate,,586914.34,$USD,1676898.12,586914.34
Mejillones,port,-23.1,-70.45,Honduras,country,14.07,-87.19,port_to_country,nitrate,Nitrate,,335379.62,$USD,1676898.12,335379.62
Patache,port,-20.8,-70.22,Nicaragua,country,12.11,-86.27,port_to_country,nitrate,Nitrate,,691749.83,$USD,1537221.85,691749.83
Iquique,port,-20.21,-70.15,Nicaragua,country,12.11,-86.27,port_to_country,nitrate,Nitrate,,538027.65,$USD,1537221.85,538027.65
Mejillones,port,-23.1,-70.45,Nicaragua,country,12.11,-86.27,port_to_country,nitrate,Nitrate,,307444.37,$USD,1537221.85,307444.37
Patache,port,-20.8,-70.22,India,country,19.08,72.88,port_to_country,nitrate,Nitrate,,380140.62,$USD,844756.94,380140.62
Iquique,port,-20.21,-70.15,India,country,19.08,72.88,port_to_country,nitrate,Nitrate,,295664.93,$USD,844756.94,295664.93
Mejillones,port,-23.1,-70.45,India,country,19.08,72.88,port_to_country,nitrate,Nitrate,,168951.39,$USD,844756.94,168951.39
Patache,port,-20.8,-70.22,Morocco,country,33.97,-6.85,port_to_country,nitrate,Nitrate,,205667.73,$USD,457039.4,205667.73
Iquique,port,-20.21,-70.15,Morocco,country,33.97,-6.85,port_to_country,nitrate,Nitrate,,159963.79,$USD,457039.4,159963.79
Mejillones,port,-23.1,-70.45,Morocco,country,33.97,-6.85,port_to_country,nitrate,Nitrate,,91407.88,$USD,457039.4,91407.88
Patache,port,-20.8,-70.22,Turkey,country,41.01,28.98,port_to_country,nitrate,Nitrate,,197297.78,$USD,438439.52,197297.78
Iquique,port,-20.21,-70.15,Turkey,country,41.01,28.98,port_to_country,nitrate,Nitrate,,153453.83,$USD,438439.52,153453.83
Mejillones,port,-23.1,-70.45,Turkey,country,41.01,28.98,port_to_country,nitrate,Nitrate,,87687.9,$USD,438439.52,87687.9
Patache,port,-20.8,-70.22,Poland,country,52.23,21.01,port_to_country,nitrate,Nitrate,,195486.92,$USD,434415.38,195486.92
Iquique,port,-20.21,-70.15,Poland,country,52.23,21.01,port_to_country,nitrate,Nitrate,,152045.38,$USD,434415.38,152045.38
Mejillones,port,-23.1,-70.45,Poland,country,52.23,21.01,port_to_country,nitrate,Nitrate,,86883.08,$USD,434415.38,86883.08
Patache,port,-20.8,-70.22,Jamaica,country,18.0,-76.79,port_to_country,nitrate,Nitrate,,163360.88,$USD,363024.18,163360.88
Iquique,port,-20.21,-70.15,Jamaica,country,18.0,-76.79,port_to_country,nitrate,Nitrate,,127058.46,$USD,363024.18,127058.46
Mejillones,port,-23.1,-70.45,Jamaica,country,18.0,-76.79,port_to_country,nitrate,Nitrate,,72604.84,$USD,363024.18,72604.84
Patache,port,-20.8,-70.22,Algeria,country,36.75,3.04,port_to_country,nitrate,Nitrate,,84002.97,$USD,186673.26,84002.97
Iquique,port,-20.21,-70.15,Algeria,country,36.75,3.04,port_to_country,nitrate,Nitrate,,65335.64,$USD,186673.26,65335.64
Mejillones,port,-23.1,-70.45,Algeria,country,36.75,3.04,port_to_country,nitrate,Nitrate,,37334.65,$USD,186673.26,37334.65
Patache,port,-20.8,-70.22,Mozambique,country,-25.97,32.57,port_to_country,nitrate,Nitrate,,83752.9,$USD,186117.56,83752.9
Iquique,port,-20.21,-70.15,Mozambique,country,-25.97,32.57,port_to_country,nitrate,Nitrate,,65141.15,$USD,186117.56,65141.15
Mejillones,port,-23.1,-70.45,Mozambique,country,-25.97,32.57,port_to_country,nitrate,Nitrate,,37223.51,$USD,186117.56,37223.51
Patache,port,-20.8,-70.22,Australia,country,-33.87,151.21,port_to_country,nitrate,Nitrate,,71211.15,$USD,158247.01,71211.15
Iquique,port,-20.21,-70.15,Australia,country,-33.87,151.21,port_to_country,nitrate,Nitrate,,55386.45,$USD,158247.01,55386.45
Mejillones,port,-23.1,-70.45,Australia,country,-33.87,151.21,port_to_country,nitrate,Nitrate,,31649.4,$USD,158247.01,31649.4
Patache,port,-20.8,-70.22,Panama,country,8.98,-79.52,port_to_country,nitrate,Nitrate,,64528.05,$USD,143395.67,64528.05
Iquique,port,-20.21,-70.15,Panama,country,8.98,-79.52,port_to_country,nitrate,Nitrate,,50188.48,$USD,143395.67,50188.48
Mejillones,port,-23.1,-70.45,Panama,country,8.98,-79.52,port_to_country,nitrate,Nitrate,,28679.13,$USD,143395.67,28679.13
Patache,port,-20.8,-70.22,Hungary,country,47.5,19.04,port_to_country,nitrate,Nitrate,,61288.64,$USD,136196.98,61288.64
Iquique,port,-20.21,-70.15,Hungary,country,47.5,19.04,port_to_country,nitrate,Nitrate,,47668.94,$USD,136196.98,47668.94
Mejillones,port,-23.1,-70.45,Hungary,country,47.5,19.04,port_to_country,nitrate,Nitrate,,27239.4,$USD,136196.98,27239.4
Patache,port,-20.8,-70.22,France,country,48.86,2.35,port_to_country,nitrate,Nitrate,,50418.8,$USD,112041.77,50418.8
Iquique,port,-20.21,-70.15,France,country,48.86,2.35,port_to_country,nitrate,Nitrate,,39214.62,$USD,112041.77,39214.62
Mejillones,port,-23.1,-70.45,France,country,48.86,2.35,port_to_country,nitrate,Nitrate,,22408.35,$USD,112041.77,22408.35
Patache,port,-20.8,-70.22,Uruguay,country,-34.88,-56.16,port_to_country,nitrate,Nitrate,,50108.53,$USD,111352.28,50108.53
Iquique,port,-20.21,-70.15,Uruguay,country,-34.88,-56.16,port_to_country,nitrate,Nitrate,,38973.3,$USD,111352.28,38973.3
Mejillones,port,-23.1,-70.45,Uruguay,country,-34.88,-56.16,port_to_country,nitrate,Nitrate,,22270.46,$USD,111352.28,22270.46
Patache,port,-20.8,-70.22,Greece,country,37.98,23.73,port_to_country,nitrate,Nitrate,,49352.01,$USD,109671.13,49352.01
Iquique,port,-20.21,-70.15,Greece,country,37.98,23.73,port_to_country,nitrate,Nitrate,,38384.9,$USD,109671.13,38384.9
Mejillones,port,-23.1,-70.45,Greece,country,37.98,23.73,port_to_country,nitrate,Nitrate,,21934.23,$USD,109671.13,21934.23
Patache,port,-20.8,-70.22,Cambodia,country,11.56,104.92,port_to_country,nitrate,Nitrate,,40867.51,$USD,90816.7,40867.51
Iquique,port,-20.21,-70.15,Cambodia,country,11.56,104.92,port_to_country,nitrate,Nitrate,,31785.84,$USD,90816.7,31785.84
Mejillones,port,-23.1,-70.45,Cambodia,country,11.56,104.92,port_to_country,nitrate,Nitrate,,18163.34,$USD,90816.7,18163.34
Patache,port,-20.8,-70.22,Paraguay,country,-25.26,-57.58,port_to_country,nitrate,Nitrate,,39943.47,$USD,88763.26,39943.47
Iquique,port,-20.21,-70.15,Paraguay,country,-25.26,-57.58,port_to_country,nitrate,Nitrate,,31067.14,$USD,88763.26,31067.14
Mejillones,port,-23.1,-70.45,Paraguay,country,-25.26,-57.58,port_to_country,nitrate,Nitrate,,17752.65,$USD,88763.26,17752.65
Patache,port,-20.8,-70.22,Ghana,country,5.6,-0.19,port_to_country,nitrate,Nitrate,,36876.2,$USD,81947.11,36876.2
Iquique,port,-20.21,-70.15,Ghana,country,5.6,-0.19,port_to_country,nitrate,Nitrate,,28681.49,$USD,81947.11,28681.49
Mejillones,port,-23.1,-70.45,Ghana,country,5.6,-0.19,port_to_country,nitrate,Nitrate,,16389.42,$USD,81947.11,16389.42
Patache,port,-20.8,-70.22,Lebanon,country,33.89,35.5,port_to_country,nitrate,Nitrate,,34984.61,$USD,77743.58,34984.61
Iquique,port,-20.21,-70.15,Lebanon,country,33.89,35.5,port_to_country,nitrate,Nitrate,,27210.25,$USD,77743.58,27210.25
Mejillones,port,-23.1,-70.45,Lebanon,country,33.89,35.5,port_to_country,nitrate,Nitrate,,15548.72,$USD,77743.58,15548.72
Patache,port,-20.8,-70.22,Germany,country,53.55,9.99,port_to_country,nitrate,Nitrate,,31215.55,$USD,69367.9,31215.55
Iquique,port,-20.21,-70.15,Germany,country,53.55,9.99,port_to_country,nitrate,Nitrate,,24278.76,$USD,69367.9,24278.76
Mejillones,port,-23.1,-70.45,Germany,country,53.55,9.99,port_to_country,nitrate,Nitrate,,13873.58,$USD,69367.9,13873.58
Patache,port,-20.8,-70.22,Vietnam,country,10.82,106.63,port_to_country,nitrate,Nitrate,,22564.31,$USD,50142.92,22564.31
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,nitrate,Nitrate,,17550.02,$USD,50142.92,17550.02
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,nitrate,Nitrate,,10028.58,$USD,50142.92,10028.58
Patache,port,-20.8,-70.22,El Salvador,country,13.69,-89.19,port_to_country,nitrate,Nitrate,,19397.46,$USD,43105.47,19397.46
Iquique,port,-20.21,-70.15,El Salvador,country,13.69,-89.19,port_to_country,nitrate,Nitrate,,15086.91,$USD,43105.47,15086.91
Mejillones,port,-23.1,-70.45,El Salvador,country,13.69,-89.19,port_to_country,nitrate,Nitrate,,8621.09,$USD,43105.47,8621.09
Patache,port,-20.8,-70.22,Kuwait,country,29.38,47.99,port_to_country,nitrate,Nitrate,,19368.02,$USD,43040.05,19368.02
Iquique,port,-20.21,-70.15,Kuwait,country,29.38,47.99,port_to_country,nitrate,Nitrate,,15064.02,$USD,43040.05,15064.02
Mejillones,port,-23.1,-70.45,Kuwait,country,29.38,47.99,port_to_country,nitrate,Nitrate,,8608.01,$USD,43040.05,8608.01
Patache,port,-20.8,-70.22,Bangladesh,country,23.81,90.41,port_to_country,nitrate,Nitrate,,19330.2,$USD,42956.0,19330.2
Iquique,port,-20.21,-70.15,Bangladesh,country,23.81,90.41,port_to_country,nitrate,Nitrate,,15034.6,$USD,42956.0,15034.6
Mejillones,port,-23.1,-70.45,Bangladesh,country,23.81,90.41,port_to_country,nitrate,Nitrate,,8591.2,$USD,42956.0,8591.2
Patache,port,-20.8,-70.22,Philippines,country,14.6,120.98,port_to_country,nitrate,Nitrate,,16413.21,$USD,36473.8,16413.21
Iquique,port,-20.21,-70.15,Philippines,country,14.6,120.98,port_to_country,nitrate,Nitrate,,12765.83,$USD,36473.8,12765.83
Mejillones,port,-23.1,-70.45,Philippines,country,14.6,120.98,port_to_country,nitrate,Nitrate,,7294.76,$USD,36473.8,7294.76
Patache,port,-20.8,-70.22,New Zealand,country,-36.85,174.76,port_to_country,nitrate,Nitrate,,14731.9,$USD,32737.56,14731.9
Iquique,port,-20.21,-70.15,New Zealand,country,-36.85,174.76,port_to_country,nitrate,Nitrate,,11458.15,$USD,32737.56,11458.15
Mejillones,port,-23.1,-70.45,New Zealand,country,-36.85,174.76,port_to_country,nitrate,Nitrate,,6547.51,$USD,32737.56,6547.51
Patache,port,-20.8,-70.22,UAE,country,25.2,55.27,port_to_country,nitrate,Nitrate,,9102.6,$USD,20228.0,9102.6
Iquique,port,-20.21,-70.15,UAE,country,25.2,55.27,port_to_country,nitrate,Nitrate,,7079.8,$USD,20228.0,7079.8
Mejillones,port,-23.1,-70.45,UAE,country,25.2,55.27,port_to_country,nitrate,Nitrate,,4045.6,$USD,20228.0,4045.6
Patache,port,-20.8,-70.22,Denmark,country,55.68,12.57,port_to_country,nitrate,Nitrate,,8958.6,$USD,19908.0,8958.6
Iquique,port,-20.21,-70.15,Denmark,country,55.68,12.57,port_to_country,nitrate,Nitrate,,6967.8,$USD,19908.0,6967.8
Mejillones,port,-23.1,-70.45,Denmark,country,55.68,12.57,port_to_country,nitrate,Nitrate,,3981.6,$USD,19908.0,3981.6
Patache,port,-20.8,-70.22,United Kingdom,country,51.51,-0.13,port_to_country,nitrate,Nitrate,,8897.4,$USD,19772.0,8897.4
Iquique,port,-20.21,-70.15,United Kingdom,country,51.51,-0.13,port_to_country,nitrate,Nitrate,,6920.2,$USD,19772.0,6920.2
Mejillones,port,-23.1,-70.45,United Kingdom,country,51.51,-0.13,port_to_country,nitrate,Nitrate,,3954.4,$USD,19772.0,3954.4
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,borate,Boron,,30041423.52,$USD,42916319.31,30041423.52
Iquique,port,-20.21,-70.15,Brazil,country,-23.55,-46.63,port_to_country,borate,Boron,,12874895.79,$USD,42916319.31,12874895.79
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,borate,Boron,,25879570.5,$USD,36970815.0,25879570.5
