FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM,EXPORT_VALUE,EXPORT_UNIT,DESTINATION_TOTAL,VALUE_USD
Iquique,port,-20.21,-70.15,France,country,48.86,2.35,port_to_country,cathode,Copper,,13.43,kMT,89.52,122841120.61920598
San Antonio,port,-33.59,-71.62,France,country,48.86,2.35,port_to_country,cathode,Copper,,8.95,kMT,89.52,81863591.17958999
Ventanas,port,-32.74,-71.49,France,country,48.86,2.35,port_to_country,cathode,Copper,,8.95,kMT,89.52,81863591.17958999
Barquito,port,-27.07,-70.84,France,country,48.86,2.35,port_to_country,cathode,Copper,,4.48,kMT,89.52,40977529.439615995
Coquimbo,port,-29.96,-71.35,France,country,48.86,2.35,port_to_country,cathode,Copper,,4.48,kMT,89.52,40977529.439615995
Angamos,port,-23.1,-70.42,Greece,country,37.98,23.73,port_to_country,cathode,Copper,,0.31,kMT,1.23,2835498.6889019995
Mejillones,port,-23.1,-70.45,Greece,country,37.98,23.73,port_to_country,cathode,Copper,,0.19,kMT,1.23,1737886.2931979997
Antofagasta (ATI),port,-23.65,-70.4,Greece,country,37.98,23.73,port_to_country,cathode,Copper,,0.19,kMT,1.23,1737886.2931979997
Iquique,port,-20.21,-70.15,Greece,country,37.98,23.73,port_to_country,cathode,Copper,,0.19,kMT,1.23,1737886.2931979997
San Antonio,port,-33.59,-71.62,Greece,country,37.98,23.73,port_to_country,cathode,Copper,,0.12,kMT,1.23,1097612.3957039998
Ventanas,port,-32.74,-71.49,Greece,country,37.98,23.73,port_to_country,cathode,Copper,,0.12,kMT,1.23,1097612.3957039998
Barquito,port,-27.07,-70.84,Greece,country,37.98,23.73,port_to_country,cathode,Copper,,0.06,kMT,1.23,548806.1978519999
Coquimbo,port,-29.96,-71.35,Greece,country,37.98,23.73,port_to_country,cathode,Copper,,0.06,kMT,1.23,548806.1978519999
Angamos,port,-23.1,-70.42,Italy,country,45.46,9.19,port_to_country,cathode,Copper,,11.78,kMT,47.14,107748950.17827599
Mejillones,port,-23.1,-70.45,Italy,country,45.46,9.19,port_to_country,cathode,Copper,,7.07,kMT,47.14,64667663.64689399
Antofagasta (ATI),port,-23.65,-70.4,Italy,country,45.46,9.19,port_to_country,cathode,Copper,,7.07,kMT,47.14,64667663.64689399
Iquique,port,-20.21,-70.15,Italy,country,45.46,9.19,port_to_country,cathode,Copper,,7.07,kMT,47.14,64667663.64689399
San Antonio,port,-33.59,-71.62,Italy,country,45.46,9.19,port_to_country,cathode,Copper,,4.71,kMT,47.14,43081286.531381994
Ventanas,port,-32.74,-71.49,Italy,country,45.46,9.19,port_to_country,cathode,Copper,,4.71,kMT,47.14,43081286.531381994
Barquito,port,-27.07,-70.84,Italy,country,45.46,9.19,port_to_country,cathode,Copper,,2.36,kMT,47.14,21586377.115512
Coquimbo,port,-29.96,-71.35,Italy,country,45.46,9.19,port_to_country,cathode,Copper,,2.36,kMT,47.14,21586377.115512
Angamos,port,-23.1,-70.42,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,10.09,kMT,40.38,92290908.93877798
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,6.06,kMT,40.38,55429425.98305199
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,6.06,kMT,40.38,55429425.98305199
Iquique,port,-20.21,-70.15,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,6.06,kMT,40.38,55429425.98305199
San Antonio,port,-33.59,-71.62,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,4.04,kMT,40.38,36952950.65536799
Ventanas,port,-32.74,-71.49,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,4.04,kMT,40.38,36952950.65536799
Barquito,port,-27.07,-70.84,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,2.02,kMT,40.38,18476475.327683996
Coquimbo,port,-29.96,-71.35,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,2.02,kMT,40.38,18476475.327683996
Angamos,port,-23.1,-70.42,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.02,kMT,0.08,182935.39928399998
Mejillones,port,-23.1,-70.45,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.01,kMT,0.08,91467.69964199999
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.01,kMT,0.08,91467.69964199999
Iquique,port,-20.21,-70.15,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.01,kMT,0.08,91467.69964199999
San Antonio,port,-33.59,-71.62,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.01,kMT,0.08,91467.69964199999
Ventanas,port,-32.74,-71.49,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.01,kMT,0.08,91467.69964199999
Barquito,port,-27.07,-70.84,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.0,kMT,0.08,0.0
Coquimbo,port,-29.96,-71.35,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.0,kMT,0.08,0.0
Angamos,port,-23.1,-70.42,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,7.05,kMT,28.21,64484728.247609995
Mejillones,port,-23.1,-70.45,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,4.23,kMT,28.21,38690836.948566
Antofagasta (ATI),port,-23.65,-70.4,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,4.23,kMT,28.21,38690836.948566
Iquique,port,-20.21,-70.15,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,4.23,kMT,28.21,38690836.948566
San Antonio,port,-33.59,-71.62,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,2.82,kMT,28.21,25793891.299043998
Ventanas,port,-32.74,-71.49,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,2.82,kMT,28.21,25793891.299043998
Barquito,port,-27.07,-70.84,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,1.41,kMT,28.21,12896945.649521999
Coquimbo,port,-29.96,-71.35,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,1.41,kMT,28.21,12896945.649521999
Angamos,port,-23.1,-70.42,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.13,kMT,0.52,1189080.0953459998
Mejillones,port,-23.1,-70.45,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.08,kMT,0.52,731741.5971359999
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.08,kMT,0.52,731741.5971359999
Iquique,port,-20.21,-70.15,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.08,kMT,0.52,731741.5971359999
San Antonio,port,-33.59,-71.62,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.05,kMT,0.52,457338.49820999993
Ventanas,port,-32.74,-71.49,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.05,kMT,0.52,457338.49820999993
Barquito,port,-27.07,-70.84,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.03,kMT,0.52,274403.09892599995
Coquimbo,port,-29.96,-71.35,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.03,kMT,0.52,274403.09892599995
Angamos,port,-23.1,-70.42,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,56.51,kMT,226.04,516883970.67694193
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,33.91,kMT,226.04,310166969.48602194
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,33.91,kMT,226.04,310166969.48602194
Iquique,port,-20.21,-70.15,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,33.91,kMT,226.04,310166969.48602194
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,22.6,kMT,226.04,206717001.19091997
Ventanas,port,-32.74,-71.49,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,22.6,kMT,226.04,206717001.19091997
Barquito,port,-27.07,-70.84,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,11.3,kMT,226.04,103358500.59545998
Coquimbo,port,-29.96,-71.35,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,11.3,kMT,226.04,103358500.59545998
Angamos,port,-23.1,-70.42,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.28,kMT,1.12,2561095.5899759997
Mejillones,port,-23.1,-70.45,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.17,kMT,1.12,1554950.893914
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.17,kMT,1.12,1554950.893914
Iquique,port,-20.21,-70.15,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.17,kMT,1.12,1554950.893914
San Antonio,port,-33.59,-71.62,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.11,kMT,1.12,1006144.6960619999
Ventanas,port,-32.74,-71.49,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.11,kMT,1.12,1006144.6960619999
Barquito,port,-27.07,-70.84,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.06,kMT,1.12,548806.1978519999
Coquimbo,port,-29.96,-71.35,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.06,kMT,1.12,548806.1978519999
Angamos,port,-23.1,-70.42,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,151.57,kMT,606.29,1386375923.4737937
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,90.94,kMT,606.29,831807260.5443479
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,90.94,kMT,606.29,831807260.5443479
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,90.94,kMT,606.29,831807260.5443479
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,60.63,kMT,606.29,554568662.929446
Ventanas,port,-32.74,-71.49,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,60.63,kMT,606.29,554568662.929446
Barquito,port,-27.07,-70.84,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,30.31,kMT,606.29,277238597.61490196
Coquimbo,port,-29.96,-71.35,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,30.31,kMT,606.29,277238597.61490196
Angamos,port,-23.1,-70.42,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,2.93,kMT,11.73,26800035.995105997
Mejillones,port,-23.1,-70.45,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,1.76,kMT,11.73,16098315.136991998
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,1.76,kMT,11.73,16098315.136991998
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,1.76,kMT,11.73,16098315.136991998
San Antonio,port,-33.59,-71.62,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,1.17,kMT,11.73,10701720.858113999
Ventanas,port,-32.74,-71.49,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,1.17,kMT,11.73,10701720.858113999
Barquito,port,-27.07,-70.84,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,0.59,kMT,11.73,5396594.278878
Coquimbo,port,-29.96,-71.35,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,0.59,kMT,11.73,5396594.278878
Angamos,port,-23.1,-70.42,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.17,kMT,0.68,1554950.893914
Mejillones,port,-23.1,-70.45,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.1,kMT,0.68,914676.9964199999
Antofagasta (ATI),port,-23.65,-70.4,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.1,kMT,0.68,914676.9964199999
Iquique,port,-20.21,-70.15,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.1,kMT,0.68,914676.9964199999
San Antonio,port,-33.59,-71.62,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.07,kMT,0.68,640273.8974939999
Ventanas,port,-32.74,-71.49,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.07,kMT,0.68,640273.8974939999
Barquito,port,-27.07,-70.84,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.03,kMT,0.68,274403.09892599995
Coquimbo,port,-29.96,-71.35,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.03,kMT,0.68,274403.09892599995
Angamos,port,-23.1,-70.42,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.49,kMT,1.96,4481917.282458
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.29,kMT,1.96,2652563.2896179995
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.29,kMT,1.96,2652563.2896179995
Iquique,port,-20.21,-70.15,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.29,kMT,1.96,2652563.2896179995
San Antonio,port,-33.59,-71.62,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.2,kMT,1.96,1829353.9928399997
Ventanas,port,-32.74,-71.49,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.2,kMT,1.96,1829353.9928399997
Barquito,port,-27.07,-70.84,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.1,kMT,1.96,914676.9964199999
Coquimbo,port,-29.96,-71.35,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.1,kMT,1.96,914676.9964199999
Angamos,port,-23.1,-70.42,China,country,31.23,121.47,port_to_country,cathode,Copper,,135.21,kMT,540.82,1236734766.8594818
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,cathode,Copper,,81.12,kMT,540.82,741985979.4959038
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,cathode,Copper,,81.12,kMT,540.82,741985979.4959038
Iquique,port,-20.21,-70.15,China,country,31.23,121.47,port_to_country,cathode,Copper,,81.12,kMT,540.82,741985979.4959038
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,cathode,Copper,,54.08,kMT,540.82,494657319.66393596
Ventanas,port,-32.74,-71.49,China,country,31.23,121.47,port_to_country,cathode,Copper,,54.08,kMT,540.82,494657319.66393596
Barquito,port,-27.07,-70.84,China,country,31.23,121.47,port_to_country,cathode,Copper,,27.04,kMT,540.82,247328659.83196798
Coquimbo,port,-29.96,-71.35,China,country,31.23,121.47,port_to_country,cathode,Copper,,27.04,kMT,540.82,247328659.83196798
Angamos,port,-23.1,-70.42,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,32.25,kMT,128.98,294983331.34545
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,19.35,kMT,128.98,176989998.80727
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,19.35,kMT,128.98,176989998.80727
Iquique,port,-20.21,-70.15,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,19.35,kMT,128.98,176989998.80727
San Antonio,port,-33.59,-71.62,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,12.9,kMT,128.98,117993332.53817998
Ventanas,port,-32.74,-71.49,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,12.9,kMT,128.98,117993332.53817998
Barquito,port,-27.07,-70.84,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,6.45,kMT,128.98,58996666.26908999
Coquimbo,port,-29.96,-71.35,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,6.45,kMT,128.98,58996666.26908999
Angamos,port,-23.1,-70.42,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.02,kMT,0.06,182935.39928399998
Mejillones,port,-23.1,-70.45,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.01,kMT,0.06,91467.69964199999
Antofagasta (ATI),port,-23.65,-70.4,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.01,kMT,0.06,91467.69964199999
Iquique,port,-20.21,-70.15,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.01,kMT,0.06,91467.69964199999
San Antonio,port,-33.59,-71.62,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.01,kMT,0.06,91467.69964199999
Ventanas,port,-32.74,-71.49,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.01,kMT,0.06,91467.69964199999
Barquito,port,-27.07,-70.84,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.0,kMT,0.06,0.0
Coquimbo,port,-29.96,-71.35,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.0,kMT,0.06,0.0
Angamos,port,-23.1,-70.42,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.81,kMT,3.26,7408883.671001999
Mejillones,port,-23.1,-70.45,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.49,kMT,3.26,4481917.282458
Antofagasta (ATI),port,-23.65,-70.4,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.49,kMT,3.26,4481917.282458
Iquique,port,-20.21,-70.15,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.49,kMT,3.26,4481917.282458
San Antonio,port,-33.59,-71.62,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.33,kMT,3.26,3018434.0881859995
Ventanas,port,-32.74,-71.49,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.33,kMT,3.26,3018434.0881859995
Barquito,port,-27.07,-70.84,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.16,kMT,3.26,1463483.1942719999
Coquimbo,port,-29.96,-71.35,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.16,kMT,3.26,1463483.1942719999
Angamos,port,-23.1,-70.42,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.25,kMT,1.0,2286692.49105
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.15,kMT,1.0,1372015.4946299999
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.15,kMT,1.0,1372015.4946299999
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.15,kMT,1.0,1372015.4946299999
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.1,kMT,1.0,914676.9964199999
Ventanas,port,-32.74,-71.49,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.1,kMT,1.0,914676.9964199999
Barquito,port,-27.07,-70.84,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.05,kMT,1.0,457338.49820999993
Coquimbo,port,-29.96,-71.35,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.05,kMT,1.0,457338.49820999993
Angamos,port,-23.1,-70.42,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,1.79,kMT,7.17,16372718.235917998
Mejillones,port,-23.1,-70.45,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,1.08,kMT,7.17,9878511.561336
Antofagasta (ATI),port,-23.65,-70.4,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,1.08,kMT,7.17,9878511.561336
Iquique,port,-20.21,-70.15,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,1.08,kMT,7.17,9878511.561336
San Antonio,port,-33.59,-71.62,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,0.72,kMT,7.17,6585674.374223999
Ventanas,port,-32.74,-71.49,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,0.72,kMT,7.17,6585674.374223999
Barquito,port,-27.07,-70.84,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,0.36,kMT,7.17,3292837.1871119994
Coquimbo,port,-29.96,-71.35,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,0.36,kMT,7.17,3292837.1871119994
Angamos,port,-23.1,-70.42,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.75,kMT,3.01,6860077.473149999
Mejillones,port,-23.1,-70.45,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.45,kMT,3.01,4116046.4838899993
Antofagasta (ATI),port,-23.65,-70.4,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.45,kMT,3.01,4116046.4838899993
Iquique,port,-20.21,-70.15,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.45,kMT,3.01,4116046.4838899993
San Antonio,port,-33.59,-71.62,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.3,kMT,3.01,2744030.9892599997
Ventanas,port,-32.74,-71.49,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.3,kMT,3.01,2744030.9892599997
Barquito,port,-27.07,-70.84,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.15,kMT,3.01,1372015.4946299999
Coquimbo,port,-29.96,-71.35,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.15,kMT,3.01,1372015.4946299999
Angamos,port,-23.1,-70.42,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,9.44,kMT,37.76,86345508.462048
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,5.66,kMT,37.76,51770717.997371994
Antofagasta (ATI),port,-23.65,-70.4,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,5.66,kMT,37.76,51770717.997371994
Iquique,port,-20.21,-70.15,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,5.66,kMT,37.76,51770717.997371994
San Antonio,port,-33.59,-71.62,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,3.78,kMT,37.76,34574790.46467599
Ventanas,port,-32.74,-71.49,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,3.78,kMT,37.76,34574790.46467599
Barquito,port,-27.07,-70.84,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,1.89,kMT,37.76,17287395.232337996
Coquimbo,port,-29.96,-71.35,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,1.89,kMT,37.76,17287395.232337996
Angamos,port,-23.1,-70.42,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,14.74,kMT,58.97,134823389.272308
Mejillones,port,-23.1,-70.45,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,8.85,kMT,58.97,80948914.18316999
Antofagasta (ATI),port,-23.65,-70.4,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,8.85,kMT,58.97,80948914.18316999
Iquique,port,-20.21,-70.15,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,8.85,kMT,58.97,80948914.18316999
San Antonio,port,-33.59,-71.62,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,5.9,kMT,58.97,53965942.78878
Ventanas,port,-32.74,-71.49,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,5.9,kMT,58.97,53965942.78878
Barquito,port,-27.07,-70.84,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,2.95,kMT,58.97,26982971.39439
Coquimbo,port,-29.96,-71.35,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,2.95,kMT,58.97,26982971.39439
Angamos,port,-23.1,-70.42,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.36,kMT,1.46,3292837.1871119994
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.22,kMT,1.46,2012289.3921239998
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.22,kMT,1.46,2012289.3921239998
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.22,kMT,1.46,2012289.3921239998
San Antonio,port,-33.59,-71.62,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.15,kMT,1.46,1372015.4946299999
Ventanas,port,-32.74,-71.49,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.15,kMT,1.46,1372015.4946299999
Barquito,port,-27.07,-70.84,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.07,kMT,1.46,640273.8974939999
Coquimbo,port,-29.96,-71.35,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.07,kMT,1.46,640273.8974939999
Mejillones,port,-23.1,-70.45,Germany,country,53.55,9.99,port_to_country,blister,Copper,,0.01,kMT,0.02,91467.69964199999
Ventanas,port,-32.74,-71.49,Germany,country,53.55,9.99,port_to_country,blister,Copper,,0.01,kMT,0.02,91467.69964199999
Barquito,port,-27.07,-70.84,Germany,country,53.55,9.99,port_to_country,blister,Copper,,0.0,kMT,0.02,0.0
Antofagasta (ATI),port,-23.65,-70.4,Germany,country,53.55,9.99,port_to_country,blister,Copper,,0.0,kMT,0.02,0.0
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,blister,Copper,,0.17,kMT,0.43,1554950.893914
Ventanas,port,-32.74,-71.49,Belgium,country,51.26,4.35,port_to_country,blister,Copper,,0.13,kMT,0.43,1189080.0953459998
Barquito,port,-27.07,-70.84,Belgium,country,51.26,4.35,port_to_country,blister,Copper,,0.09,kMT,0.43,823209.2967779998
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,blister,Copper,,0.04,kMT,0.43,365870.79856799997
Mejillones,port,-23.1,-70.45,Spain,country,36.72,-4.42,port_to_country,blister,Copper,,4.48,kMT,11.21,40977529.439615995
Ventanas,port,-32.74,-71.49,Spain,country,36.72,-4.42,port_to_country,blister,Copper,,3.36,kMT,11.21,30733147.079711996
Barquito,port,-27.07,-70.84,Spain,country,36.72,-4.42,port_to_country,blister,Copper,,2.24,kMT,11.21,20488764.719807997
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,blister,Copper,,1.12,kMT,11.21,10244382.359903999
Mejillones,port,-23.1,-70.45,Greece,country,37.98,23.73,port_to_country,blister,Copper,,0.04,kMT,0.09,365870.79856799997
Ventanas,port,-32.74,-71.49,Greece,country,37.98,23.73,port_to_country,blister,Copper,,0.03,kMT,0.09,274403.09892599995
Barquito,port,-27.07,-70.84,Greece,country,37.98,23.73,port_to_country,blister,Copper,,0.02,kMT,0.09,182935.39928399998
Antofagasta (ATI),port,-23.65,-70.4,Greece,country,37.98,23.73,port_to_country,blister,Copper,,0.01,kMT,0.09,91467.69964199999
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,,0.07,kMT,0.17,640273.8974939999
Ventanas,port,-32.74,-71.49,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,,0.05,kMT,0.17,457338.49820999993
Barquito,port,-27.07,-70.84,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,,0.03,kMT,0.17,274403.09892599995
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,,0.02,kMT,0.17,182935.39928399998
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,blister,Copper,,11.27,kMT,28.18,103084097.49653399
