MINE_NAME,MINE_IDX,MINE_TYPE,MINE_STATUS,MINE_LAT,MINE_LON,MINE_REGION,MINE_OPERATOR,PLANT_NAME,PLANT_IDX,PLANT_TYPE,PLANT_STATUS,PLANT_LAT,PLANT_LON,PLANT_OPERATOR,PLANT_OWNER,PLANT_CAPACITY,PLANT_CAPACITY_UNITS,SHARED_COMMODITIES,DISTANCE_KM,PRODUCT_FORM
Los Pelambres,163.0,Mine (active),Active,-31.714999999999975,-70.49899999999997,Coquimbo,Antofagasta plc,Los Pelambres plant,345.0,Processing Plant,Active,-31.8134,-70.5823,Antofagasta plc,"Antofagasta plc, 60%; JX Nippon Mining Metals Corp, 15%; Mitsubishi Materials Corp., 10%; Marubeni Corp., 8.75%; Mitsubishi Corp., 5%; Mitsui & Co. Ltd., 1.25%","1,700",kg,Gold,13.5,concentrate
Los Pelambres,163.0,Mine (active),Active,-31.714999999999975,-70.49899999999997,Coquimbo,Antofagasta plc,Los Pelambres plant,346.0,Processing Plant,Active,-31.8134,-70.5823,Antofagasta plc,"Antofagasta plc, 60%; JX Nippon Mining Metals Corp, 15%; Mitsubishi Materials Corp., 10%; Marubeni Corp., 8.75%; Mitsubishi Corp., 5%; Mitsui & Co. Ltd., 1.25%","12,500",mt,Molybdenum,13.5,concentrate
Los Pelambres,163.0,Mine (active),Active,-31.714999999999975,-70.49899999999997,Coquimbo,Antofagasta plc,Tres Valles SX-EW plant,451.0,SX-EW Plant,Active,-31.7364,-71.0165,Vecchiola SA,Vecchiola SA,,,Copper,49.0,cathode_sxew
Los Pelambres,163.0,Mine (active),Active,-31.714999999999975,-70.49899999999997,Coquimbo,Antofagasta plc,Plant at Cabildo,374.0,Processing Plant,Active,-32.5838,-70.8762,Compañía Minera Cerro Negro,Compañía Minera Cerro Negro,200,mt,Copper,102.9,concentrate
Los Pelambres,163.0,Mine (active),Active,-31.714999999999975,-70.49899999999997,Coquimbo,Antofagasta plc,El Soldado SX-EW plant,314.0,SX-EW Plant,Active,-32.6593,-71.1448,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",50,tmt,Copper,121.3,cathode_sxew
Los Pelambres,163.0,Mine (active),Active,-31.714999999999975,-70.49899999999997,Coquimbo,Antofagasta plc,Chagres smelter (anodes and blister),284.0,Smelter,Active,-32.8047,-70.9554,Empresa Nacional de Minería (ENAMI),"Government, 100%",175,tmt,Copper,128.5,blister
Los Pelambres,163.0,Mine (active),Active,-31.714999999999975,-70.49899999999997,Coquimbo,Antofagasta plc,Las Ventanas refinery and smelter,340.0,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%",402,tmt,Copper,148.6,blister
Los Pelambres,163.0,Mine (active),Active,-31.714999999999975,-70.49899999999997,Coquimbo,Antofagasta plc,Las Ventanas refinery and smelter,456.0,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%","12,000",kg,Gold,148.6,blister
Los Sulfatos,165.0,Prospect/Project,Prospect/Project,-33.198999999999955,-70.25599999999997,Metropolitana de Santiago,,Los Bronces (Tortolas) SX-EW plant (cathodes),342.0,SX-EW Plant,Active,-33.1409,-70.7086,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",490,tmt,Copper,42.6,cathode_sxew
Los Sulfatos,165.0,Prospect/Project,Prospect/Project,-33.198999999999955,-70.25599999999997,Metropolitana de Santiago,,Tortolas molybdenum flotation plant,450.0,Concentrator,Active,-33.1409,-70.7086,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ","3,000",mt,Molybdenum,42.6,concentrate
Los Sulfatos,165.0,Prospect/Project,Prospect/Project,-33.198999999999955,-70.25599999999997,Metropolitana de Santiago,,Chagres smelter (anodes and blister),284.0,Smelter,Active,-32.8047,-70.9554,Empresa Nacional de Minería (ENAMI),"Government, 100%",175,tmt,Copper,78.6,blister
Los Sulfatos,165.0,Prospect/Project,Prospect/Project,-33.198999999999955,-70.25599999999997,Metropolitana de Santiago,,Plant at Cabildo,374.0,Processing Plant,Active,-32.5838,-70.8762,Compañía Minera Cerro Negro,Compañía Minera Cerro Negro,200,mt,Copper,89.6,concentrate
Los Sulfatos,165.0,Prospect/Project,Prospect/Project,-33.198999999999955,-70.25599999999997,Metropolitana de Santiago,,El Teniente plant,315.0,Processing Plant,Active,-34.0886,-70.4555,Corporación Nacional del Cobre (CODELCO),"Government, 100%","6,500",mt,Molybdenum,100.6,concentrate
Los Sulfatos,165.0,Prospect/Project,Prospect/Project,-33.198999999999955,-70.25599999999997,Metropolitana de Santiago,,"Caletones smelter (anodes). refinery (fire-refined ingots), and SX-EW plant",278.0,Smelter,Active,-34.1046,-70.4505,Corporación Nacional del Cobre (CODELCO),"Government, 100%",430,tmt,Copper,102.3,cathode_sxew
Los Sulfatos,165.0,Prospect/Project,Prospect/Project,-33.198999999999955,-70.25599999999997,Metropolitana de Santiago,,El Soldado SX-EW plant,314.0,SX-EW Plant,Active,-32.6593,-71.1448,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",50,tmt,Copper,102.4,cathode_sxew
Los Sulfatos,165.0,Prospect/Project,Prospect/Project,-33.198999999999955,-70.25599999999997,Metropolitana de Santiago,,Facilities near Rancagua,323.0,Processing Plant,Active,-34.2383,-70.685,Minera Valle Central S.A. ,"Amerigo Resources Ltd., 100%",30,tmt,Copper,122.2,concentrate
Los Sulfatos,165.0,Prospect/Project,Prospect/Project,-33.198999999999955,-70.25599999999997,Metropolitana de Santiago,,Las Ventanas refinery and smelter,340.0,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%",402,tmt,Copper,124.2,blister
Los Volcanes,166.0,Prospect/Project,Prospect/Project,-21.987999999999943,-68.76099999999997,Antofagasta,,Al Elbra SX-EW plant,268.0,SX-EW Plant,Active,-21.9859,-68.6886,Sociedad Contractual Minera El Abra ,"Freeport-McMoRan Copper & Gold Inc., 51%, and Corporación Nacional del Cobre (CODELCO) (Government, 100%), 49%",225,tmt,Copper,7.5,cathode_sxew
Los Volcanes,166.0,Prospect/Project,Prospect/Project,-21.987999999999943,-68.76099999999997,Antofagasta,,Radomiro Tomic SX-EW plant,441.0,SX-EW Plant,Active,-22.1927,-68.8674,Corporación Nacional del Cobre (CODELCO),"Government, 100%",480,tmt,Copper,25.3,cathode_sxew
Los Volcanes,166.0,Prospect/Project,Prospect/Project,-21.987999999999943,-68.76099999999997,Antofagasta,,Chuquicamata Mine (plant to acid-leach fine copper),290.0,Processing Plant,Active,-22.3013,-68.8404,EcoMetales Ltd. ,"Codelco Technologies Ltd., 100%",25,tmt,Copper,35.8,cathode_sxew
Los Volcanes,166.0,Prospect/Project,Prospect/Project,-21.987999999999943,-68.76099999999997,Antofagasta,,Chuquicamata SX-EW plant (oxide) and smelter,292.0,Smelter,Active,-22.3137,-68.8895,Corporación Nacional del Cobre (CODELCO),"Government, 100%",450,tmt,Copper,38.6,cathode_sxew
Los Volcanes,166.0,Prospect/Project,Prospect/Project,-21.987999999999943,-68.76099999999997,Antofagasta,,Spence SX-EW plant,444.0,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,105.1,cathode_sxew
Los Volcanes,166.0,Prospect/Project,Prospect/Project,-21.987999999999943,-68.76099999999997,Antofagasta,,Quebrada Blanca SX-EW plant,440.0,SX-EW Plant,Active,-21.0027,-68.7964,Compañía Minera Quebrada Blanca ,"Teck Cominco Ltd., 76.5%; Inversiones Mineras S.A., 13.5%; Empresa Nacional de Minería (ENAMI) (Government, 100%), 10%",100,tmt,Copper,109.6,cathode_sxew
Los Volcanes,166.0,Prospect/Project,Prospect/Project,-21.987999999999943,-68.76099999999997,Antofagasta,,Centinela oxide and sulfide plant,279.0,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,110.0,concentrate
Los Volcanes,166.0,Prospect/Project,Prospect/Project,-21.987999999999943,-68.76099999999997,Antofagasta,,El Tesoro SX-EW plant,316.0,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,110.1,cathode_sxew
Los Volcanes,166.0,Prospect/Project,Prospect/Project,-21.987999999999943,-68.76099999999997,Antofagasta,,Collahuasi SX-EW plant,295.0,SX-EW Plant,Active,-20.9779,-68.6315,Compañía Minera Doña Inés de Collahuasi SCM ,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",400,tmt,Copper,113.1,cathode_sxew
Los Volcanes,166.0,Prospect/Project,Prospect/Project,-21.987999999999943,-68.76099999999997,Antofagasta,,Molybdenum plant,366.0,Processing Plant,Active,-20.9761,-68.6272,Compañía Minera Doña Inés de Collahuasi SCM ,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%","6,000",mt,Molybdenum,113.4,concentrate
Los Volcanes,166.0,Prospect/Project,Prospect/Project,-21.987999999999943,-68.76099999999997,Antofagasta,,Plant near Tocopilla,430.0,Processing Plant,Active,-21.9459,-69.8715,Minera Capacho Viejo Ltda. ,Minera Capacho Viejo Ltda. ,"5,000",mt,Copper,114.6,concentrate
Los Volcanes,166.0,Prospect/Project,Prospect/Project,-21.987999999999943,-68.76099999999997,Antofagasta,,Antucoya SX-EW plant,271.0,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,135.7,cathode_sxew
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,Mantos Blancos SX-EW plant,349.0,SX-EW Plant,Active,-23.4397,-70.0734,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",100,tmt,Copper,2.0,cathode_sxew
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,Altonorte smelter,269.0,Smelter,Active,-23.8247,-70.3178,Glencore Copper Chile S.A. ,Glencore Copper Chile S.A. ,300,tmt,Copper,51.3,blister
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,Lomas Bayas SX-EW plant,341.0,SX-EW Plant,Active,-23.4318,-69.5017,Compañía Minera Xstrata Lomas Bayas ,"Glencore plc, 100%",75,tmt,Copper,58.2,cathode_sxew
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,Michilla SX-EW/sulfide-leaching plant,359.0,SX-EW Plant,Active,-22.6791,-70.1883,Minera Michilla S.A. ,"Antofagasta plc, 74.2%, and other private Chilean investors, 25.8%",45,tmt,Copper,83.5,cathode_sxew
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,Antucoya SX-EW plant,271.0,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,90.2,cathode_sxew
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,Spence SX-EW plant,444.0,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,106.3,cathode_sxew
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,El Tesoro SX-EW plant,316.0,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,113.8,cathode_sxew
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,Centinela oxide and sulfide plant,279.0,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,113.9,concentrate
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,Mantos de la Luna SX-EW plant,350.0,SX-EW Plant,Active,-22.3851,-70.1782,Compania Mantos de la Luna,"Izquierdo Menendez Group, 100%",,,Copper,115.8,cathode_sxew
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,El Peñón concentration plant,310.0,Concentrator,Active,-24.4116,-69.4969,Minera Meridian Ltds. ,"Yamana Gold Inc., 100%","300,000",kg,Silver,124.6,concentrate
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,Gabriela Mistral SX-EW plant,325.0,SX-EW Plant,Active,-23.4173,-68.7838,Minera Gaby S.A. ,"Corporación Nacional del Cobre (CODELCO) (Government, 100%), 100%",170,tmt,Copper,131.4,cathode_sxew
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,Zaldívar SX-EW plant,460.0,SX-EW Plant,Active,-24.201,-69.0689,Compañía Minera Zaldívar ,"Barrick Gold Corp., 100%",150,tmt,Copper,133.9,cathode_sxew
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,Escondida oxide plant for cathode production (SX-EW),320.0,SX-EW Plant,Active,-24.2536,-69.1008,Minera Escondida Ltda. ,"BHP Billiton plc, 57.5%; Rio Tinto plc, 30%; Japan Escondida Corp., 10%; International Finance Corp., 2.5%","1,300",tmt,Copper,135.3,cathode_sxew
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,Escondida concentrator,317.0,Concentrator,Active,-24.2628,-69.0581,Minera Escondida Ltda.,"Minera Escondida Ltda., 100%","1,300",tmt,Copper,139.2,concentrate
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,Escondida concentrator,319.0,Concentrator,Active,-24.2628,-69.0581,Minera Escondida Ltda.,"Minera Escondida Ltda., 100%","180,000",kg,Silver,139.2,concentrate
Mantos Blancos,168.0,Mine (active),Active,-23.42199999999997,-70.07199999999995,Antofagasta,Empresa Minera de Mantos Blancos S.A. ,Escondida sulfide-leach plant for cathode production,321.0,Processing Plant,Active,-24.2601,-68.9925,Minera Escondida Ltda. ,"BHP Billiton plc, 57.5%; Rio Tinto plc, 30%; Japan Escondida Corp., 10%; International Finance Corp., 2.5%","1,300",tmt,Copper,144.0,cathode_sxew
Mantos de Catemu,169.0,Mine (active),Active,-32.67599999999993,-70.89699999999993,Valparaíso,Compania Mantos de la Luna,Plant at Cabildo,374.0,Processing Plant,Active,-32.5838,-70.8762,Compañía Minera Cerro Negro,Compañía Minera Cerro Negro,200,mt,Copper,10.4,concentrate
Mantos de Catemu,169.0,Mine (active),Active,-32.67599999999993,-70.89699999999993,Valparaíso,Compania Mantos de la Luna,Chagres smelter (anodes and blister),284.0,Smelter,Active,-32.8047,-70.9554,Empresa Nacional de Minería (ENAMI),"Government, 100%",175,tmt,Copper,15.3,blister
Mantos de Catemu,169.0,Mine (active),Active,-32.67599999999993,-70.89699999999993,Valparaíso,Compania Mantos de la Luna,El Soldado SX-EW plant,314.0,SX-EW Plant,Active,-32.6593,-71.1448,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",50,tmt,Copper,23.3,cathode_sxew
Mantos de Catemu,169.0,Mine (active),Active,-32.67599999999993,-70.89699999999993,Valparaíso,Compania Mantos de la Luna,Los Bronces (Tortolas) SX-EW plant (cathodes),342.0,SX-EW Plant,Active,-33.1409,-70.7086,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",490,tmt,Copper,54.6,cathode_sxew
Mantos de Catemu,169.0,Mine (active),Active,-32.67599999999993,-70.89699999999993,Valparaíso,Compania Mantos de la Luna,Las Ventanas refinery and smelter,340.0,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%",402,tmt,Copper,55.5,blister
Mantos de Catemu,169.0,Mine (active),Active,-32.67599999999993,-70.89699999999993,Valparaíso,Compania Mantos de la Luna,Tres Valles SX-EW plant,451.0,SX-EW Plant,Active,-31.7364,-71.0165,Vecchiola SA,Vecchiola SA,,,Copper,105.1,cathode_sxew
Mantos de Punitaqui,171.0,Mine (active),Active,-30.860999999999933,-71.22699999999998,Coquimbo,Compania Mantos de la Luna,SX-EW plant,447.0,SX-EW Plant,Active,-30.261,-71.0917,Compañía Minera Carmen de Andacollo ,"Teck Cominco Ltd., 90%, and Empresa Nacional de Minería (ENAMI) (Government, 100%), 10%",22,tmt,Copper,68.0,cathode_sxew
Mantos de Punitaqui,171.0,Mine (active),Active,-30.860999999999933,-71.22699999999998,Coquimbo,Compania Mantos de la Luna,Tres Valles SX-EW plant,451.0,SX-EW Plant,Active,-31.7364,-71.0165,Vecchiola SA,Vecchiola SA,,,Copper,99.4,cathode_sxew
Mantos de Punitaqui,171.0,Mine (active),Active,-30.860999999999933,-71.22699999999998,Coquimbo,Compania Mantos de la Luna,Plant near Coquimbo (Region IV),415.0,Processing Plant,Active,-29.8353,-71.1035,Compañía Minera San Gerónimo,Compañía Minera San Gerónimo,"10,000",mt,Copper,114.7,concentrate
Mantos de Punitaqui,171.0,Mine (active),Active,-30.860999999999933,-71.22699999999998,Coquimbo,Compania Mantos de la Luna,Los Pelambres plant,345.0,Processing Plant,Active,-31.8134,-70.5823,Antofagasta plc,"Antofagasta plc, 60%; JX Nippon Mining Metals Corp, 15%; Mitsubishi Materials Corp., 10%; Marubeni Corp., 8.75%; Mitsubishi Corp., 5%; Mitsui & Co. Ltd., 1.25%","1,700",kg,Gold,122.3,concentrate
Mantos de la Luna,170.0,Mine (active),Active,-22.38299999999998,-70.21799999999996,Antofagasta,Compania Mantos de la Luna,Mantos de la Luna SX-EW plant,350.0,SX-EW Plant,Active,-22.3851,-70.1782,Compania Mantos de la Luna,"Izquierdo Menendez Group, 100%",,,Copper,4.1,cathode_sxew
Mantos de la Luna,170.0,Mine (active),Active,-22.38299999999998,-70.21799999999996,Antofagasta,Compania Mantos de la Luna,Michilla SX-EW/sulfide-leaching plant,359.0,SX-EW Plant,Active,-22.6791,-70.1883,Minera Michilla S.A. ,"Antofagasta plc, 74.2%, and other private Chilean investors, 25.8%",45,tmt,Copper,33.1,cathode_sxew
Mantos de la Luna,170.0,Mine (active),Active,-22.38299999999998,-70.21799999999996,Antofagasta,Compania Mantos de la Luna,Antucoya SX-EW plant,271.0,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,44.0,cathode_sxew
Mantos de la Luna,170.0,Mine (active),Active,-22.38299999999998,-70.21799999999996,Antofagasta,Compania Mantos de la Luna,Plant near Tocopilla,430.0,Processing Plant,Active,-21.9459,-69.8715,Minera Capacho Viejo Ltda. ,Minera Capacho Viejo Ltda. ,"5,000",mt,Copper,60.3,concentrate
Mantos de la Luna,170.0,Mine (active),Active,-22.38299999999998,-70.21799999999996,Antofagasta,Compania Mantos de la Luna,Spence SX-EW plant,444.0,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,106.8,cathode_sxew
Mantos de la Luna,170.0,Mine (active),Active,-22.38299999999998,-70.21799999999996,Antofagasta,Compania Mantos de la Luna,Mantos Blancos SX-EW plant,349.0,SX-EW Plant,Active,-23.4397,-70.0734,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",100,tmt,Copper,118.4,cathode_sxew
Mantos de la Luna,170.0,Mine (active),Active,-22.38299999999998,-70.21799999999996,Antofagasta,Compania Mantos de la Luna,El Tesoro SX-EW plant,316.0,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,129.9,cathode_sxew
Mantos de la Luna,170.0,Mine (active),Active,-22.38299999999998,-70.21799999999996,Antofagasta,Compania Mantos de la Luna,Centinela oxide and sulfide plant,279.0,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,130.0,concentrate
Mantos de la Luna,170.0,Mine (active),Active,-22.38299999999998,-70.21799999999996,Antofagasta,Compania Mantos de la Luna,Chuquicamata SX-EW plant (oxide) and smelter,292.0,Smelter,Active,-22.3137,-68.8895,Corporación Nacional del Cobre (CODELCO),"Government, 100%",450,tmt,Copper,136.8,cathode_sxew
Mantos de la Luna,170.0,Mine (active),Active,-22.38299999999998,-70.21799999999996,Antofagasta,Compania Mantos de la Luna,Lomas Bayas SX-EW plant,341.0,SX-EW Plant,Active,-23.4318,-69.5017,Compañía Minera Xstrata Lomas Bayas ,"Glencore plc, 100%",75,tmt,Copper,137.8,cathode_sxew
Mantos de la Luna,170.0,Mine (active),Active,-22.38299999999998,-70.21799999999996,Antofagasta,Compania Mantos de la Luna,Radomiro Tomic SX-EW plant,441.0,SX-EW Plant,Active,-22.1927,-68.8674,Corporación Nacional del Cobre (CODELCO),"Government, 100%",480,tmt,Copper,140.6,cathode_sxew
Mantos de la Luna,170.0,Mine (active),Active,-22.38299999999998,-70.21799999999996,Antofagasta,Compania Mantos de la Luna,Chuquicamata Mine (plant to acid-leach fine copper),290.0,Processing Plant,Active,-22.3013,-68.8404,EcoMetales Ltd. ,"Codelco Technologies Ltd., 100%",25,tmt,Copper,142.0,cathode_sxew
Mantos del Pacífico,172.0,Mine (active),Active,-22.53099999999995,-70.22099999999995,Antofagasta,Compania Mantos de la Luna,Mantos de la Luna SX-EW plant,350.0,SX-EW Plant,Active,-22.3851,-70.1782,Compania Mantos de la Luna,"Izquierdo Menendez Group, 100%",,,Copper,16.8,cathode_sxew
Mantos del Pacífico,172.0,Mine (active),Active,-22.53099999999995,-70.22099999999995,Antofagasta,Compania Mantos de la Luna,Michilla SX-EW/sulfide-leaching plant,359.0,SX-EW Plant,Active,-22.6791,-70.1883,Minera Michilla S.A. ,"Antofagasta plc, 74.2%, and other private Chilean investors, 25.8%",45,tmt,Copper,16.8,cathode_sxew
Mantos del Pacífico,172.0,Mine (active),Active,-22.53099999999995,-70.22099999999995,Antofagasta,Compania Mantos de la Luna,Antucoya SX-EW plant,271.0,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,36.4,cathode_sxew
Mantos del Pacífico,172.0,Mine (active),Active,-22.53099999999995,-70.22099999999995,Antofagasta,Compania Mantos de la Luna,Plant near Tocopilla,430.0,Processing Plant,Active,-21.9459,-69.8715,Minera Capacho Viejo Ltda. ,Minera Capacho Viejo Ltda. ,"5,000",mt,Copper,74.3,concentrate
Mantos del Pacífico,172.0,Mine (active),Active,-22.53099999999995,-70.22099999999995,Antofagasta,Compania Mantos de la Luna,Spence SX-EW plant,444.0,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,101.0,cathode_sxew
Mantos del Pacífico,172.0,Mine (active),Active,-22.53099999999995,-70.22099999999995,Antofagasta,Compania Mantos de la Luna,Mantos Blancos SX-EW plant,349.0,SX-EW Plant,Active,-23.4397,-70.0734,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",100,tmt,Copper,102.2,cathode_sxew
Mantos del Pacífico,172.0,Mine (active),Active,-22.53099999999995,-70.22099999999995,Antofagasta,Compania Mantos de la Luna,El Tesoro SX-EW plant,316.0,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,123.4,cathode_sxew
Mantos del Pacífico,172.0,Mine (active),Active,-22.53099999999995,-70.22099999999995,Antofagasta,Compania Mantos de la Luna,Centinela oxide and sulfide plant,279.0,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,123.5,concentrate
Mantos del Pacífico,172.0,Mine (active),Active,-22.53099999999995,-70.22099999999995,Antofagasta,Compania Mantos de la Luna,Lomas Bayas SX-EW plant,341.0,SX-EW Plant,Active,-23.4318,-69.5017,Compañía Minera Xstrata Lomas Bayas ,"Glencore plc, 100%",75,tmt,Copper,124.3,cathode_sxew
Mantos del Pacífico,172.0,Mine (active),Active,-22.53099999999995,-70.22099999999995,Antofagasta,Compania Mantos de la Luna,Chuquicamata SX-EW plant (oxide) and smelter,292.0,Smelter,Active,-22.3137,-68.8895,Corporación Nacional del Cobre (CODELCO),"Government, 100%",450,tmt,Copper,139.0,cathode_sxew
Mantos del Pacífico,172.0,Mine (active),Active,-22.53099999999995,-70.22099999999995,Antofagasta,Compania Mantos de la Luna,Altonorte smelter,269.0,Smelter,Active,-23.8247,-70.3178,Glencore Copper Chile S.A. ,Glencore Copper Chile S.A. ,300,tmt,Copper,144.2,blister
Mantos del Pacífico,172.0,Mine (active),Active,-22.53099999999995,-70.22099999999995,Antofagasta,Compania Mantos de la Luna,Chuquicamata Mine (plant to acid-leach fine copper),290.0,Processing Plant,Active,-22.3013,-68.8404,EcoMetales Ltd. ,"Codelco Technologies Ltd., 100%",25,tmt,Copper,144.2,cathode_sxew
Mantos del Pacífico,172.0,Mine (active),Active,-22.53099999999995,-70.22099999999995,Antofagasta,Compania Mantos de la Luna,Radomiro Tomic SX-EW plant,441.0,SX-EW Plant,Active,-22.1927,-68.8674,Corporación Nacional del Cobre (CODELCO),"Government, 100%",480,tmt,Copper,144.2,cathode_sxew
Mantoverde,173.0,Mine (active),Active,-26.55899999999997,-70.31499999999994,Atacama,Empresa Minera de Mantos Blancos S.A. ,Mantoverde SX-EW plant,351.0,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,1.1,cathode_sxew
Mantoverde,173.0,Mine (active),Active,-26.55899999999997,-70.31499999999994,Atacama,Empresa Minera de Mantos Blancos S.A. ,Osvaldo Martínez,370.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,15.5,concentrate
