MINE_NAME,MINE_IDX,MINE_TYPE,MINE_STATUS,MINE_LAT,MINE_LON,MINE_REGION,MINE_OPERATOR,PLANT_NAME,PLANT_IDX,PLANT_TYPE,PLANT_STATUS,PLANT_LAT,PLANT_LON,PLANT_OPERATOR,PLANT_OWNER,PLANT_CAPACITY,PLANT_CAPACITY_UNITS,SHARED_COMMODITIES,DISTANCE_KM,PRODUCT_FORM
Collahuasi,51.0,Mine (active),Active,-20.972999999999956,-68.70299999999997,Tarapacá,Compañía Minera Doña Inés de Collahuasi SCM ,Molybdenum plant,366.0,Processing Plant,Active,-20.9761,-68.6272,Compañía Minera Doña Inés de Collahuasi SCM ,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%","6,000",mt,Molybdenum,7.9,concentrate
Collahuasi,51.0,Mine (active),Active,-20.972999999999956,-68.70299999999997,Tarapacá,Compañía Minera Doña Inés de Collahuasi SCM ,Quebrada Blanca SX-EW plant,440.0,SX-EW Plant,Active,-21.0027,-68.7964,Compañía Minera Quebrada Blanca ,"Teck Cominco Ltd., 76.5%; Inversiones Mineras S.A., 13.5%; Empresa Nacional de Minería (ENAMI) (Government, 100%), 10%",100,tmt,Copper,10.2,cathode_sxew
Collahuasi,51.0,Mine (active),Active,-20.972999999999956,-68.70299999999997,Tarapacá,Compañía Minera Doña Inés de Collahuasi SCM ,La Cascada SX-EW plant,339.0,SX-EW Plant,Active,-20.1873,-69.3329,Haldeman Mining Company S.A. ,"Haldeman Mining Company S.A., 100%",,,Copper,109.2,cathode_sxew
Collahuasi,51.0,Mine (active),Active,-20.972999999999956,-68.70299999999997,Tarapacá,Compañía Minera Doña Inés de Collahuasi SCM ,Al Elbra SX-EW plant,268.0,SX-EW Plant,Active,-21.9859,-68.6886,Sociedad Contractual Minera El Abra ,"Freeport-McMoRan Copper & Gold Inc., 51%, and Corporación Nacional del Cobre (CODELCO) (Government, 100%), 49%",225,tmt,Copper,112.6,cathode_sxew
Collahuasi,51.0,Mine (active),Active,-20.972999999999956,-68.70299999999997,Tarapacá,Compañía Minera Doña Inés de Collahuasi SCM ,Cerro Colorado SX-EW plant,282.0,SX-EW Plant,Active,-20.0624,-69.2663,Compañía Minera Cerro Colorado ,"BHP Billiton plc, 100%",120,tmt,Copper,117.0,cathode_sxew
Collahuasi,51.0,Mine (active),Active,-20.972999999999956,-68.70299999999997,Tarapacá,Compañía Minera Doña Inés de Collahuasi SCM ,Radomiro Tomic SX-EW plant,441.0,SX-EW Plant,Active,-22.1927,-68.8674,Corporación Nacional del Cobre (CODELCO),"Government, 100%",480,tmt,Copper,136.7,cathode_sxew
Collahuasi,51.0,Mine (active),Active,-20.972999999999956,-68.70299999999997,Tarapacá,Compañía Minera Doña Inés de Collahuasi SCM ,Chuquicamata Mine (plant to acid-leach fine copper),290.0,Processing Plant,Active,-22.3013,-68.8404,EcoMetales Ltd. ,"Codelco Technologies Ltd., 100%",25,tmt,Copper,148.4,cathode_sxew
Colliguay,52.0,Mine (active),Active,-33.190999999999974,-71.14899999999994,Valparaíso,,Las Ventanas refinery and smelter,456.0,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%","12,000",kg,Gold,56.9,blister
Colliguay,52.0,Mine (active),Active,-33.190999999999974,-71.14899999999994,Valparaíso,,Minera Florida concentration plant,362.0,Concentrator,Active,-34.0348,-71.0265,Minera Florida S.A. ,"Yamana Gold Inc., 100%","3,100",kg,Gold,94.5,concentrate
Copaquire,53.0,Prospect/Project,Prospect/Project,-20.91599999999994,-68.89399999999995,Tarapacá,,Quebrada Blanca SX-EW plant,440.0,SX-EW Plant,Active,-21.0027,-68.7964,Compañía Minera Quebrada Blanca ,"Teck Cominco Ltd., 76.5%; Inversiones Mineras S.A., 13.5%; Empresa Nacional de Minería (ENAMI) (Government, 100%), 10%",100,tmt,Copper,14.0,cathode_sxew
Copaquire,53.0,Prospect/Project,Prospect/Project,-20.91599999999994,-68.89399999999995,Tarapacá,,Collahuasi SX-EW plant,295.0,SX-EW Plant,Active,-20.9779,-68.6315,Compañía Minera Doña Inés de Collahuasi SCM ,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",400,tmt,Copper,28.1,cathode_sxew
Copaquire,53.0,Prospect/Project,Prospect/Project,-20.91599999999994,-68.89399999999995,Tarapacá,,Molybdenum plant,366.0,Processing Plant,Active,-20.9761,-68.6272,Compañía Minera Doña Inés de Collahuasi SCM ,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%","6,000",mt,Molybdenum,28.5,concentrate
Copaquire,53.0,Prospect/Project,Prospect/Project,-20.91599999999994,-68.89399999999995,Tarapacá,,La Cascada SX-EW plant,339.0,SX-EW Plant,Active,-20.1873,-69.3329,Haldeman Mining Company S.A. ,"Haldeman Mining Company S.A., 100%",,,Copper,93.0,cathode_sxew
Copaquire,53.0,Prospect/Project,Prospect/Project,-20.91599999999994,-68.89399999999995,Tarapacá,,Cerro Colorado SX-EW plant,282.0,SX-EW Plant,Active,-20.0624,-69.2663,Compañía Minera Cerro Colorado ,"BHP Billiton plc, 100%",120,tmt,Copper,102.5,cathode_sxew
Copaquire,53.0,Prospect/Project,Prospect/Project,-20.91599999999994,-68.89399999999995,Tarapacá,,Al Elbra SX-EW plant,268.0,SX-EW Plant,Active,-21.9859,-68.6886,Sociedad Contractual Minera El Abra ,"Freeport-McMoRan Copper & Gold Inc., 51%, and Corporación Nacional del Cobre (CODELCO) (Government, 100%), 49%",225,tmt,Copper,120.9,cathode_sxew
Copaquire,53.0,Prospect/Project,Prospect/Project,-20.91599999999994,-68.89399999999995,Tarapacá,,Radomiro Tomic SX-EW plant,441.0,SX-EW Plant,Active,-22.1927,-68.8674,Corporación Nacional del Cobre (CODELCO),"Government, 100%",480,tmt,Copper,142.0,cathode_sxew
Costa Fuego,55.0,Prospect/Project,Prospect/Project,-28.714999999999975,-70.80499999999995,Atacama,,Vallenar plant,453.0,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,17.9,concentrate
Costa Fuego,55.0,Prospect/Project,Prospect/Project,-28.714999999999975,-70.80499999999995,Atacama,,Vallenar plant,454.0,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,17.9,concentrate
Costa Fuego,55.0,Prospect/Project,Prospect/Project,-28.714999999999975,-70.80499999999995,Atacama,,Vallenar plant,455.0,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%","6,000",kg,Silver,17.9,concentrate
Costa Fuego,55.0,Prospect/Project,Prospect/Project,-28.714999999999975,-70.80499999999995,Atacama,,Dos Amigos SX-EW plant,305.0,SX-EW Plant,Active,-28.9869,-70.8859,CEMIN,CEMIN,,,Copper,31.2,cathode_sxew
Costa Fuego,55.0,Prospect/Project,Prospect/Project,-28.714999999999975,-70.80499999999995,Atacama,,Plant near Coquimbo (Region IV),415.0,Processing Plant,Active,-29.8353,-71.1035,Compañía Minera San Gerónimo,Compañía Minera San Gerónimo,"10,000",mt,Copper,127.9,concentrate
Costa Fuego,55.0,Prospect/Project,Prospect/Project,-28.714999999999975,-70.80499999999995,Atacama,,Biocobre refinery,274.0,Refinery,Active,-27.5734,-70.2484,Sociedad Punta del Cobre S.A (Pucobre),Sociedad Punta del Cobre S.A (Pucobre) (100%),,,Copper,138.2,cathode_er
Diego de Almagro,57.0,Prospect/Project,Prospect/Project,-26.375999999999976,-70.16299999999995,Atacama,,Osvaldo Martínez,370.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,16.1,concentrate
Diego de Almagro,57.0,Prospect/Project,Prospect/Project,-26.375999999999976,-70.16299999999995,Atacama,,Osvaldo Martínez plant,371.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,16.1,concentrate
Diego de Almagro,57.0,Prospect/Project,Prospect/Project,-26.375999999999976,-70.16299999999995,Atacama,,Mantoverde SX-EW plant,351.0,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,26.2,cathode_sxew
Diego de Almagro,57.0,Prospect/Project,Prospect/Project,-26.375999999999976,-70.16299999999995,Atacama,,Potrerillos SX-EW refinery and smelter,435.0,Smelter,Active,-26.283,-69.5965,Corporación Nacional del Cobre (CODELCO),"Government, 100%",70,tmt,Copper,57.4,cathode_sxew
Diego de Almagro,57.0,Prospect/Project,Prospect/Project,-26.375999999999976,-70.16299999999995,Atacama,,Franke SX-EW Plant,324.0,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,67.3,cathode_sxew
Diego de Almagro,57.0,Prospect/Project,Prospect/Project,-26.375999999999976,-70.16299999999995,Atacama,,José Antonio Moreno,335.0,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,113.3,concentrate
Diego de Almagro,57.0,Prospect/Project,Prospect/Project,-26.375999999999976,-70.16299999999995,Atacama,,José Antonio Moreno plant,336.0,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,113.3,concentrate
Diego de Almagro,57.0,Prospect/Project,Prospect/Project,-26.375999999999976,-70.16299999999995,Atacama,,Manuel Antonio Matta,352.0,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,115.7,concentrate
Diego de Almagro,57.0,Prospect/Project,Prospect/Project,-26.375999999999976,-70.16299999999995,Atacama,,Manuel Antonio Matta plant,353.0,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,115.7,concentrate
Diego de Almagro,57.0,Prospect/Project,Prospect/Project,-26.375999999999976,-70.16299999999995,Atacama,,Hernán Videla Lira smelter (anodes and blister),331.0,Smelter,Active,-27.4198,-70.2577,Empresa Nacional de Minería (ENAMI),"Government, 100%",340,tmt,Copper,116.4,blister
Diego de Almagro,57.0,Prospect/Project,Prospect/Project,-26.375999999999976,-70.16299999999995,Atacama,,Biocobre refinery,274.0,Refinery,Active,-27.5734,-70.2484,Sociedad Punta del Cobre S.A (Pucobre),Sociedad Punta del Cobre S.A (Pucobre) (100%),,,Copper,133.4,cathode_er
Distrito El Algarrobo,66.0,Mine (active),Active,-28.64584099999996,-70.91579699999994,Atacama,,El Algarrobito concentration plant,307.0,Concentrator,Active,-28.8028,-70.9839,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,18.7,concentrate
Distrito El Algarrobo,66.0,Mine (active),Active,-28.64584099999996,-70.91579699999994,Atacama,,Huasco pellet plant,333.0,Pellet Plant,Active,-28.4808,-71.2485,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,37.3,concentrate
Distrito El Algarrobo,66.0,Mine (active),Active,-28.64584099999996,-70.91579699999994,Atacama,,Los Colorados concentration plant,344.0,Concentrator,Active,-28.291,-70.8129,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,40.7,concentrate
Distrito El Algarrobo,66.0,Mine (active),Active,-28.64584099999996,-70.91579699999994,Atacama,,Huasco concentration plant,332.0,Concentrator,Active,-28.2907,-70.8125,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,40.8,concentrate
Distrito El Algarrobo,66.0,Mine (active),Active,-28.64584099999996,-70.91579699999994,Atacama,,El Romeral concentration plant,311.0,Concentrator,Active,-29.7282,-71.2317,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,124.2,concentrate
Distrito El Algarrobo,66.0,Mine (active),Active,-28.64584099999996,-70.91579699999994,Atacama,,El Romeral pellet-feed plant,312.0,Pellet Plant,Active,-29.7308,-71.2325,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,124.5,concentrate
Distrito El Algarrobo,66.0,Mine (active),Active,-28.64584099999996,-70.91579699999994,Atacama,,Magnetite plant to process tailings from the Candelaria Mine and other iron-bearing raw materials from third parties,348.0,Processing Plant,Active,-27.5218,-70.3192,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","2,000",tmt,Iron,138.0,concentrate
Distrito Julia,71.0,Mine (active),Active,-24.900999999999954,-70.27099999999996,Antofagasta,,José Antonio Moreno,335.0,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,58.7,concentrate
Distrito Julia,71.0,Mine (active),Active,-24.900999999999954,-70.27099999999996,Antofagasta,,Franke SX-EW Plant,324.0,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,111.5,cathode_sxew
Distrito Julia,71.0,Mine (active),Active,-24.900999999999954,-70.27099999999996,Antofagasta,,Altonorte smelter,269.0,Smelter,Active,-23.8247,-70.3178,Glencore Copper Chile S.A. ,Glencore Copper Chile S.A. ,300,tmt,Copper,119.8,blister
Distrito Julia,71.0,Mine (active),Active,-24.900999999999954,-70.27099999999996,Antofagasta,,Escondida oxide plant for cathode production (SX-EW),320.0,SX-EW Plant,Active,-24.2536,-69.1008,Minera Escondida Ltda. ,"BHP Billiton plc, 57.5%; Rio Tinto plc, 30%; Japan Escondida Corp., 10%; International Finance Corp., 2.5%","1,300",tmt,Copper,138.5,cathode_sxew
Distrito Julia,71.0,Mine (active),Active,-24.900999999999954,-70.27099999999996,Antofagasta,,Escondida concentrator,317.0,Concentrator,Active,-24.2628,-69.0581,Minera Escondida Ltda.,"Minera Escondida Ltda., 100%","1,300",tmt,Copper,141.7,concentrate
Distrito Julia,71.0,Mine (active),Active,-24.900999999999954,-70.27099999999996,Antofagasta,,Zaldívar SX-EW plant,460.0,SX-EW Plant,Active,-24.201,-69.0689,Compañía Minera Zaldívar ,"Barrick Gold Corp., 100%",150,tmt,Copper,144.4,cathode_sxew
Distrito Julia,71.0,Mine (active),Active,-24.900999999999954,-70.27099999999996,Antofagasta,,Escondida sulfide-leach plant for cathode production,321.0,Processing Plant,Active,-24.2601,-68.9925,Minera Escondida Ltda. ,"BHP Billiton plc, 57.5%; Rio Tinto plc, 30%; Japan Escondida Corp., 10%; International Finance Corp., 2.5%","1,300",tmt,Copper,147.6,cathode_sxew
Distrito Michilla,77.0,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Michilla SX-EW/sulfide-leaching plant,359.0,SX-EW Plant,Active,-22.6791,-70.1883,Minera Michilla S.A. ,"Antofagasta plc, 74.2%, and other private Chilean investors, 25.8%",45,tmt,Copper,1.1,cathode_sxew
Distrito Michilla,77.0,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Antucoya SX-EW plant,271.0,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,30.8,cathode_sxew
Distrito Michilla,77.0,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Mantos de la Luna SX-EW plant,350.0,SX-EW Plant,Active,-22.3851,-70.1782,Compania Mantos de la Luna,"Izquierdo Menendez Group, 100%",,,Copper,33.1,cathode_sxew
Distrito Michilla,77.0,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Mantos Blancos SX-EW plant,349.0,SX-EW Plant,Active,-23.4397,-70.0734,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",100,tmt,Copper,84.8,cathode_sxew
Distrito Michilla,77.0,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Plant near Tocopilla,430.0,Processing Plant,Active,-21.9459,-69.8715,Minera Capacho Viejo Ltda. ,Minera Capacho Viejo Ltda. ,"5,000",mt,Copper,87.8,concentrate
Distrito Michilla,77.0,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Spence SX-EW plant,444.0,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,92.8,cathode_sxew
Distrito Michilla,77.0,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Lomas Bayas SX-EW plant,341.0,SX-EW Plant,Active,-23.4318,-69.5017,Compañía Minera Xstrata Lomas Bayas ,"Glencore plc, 100%",75,tmt,Copper,108.3,cathode_sxew
Distrito Michilla,77.0,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,El Tesoro SX-EW plant,316.0,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,114.0,cathode_sxew
Distrito Michilla,77.0,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Centinela oxide and sulfide plant,279.0,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,114.1,concentrate
Distrito Michilla,77.0,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Altonorte smelter,269.0,Smelter,Active,-23.8247,-70.3178,Glencore Copper Chile S.A. ,Glencore Copper Chile S.A. ,300,tmt,Copper,127.8,blister
Distrito Michilla,77.0,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Chuquicamata SX-EW plant (oxide) and smelter,292.0,Smelter,Active,-22.3137,-68.8895,Corporación Nacional del Cobre (CODELCO),"Government, 100%",450,tmt,Copper,138.6,cathode_sxew
Distrito Michilla,77.0,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Chuquicamata Mine (plant to acid-leach fine copper),290.0,Processing Plant,Active,-22.3013,-68.8404,EcoMetales Ltd. ,"Codelco Technologies Ltd., 100%",25,tmt,Copper,143.8,cathode_sxew
Distrito Michilla,77.0,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Radomiro Tomic SX-EW plant,441.0,SX-EW Plant,Active,-22.1927,-68.8674,Corporación Nacional del Cobre (CODELCO),"Government, 100%",480,tmt,Copper,145.3,cathode_sxew
Distrito Montecristo,78.0,Mine (active),Active,-24.96799999999996,-70.39299999999997,Antofagasta,,José Antonio Moreno,335.0,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,48.3,concentrate
Distrito Montecristo,78.0,Mine (active),Active,-24.96799999999996,-70.39299999999997,Antofagasta,,Franke SX-EW Plant,324.0,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,109.9,cathode_sxew
Distrito Montecristo,78.0,Mine (active),Active,-24.96799999999996,-70.39299999999997,Antofagasta,,Altonorte smelter,269.0,Smelter,Active,-23.8247,-70.3178,Glencore Copper Chile S.A. ,Glencore Copper Chile S.A. ,300,tmt,Copper,127.4,blister
Distrito San Juan,80.0,Prospect/Project,Prospect/Project,-28.720999999999947,-71.21199999999999,Atacama,,Dos Amigos SX-EW plant,305.0,SX-EW Plant,Active,-28.9869,-70.8859,CEMIN,CEMIN,,,Copper,43.4,cathode_sxew
Distrito San Juan,80.0,Prospect/Project,Prospect/Project,-28.720999999999947,-71.21199999999999,Atacama,,Vallenar plant,453.0,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,49.3,concentrate
Distrito San Juan,80.0,Prospect/Project,Prospect/Project,-28.720999999999947,-71.21199999999999,Atacama,,Plant near Coquimbo (Region IV),415.0,Processing Plant,Active,-29.8353,-71.1035,Compañía Minera San Gerónimo,Compañía Minera San Gerónimo,"10,000",mt,Copper,124.4,concentrate
Domeyko,86.0,Prospect/Project,Prospect/Project,-28.99099999999993,-70.87999999999994,Atacama,,Dos Amigos SX-EW plant,305.0,SX-EW Plant,Active,-28.9869,-70.8859,CEMIN,CEMIN,,,Copper,0.7,cathode_sxew
Domeyko,86.0,Prospect/Project,Prospect/Project,-28.99099999999993,-70.87999999999994,Atacama,,Vallenar plant,453.0,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,49.3,concentrate
Domeyko,86.0,Prospect/Project,Prospect/Project,-28.99099999999993,-70.87999999999994,Atacama,,Vallenar plant,454.0,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,49.3,concentrate
Domeyko,86.0,Prospect/Project,Prospect/Project,-28.99099999999993,-70.87999999999994,Atacama,,Plant near Coquimbo (Region IV),415.0,Processing Plant,Active,-29.8353,-71.1035,Compañía Minera San Gerónimo,Compañía Minera San Gerónimo,"10,000",mt,Copper,96.3,concentrate
Domeyko,86.0,Prospect/Project,Prospect/Project,-28.99099999999993,-70.87999999999994,Atacama,,SX-EW plant,447.0,SX-EW Plant,Active,-30.261,-71.0917,Compañía Minera Carmen de Andacollo ,"Teck Cominco Ltd., 90%, and Empresa Nacional de Minería (ENAMI) (Government, 100%), 10%",22,tmt,Copper,142.7,cathode_sxew
Dominga,87.0,Prospect/Project,Prospect/Project,-29.37999999999994,-71.18699999999995,Coquimbo,,El Romeral concentration plant,311.0,Concentrator,Active,-29.7282,-71.2317,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,39.0,concentrate
Dominga,87.0,Prospect/Project,Prospect/Project,-29.37999999999994,-71.18699999999995,Coquimbo,,El Romeral pellet-feed plant,312.0,Pellet Plant,Active,-29.7308,-71.2325,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,39.3,concentrate
Dominga,87.0,Prospect/Project,Prospect/Project,-29.37999999999994,-71.18699999999995,Coquimbo,,Plant near Coquimbo (Region IV),415.0,Processing Plant,Active,-29.8353,-71.1035,Compañía Minera San Gerónimo,Compañía Minera San Gerónimo,"10,000",mt,Copper,51.3,concentrate
Dominga,87.0,Prospect/Project,Prospect/Project,-29.37999999999994,-71.18699999999995,Coquimbo,,Dos Amigos SX-EW plant,305.0,SX-EW Plant,Active,-28.9869,-70.8859,CEMIN,CEMIN,,,Copper,52.6,cathode_sxew
Dominga,87.0,Prospect/Project,Prospect/Project,-29.37999999999994,-71.18699999999995,Coquimbo,,El Algarrobito concentration plant,307.0,Concentrator,Active,-28.8028,-70.9839,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,67.1,concentrate
Dominga,87.0,Prospect/Project,Prospect/Project,-29.37999999999994,-71.18699999999995,Coquimbo,,SX-EW plant,447.0,SX-EW Plant,Active,-30.261,-71.0917,Compañía Minera Carmen de Andacollo ,"Teck Cominco Ltd., 90%, and Empresa Nacional de Minería (ENAMI) (Government, 100%), 10%",22,tmt,Copper,98.4,cathode_sxew
Dominga,87.0,Prospect/Project,Prospect/Project,-29.37999999999994,-71.18699999999995,Coquimbo,,Huasco pellet plant,333.0,Pellet Plant,Active,-28.4808,-71.2485,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,100.2,concentrate
Dominga,87.0,Prospect/Project,Prospect/Project,-29.37999999999994,-71.18699999999995,Coquimbo,,Vallenar plant,453.0,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,100.6,concentrate
Dominga,87.0,Prospect/Project,Prospect/Project,-29.37999999999994,-71.18699999999995,Coquimbo,,Huasco concentration plant,332.0,Concentrator,Active,-28.2907,-70.8125,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,126.5,concentrate
Dominga,87.0,Prospect/Project,Prospect/Project,-29.37999999999994,-71.18699999999995,Coquimbo,,Los Colorados concentration plant,344.0,Concentrator,Active,-28.291,-70.8129,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,126.5,concentrate
Don Jaime,88.0,Mine (active),Active,-32.537999999999954,-71.00399999999996,Valparaíso,,Plant at Cabildo,374.0,Processing Plant,Active,-32.5838,-70.8762,Compañía Minera Cerro Negro,Compañía Minera Cerro Negro,200,mt,Copper,13.0,concentrate
Don Jaime,88.0,Mine (active),Active,-32.537999999999954,-71.00399999999996,Valparaíso,,El Soldado SX-EW plant,314.0,SX-EW Plant,Active,-32.6593,-71.1448,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",50,tmt,Copper,18.9,cathode_sxew
Don Jaime,88.0,Mine (active),Active,-32.537999999999954,-71.00399999999996,Valparaíso,,Chagres smelter (anodes and blister),284.0,Smelter,Active,-32.8047,-70.9554,Empresa Nacional de Minería (ENAMI),"Government, 100%",175,tmt,Copper,30.0,blister
Don Jaime,88.0,Mine (active),Active,-32.537999999999954,-71.00399999999996,Valparaíso,,Las Ventanas refinery and smelter,340.0,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%",402,tmt,Copper,51.1,blister
Don Jaime,88.0,Mine (active),Active,-32.537999999999954,-71.00399999999996,Valparaíso,,Los Bronces (Tortolas) SX-EW plant (cathodes),342.0,SX-EW Plant,Active,-33.1409,-70.7086,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",490,tmt,Copper,72.5,cathode_sxew
Don Jaime,88.0,Mine (active),Active,-32.537999999999954,-71.00399999999996,Valparaíso,,Tres Valles SX-EW plant,451.0,SX-EW Plant,Active,-31.7364,-71.0165,Vecchiola SA,Vecchiola SA,,,Copper,89.1,cathode_sxew
Doña Elba,89.0,Mine (active),Active,-25.611999999999966,-70.39699999999993,Antofagasta,,José Antonio Moreno,335.0,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,25.2,concentrate
Doña Elba,89.0,Mine (active),Active,-25.611999999999966,-70.39699999999993,Antofagasta,,Franke SX-EW Plant,324.0,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,58.8,cathode_sxew
Doña Elba,89.0,Mine (active),Active,-25.611999999999966,-70.39699999999993,Antofagasta,,Osvaldo Martínez,370.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,90.2,concentrate
Doña Elba,89.0,Mine (active),Active,-25.611999999999966,-70.39699999999993,Antofagasta,,Mantoverde SX-EW plant,351.0,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,105.8,cathode_sxew
