FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM
Angamos,port,-23.1,-70.42,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,
Angamos,port,-23.1,-70.42,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,
Angamos,port,-23.1,-70.42,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,
Angamos,port,-23.1,-70.42,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,
Angamos,port,-23.1,-70.42,UAE,country,25.2,55.27,port_to_country,cathode,Copper,
Angamos,port,-23.1,-70.42,USA,country,29.76,-95.37,port_to_country,concentrate,Copper,
Angamos,port,-23.1,-70.42,USA,country,29.76,-95.37,port_to_country,cathode,Copper,
Angamos,port,-23.1,-70.42,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,
Angamos,port,-23.1,-70.42,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Algeria,country,36.75,3.04,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,silver_refined,Silver,
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,Australia,country,-33.87,151.21,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Australia,country,-33.87,151.21,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Australia,country,-33.87,151.21,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,Bangladesh,country,23.81,90.41,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,blister,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,mo_concentrate,Molybdenum,
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,lithium_compounds,Lithium,
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,gold_refined,Gold,
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,Bolivia,country,-16.5,-68.15,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,Bolivia,country,-16.5,-68.15,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,Bolivia,country,-16.5,-68.15,port_to_country,sulfuric_acid,Sulfuric Acid,
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,silver_refined,Silver,
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,lead_unwrought,Lead,
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,sulfuric_acid,Sulfuric Acid,
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,blister,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,lithium_compounds,Lithium,
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,gold_refined,Gold,
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,silver_refined,Silver,
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,blister,Copper,
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,mo_concentrate,Molybdenum,
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,lithium_compounds,Lithium,
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,gold_refined,Gold,
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,lead_unwrought,Lead,
Antofagasta (ATI),port,-23.65,-70.4,Costa Rica,country,9.93,-84.09,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Costa Rica,country,9.93,-84.09,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,Costa Rica,country,9.93,-84.09,port_to_country,sulfuric_acid,Sulfuric Acid,
Antofagasta (ATI),port,-23.65,-70.4,Cyprus,country,35.17,33.36,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,Denmark,country,55.68,12.57,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,Ecuador,country,-0.18,-78.47,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Ecuador,country,-0.18,-78.47,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,Ecuador,country,-0.18,-78.47,port_to_country,lead_unwrought,Lead,
Antofagasta (ATI),port,-23.65,-70.4,Ecuador,country,-0.18,-78.47,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,France,country,48.86,2.35,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,France,country,48.86,2.35,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,France,country,48.86,2.35,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Germany,country,53.55,9.99,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Germany,country,53.55,9.99,port_to_country,blister,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Germany,country,53.55,9.99,port_to_country,lithium_compounds,Lithium,
Antofagasta (ATI),port,-23.65,-70.4,Germany,country,53.55,9.99,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Greece,country,37.98,23.73,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Greece,country,37.98,23.73,port_to_country,blister,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Guatemala,country,14.63,-90.51,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,Honduras,country,14.07,-87.19,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Hong Kong,country,22.32,114.17,port_to_country,selenium,Selenium,
Antofagasta (ATI),port,-23.65,-70.4,India,country,19.08,72.88,port_to_country,blister,Copper,
Antofagasta (ATI),port,-23.65,-70.4,India,country,19.08,72.88,port_to_country,mo_concentrate,Molybdenum,
Antofagasta (ATI),port,-23.65,-70.4,India,country,19.08,72.88,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,India,country,19.08,72.88,port_to_country,lead_unwrought,Lead,
Antofagasta (ATI),port,-23.65,-70.4,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Ireland,country,53.35,-6.26,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,Israel,country,32.09,34.77,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Italy,country,45.46,9.19,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Italy,country,45.46,9.19,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Italy,country,45.46,9.19,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,blister,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,mo_concentrate,Molybdenum,
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,lithium_compounds,Lithium,
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,lead_unwrought,Lead,
Antofagasta (ATI),port,-23.65,-70.4,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Malaysia,country,3.14,101.69,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,lithium_compounds,Lithium,
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,mo_concentrate,Molybdenum,
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,New Zealand,country,-36.85,174.76,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Nigeria,country,6.52,3.38,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Pakistan,country,24.86,67.01,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Paraguay,country,-25.26,-57.58,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Paraguay,country,-25.26,-57.58,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,gold_refined,Gold,
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,Philippines,country,14.6,120.98,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Saudi Arabia,country,24.77,46.74,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Singapore,country,1.35,103.82,port_to_country,gold_refined,Gold,
Antofagasta (ATI),port,-23.65,-70.4,South Africa,country,-33.92,18.42,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,South Africa,country,-33.92,18.42,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,South Africa,country,-33.92,18.42,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,blister,Copper,
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,mo_concentrate,Molybdenum,
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,lithium_compounds,Lithium,
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,blister,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,lead_unwrought,Lead,
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,Sri Lanka,country,6.93,79.85,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Switzerland,country,47.38,8.54,port_to_country,gold_refined,Gold,
Antofagasta (ATI),port,-23.65,-70.4,Switzerland,country,47.38,8.54,port_to_country,silver_refined,Silver,
Antofagasta (ATI),port,-23.65,-70.4,Switzerland,country,47.38,8.54,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Taiwan,country,25.03,121.57,port_to_country,lithium_compounds,Lithium,
Antofagasta (ATI),port,-23.65,-70.4,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Thailand,country,13.76,100.5,port_to_country,blister,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Thailand,country,13.76,100.5,port_to_country,mo_concentrate,Molybdenum,
Antofagasta (ATI),port,-23.65,-70.4,Turkey,country,41.01,28.98,port_to_country,gold_refined,Gold,
Antofagasta (ATI),port,-23.65,-70.4,Turkey,country,41.01,28.98,port_to_country,silver_refined,Silver,
Antofagasta (ATI),port,-23.65,-70.4,UAE,country,25.2,55.27,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,UAE,country,25.2,55.27,port_to_country,gold_refined,Gold,
Antofagasta (ATI),port,-23.65,-70.4,UAE,country,25.2,55.27,port_to_country,silver_refined,Silver,
Antofagasta (ATI),port,-23.65,-70.4,UAE,country,25.2,55.27,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,blister,Copper,
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,mo_concentrate,Molybdenum,
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,lithium_compounds,Lithium,
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,gold_refined,Gold,
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,silver_refined,Silver,
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,potassium_chloride,Potash,
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,silver_refined,Silver,
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,copper_sulfate,Copper Sulfate,
Antofagasta (ATI),port,-23.65,-70.4,Uruguay,country,-34.88,-56.16,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Uruguay,country,-34.88,-56.16,port_to_country,sulfuric_acid,Sulfuric Acid,
Antofagasta (ATI),port,-23.65,-70.4,Venezuela,country,10.48,-66.9,port_to_country,borate,Boron,
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,mo_concentrate,Molybdenum,
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,lithium_compounds,Lithium,
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,borate,Boron,
Barquito,port,-27.07,-70.84,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Belgium,country,51.26,4.35,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Belgium,country,51.26,4.35,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Belgium,country,51.26,4.35,port_to_country,blister,Copper,
Barquito,port,-27.07,-70.84,Belgium,country,51.26,4.35,port_to_country,mo_concentrate,Molybdenum,
Barquito,port,-27.07,-70.84,Bolivia,country,-16.5,-68.15,port_to_country,sulfuric_acid,Sulfuric Acid,
Barquito,port,-27.07,-70.84,Brazil,country,-23.55,-46.63,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,
Barquito,port,-27.07,-70.84,Brazil,country,-23.55,-46.63,port_to_country,sulfuric_acid,Sulfuric Acid,
Barquito,port,-27.07,-70.84,Bulgaria,country,42.7,23.32,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Canada,country,49.28,-123.12,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Canada,country,49.28,-123.12,port_to_country,blister,Copper,
Barquito,port,-27.07,-70.84,China,country,31.23,121.47,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,China,country,31.23,121.47,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,China,country,31.23,121.47,port_to_country,blister,Copper,
Barquito,port,-27.07,-70.84,China,country,31.23,121.47,port_to_country,mo_concentrate,Molybdenum,
Barquito,port,-27.07,-70.84,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Costa Rica,country,9.93,-84.09,port_to_country,sulfuric_acid,Sulfuric Acid,
Barquito,port,-27.07,-70.84,Finland,country,60.17,24.94,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,France,country,48.86,2.35,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Germany,country,53.55,9.99,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Germany,country,53.55,9.99,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Germany,country,53.55,9.99,port_to_country,blister,Copper,
Barquito,port,-27.07,-70.84,Greece,country,37.98,23.73,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Greece,country,37.98,23.73,port_to_country,blister,Copper,
Barquito,port,-27.07,-70.84,Hong Kong,country,22.32,114.17,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,India,country,19.08,72.88,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,India,country,19.08,72.88,port_to_country,blister,Copper,
Barquito,port,-27.07,-70.84,India,country,19.08,72.88,port_to_country,mo_concentrate,Molybdenum,
Barquito,port,-27.07,-70.84,Indonesia,country,-6.21,106.85,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Italy,country,45.46,9.19,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Japan,country,35.68,139.69,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Japan,country,35.68,139.69,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Japan,country,35.68,139.69,port_to_country,blister,Copper,
Barquito,port,-27.07,-70.84,Japan,country,35.68,139.69,port_to_country,mo_concentrate,Molybdenum,
Barquito,port,-27.07,-70.84,Malaysia,country,3.14,101.69,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,
Barquito,port,-27.07,-70.84,Mexico,country,19.43,-99.13,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Netherlands,country,51.92,4.48,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Netherlands,country,51.92,4.48,port_to_country,mo_concentrate,Molybdenum,
Barquito,port,-27.07,-70.84,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Peru,country,-12.05,-77.04,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Philippines,country,14.6,120.98,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,South Korea,country,37.57,126.98,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,South Korea,country,37.57,126.98,port_to_country,blister,Copper,
Barquito,port,-27.07,-70.84,South Korea,country,37.57,126.98,port_to_country,mo_concentrate,Molybdenum,
Barquito,port,-27.07,-70.84,Spain,country,36.72,-4.42,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Spain,country,36.72,-4.42,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Spain,country,36.72,-4.42,port_to_country,blister,Copper,
Barquito,port,-27.07,-70.84,Sweden,country,57.71,11.97,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Switzerland,country,47.38,8.54,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,
Barquito,port,-27.07,-70.84,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Thailand,country,13.76,100.5,port_to_country,blister,Copper,
Barquito,port,-27.07,-70.84,Thailand,country,13.76,100.5,port_to_country,mo_concentrate,Molybdenum,
Barquito,port,-27.07,-70.84,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,UAE,country,25.2,55.27,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,USA,country,29.76,-95.37,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,USA,country,29.76,-95.37,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,USA,country,29.76,-95.37,port_to_country,blister,Copper,
Barquito,port,-27.07,-70.84,USA,country,29.76,-95.37,port_to_country,mo_concentrate,Molybdenum,
Barquito,port,-27.07,-70.84,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Uruguay,country,-34.88,-56.16,port_to_country,sulfuric_acid,Sulfuric Acid,
Barquito,port,-27.07,-70.84,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Vietnam,country,10.82,106.63,port_to_country,mo_concentrate,Molybdenum,
Caldera,port,-27.07,-70.82,Bahrain,country,26.07,50.56,port_to_country,iron_ore,Iron,
Caldera,port,-27.07,-70.82,Belgium,country,51.26,4.35,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Brazil,country,-23.55,-46.63,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Bulgaria,country,42.7,23.32,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Canada,country,49.28,-123.12,port_to_country,concentrate,Copper,
