FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM
Distrito Michilla,mine,-22.682999999999936,-70.17799999999994,Plant near Tocopilla,plant,-21.9459,-69.8715,mine_to_plant,concentrate,Copper,87.8
Distrito Michilla,mine,-22.682999999999936,-70.17799999999994,Radomiro Tomic SX-EW plant,plant,-22.1927,-68.8674,mine_to_plant,cathode_sxew,Copper,145.3
Distrito Michilla,mine,-22.682999999999936,-70.17799999999994,Spence SX-EW plant,plant,-22.8015,-69.2818,mine_to_plant,cathode_sxew,Copper,92.8
Distrito Montecristo,mine,-24.96799999999996,-70.39299999999997,Altonorte smelter,plant,-23.8247,-70.3178,mine_to_plant,blister,Copper,127.4
Distrito Montecristo,mine,-24.96799999999996,-70.39299999999997,Franke SX-EW Plant,plant,-25.8334,-69.8639,mine_to_plant,cathode_sxew,Copper,109.9
Distrito Montecristo,mine,-24.96799999999996,-70.39299999999997,José Antonio Moreno,plant,-25.3963,-70.4742,mine_to_plant,concentrate,Copper,48.3
Distrito San Juan,mine,-28.720999999999947,-71.21199999999999,Dos Amigos SX-EW plant,plant,-28.9869,-70.8859,mine_to_plant,cathode_sxew,Copper,43.4
Distrito San Juan,mine,-28.720999999999947,-71.21199999999999,Plant near Coquimbo (Region IV),plant,-29.8353,-71.1035,mine_to_plant,concentrate,Copper,124.4
Distrito San Juan,mine,-28.720999999999947,-71.21199999999999,Vallenar plant,plant,-28.5652,-70.7387,mine_to_plant,concentrate,Copper,49.3
Domeyko,mine,-28.99099999999993,-70.87999999999994,Dos Amigos SX-EW plant,plant,-28.9869,-70.8859,mine_to_plant,cathode_sxew,Copper,0.7
Domeyko,mine,-28.99099999999993,-70.87999999999994,Plant near Coquimbo (Region IV),plant,-29.8353,-71.1035,mine_to_plant,concentrate,Copper,96.3
Domeyko,mine,-28.99099999999993,-70.87999999999994,SX-EW plant,plant,-30.261,-71.0917,mine_to_plant,cathode_sxew,Copper,142.7
Domeyko,mine,-28.99099999999993,-70.87999999999994,Vallenar plant,plant,-28.5652,-70.7387,mine_to_plant,concentrate,Copper,49.3
Domeyko,mine,-28.99099999999993,-70.87999999999994,Vallenar plant,plant,-28.5652,-70.7387,mine_to_plant,concentrate,Gold,49.3
Dominga,mine,-29.37999999999994,-71.18699999999995,Dos Amigos SX-EW plant,plant,-28.9869,-70.8859,mine_to_plant,cathode_sxew,Copper,52.6
Dominga,mine,-29.37999999999994,-71.18699999999995,El Algarrobito concentration plant,plant,-28.8028,-70.9839,mine_to_plant,concentrate,Iron,67.1
Dominga,mine,-29.37999999999994,-71.18699999999995,El Romeral concentration plant,plant,-29.7282,-71.2317,mine_to_plant,concentrate,Iron,39.0
Dominga,mine,-29.37999999999994,-71.18699999999995,El Romeral concentration plant,plant,-29.7282,-71.2317,mine_to_plant,iron_ore,Iron,39.0
Dominga,mine,-29.37999999999994,-71.18699999999995,El Romeral pellet-feed plant,plant,-29.7308,-71.2325,mine_to_plant,concentrate,Iron,39.3
Dominga,mine,-29.37999999999994,-71.18699999999995,Huasco concentration plant,plant,-28.2907,-70.8125,mine_to_plant,concentrate,Iron,126.5
Dominga,mine,-29.37999999999994,-71.18699999999995,Huasco pellet plant,plant,-28.4808,-71.2485,mine_to_plant,concentrate,Iron,100.2
Dominga,mine,-29.37999999999994,-71.18699999999995,Los Colorados concentration plant,plant,-28.291,-70.8129,mine_to_plant,concentrate,Iron,126.5
Dominga,mine,-29.37999999999994,-71.18699999999995,Plant near Coquimbo (Region IV),plant,-29.8353,-71.1035,mine_to_plant,concentrate,Copper,51.3
Dominga,mine,-29.37999999999994,-71.18699999999995,SX-EW plant,plant,-30.261,-71.0917,mine_to_plant,cathode_sxew,Copper,98.4
Dominga,mine,-29.37999999999994,-71.18699999999995,Vallenar plant,plant,-28.5652,-70.7387,mine_to_plant,concentrate,Copper,100.6
Don Jaime,mine,-32.537999999999954,-71.00399999999996,Chagres smelter (anodes and blister),plant,-32.8047,-70.9554,mine_to_plant,blister,Copper,30.0
Don Jaime,mine,-32.537999999999954,-71.00399999999996,El Soldado SX-EW plant,plant,-32.6593,-71.1448,mine_to_plant,cathode_sxew,Copper,18.9
Don Jaime,mine,-32.537999999999954,-71.00399999999996,Las Ventanas refinery and smelter,plant,-32.7618,-71.4812,mine_to_plant,blister,Copper,51.1
Don Jaime,mine,-32.537999999999954,-71.00399999999996,Los Bronces (Tortolas) SX-EW plant (cathodes),plant,-33.1409,-70.7086,mine_to_plant,cathode_sxew,Copper,72.5
Don Jaime,mine,-32.537999999999954,-71.00399999999996,Plant at Cabildo,plant,-32.5838,-70.8762,mine_to_plant,concentrate,Copper,13.0
Don Jaime,mine,-32.537999999999954,-71.00399999999996,Tres Valles SX-EW plant,plant,-31.7364,-71.0165,mine_to_plant,cathode_sxew,Copper,89.1
Doña Elba,mine,-25.611999999999966,-70.39699999999993,Franke SX-EW Plant,plant,-25.8334,-69.8639,mine_to_plant,cathode_sxew,Copper,58.8
Doña Elba,mine,-25.611999999999966,-70.39699999999993,José Antonio Moreno,plant,-25.3963,-70.4742,mine_to_plant,concentrate,Copper,25.2
Doña Elba,mine,-25.611999999999966,-70.39699999999993,Mantoverde SX-EW plant,plant,-26.5615,-70.3253,mine_to_plant,cathode_sxew,Copper,105.8
Doña Elba,mine,-25.611999999999966,-70.39699999999993,Osvaldo Martínez,plant,-26.4196,-70.3172,mine_to_plant,concentrate,Copper,90.2
Doña Elba,mine,-25.611999999999966,-70.39699999999993,Potrerillos SX-EW refinery and smelter,plant,-26.283,-69.5965,mine_to_plant,cathode_sxew,Copper,109.4
El Abra,mine,-21.923999999999975,-68.83399999999995,Al Elbra SX-EW plant,plant,-21.9859,-68.6886,mine_to_plant,cathode_sxew,Copper,16.5
El Abra,mine,-21.923999999999975,-68.83399999999995,Antucoya SX-EW plant,plant,-22.6298,-69.8832,mine_to_plant,cathode_sxew,Copper,133.5
El Abra,mine,-21.923999999999975,-68.83399999999995,Centinela oxide and sulfide plant,plant,-22.9275,-69.0965,mine_to_plant,concentrate,Copper,114.8
El Abra,mine,-21.923999999999975,-68.83399999999995,Chuquicamata Mine (plant to acid-leach fine copper),plant,-22.3013,-68.8404,mine_to_plant,cathode_sxew,Copper,42.0
El Abra,mine,-21.923999999999975,-68.83399999999995,Chuquicamata SX-EW plant (oxide) and smelter,plant,-22.3137,-68.8895,mine_to_plant,cathode_sxew,Copper,43.7
El Abra,mine,-21.923999999999975,-68.83399999999995,Collahuasi SX-EW plant,plant,-20.9779,-68.6315,mine_to_plant,cathode_sxew,Copper,107.3
El Abra,mine,-21.923999999999975,-68.83399999999995,Collahuasi plants,plant,-20.9761,-68.6272,mine_to_plant,concentrate,Gold,107.6
El Abra,mine,-21.923999999999975,-68.83399999999995,Collahuasi plants,plant,-20.9761,-68.6272,mine_to_plant,concentrate,Silver,107.6
El Abra,mine,-21.923999999999975,-68.83399999999995,El Tesoro SX-EW plant,plant,-22.9277,-69.0976,mine_to_plant,cathode_sxew,Copper,114.8
El Abra,mine,-21.923999999999975,-68.83399999999995,Esperanza milling/flotation plant,plant,-22.9998,-69.1036,mine_to_plant,concentrate,Gold,122.8
El Abra,mine,-21.923999999999975,-68.83399999999995,Mantos de la Luna SX-EW plant,plant,-22.3851,-70.1782,mine_to_plant,cathode_sxew,Copper,147.6
El Abra,mine,-21.923999999999975,-68.83399999999995,Molybdenum plant,plant,-20.9761,-68.6272,mine_to_plant,concentrate,Molybdenum,107.6
El Abra,mine,-21.923999999999975,-68.83399999999995,Plant near Tocopilla,plant,-21.9459,-69.8715,mine_to_plant,concentrate,Copper,107.0
El Abra,mine,-21.923999999999975,-68.83399999999995,Quebrada Blanca SX-EW plant,plant,-21.0027,-68.7964,mine_to_plant,cathode_sxew,Copper,102.5
El Abra,mine,-21.923999999999975,-68.83399999999995,Radomiro Tomic SX-EW plant,plant,-22.1927,-68.8674,mine_to_plant,cathode_sxew,Copper,30.1
El Abra,mine,-21.923999999999975,-68.83399999999995,Spence SX-EW plant,plant,-22.8015,-69.2818,mine_to_plant,cathode_sxew,Copper,107.9
El Algarrobo,mine,-28.798610999999937,-70.99249999999995,El Algarrobito concentration plant,plant,-28.8028,-70.9839,mine_to_plant,concentrate,Iron,1.0
El Algarrobo,mine,-28.798610999999937,-70.99249999999995,El Algarrobito concentration plant,plant,-28.8028,-70.9839,mine_to_plant,iron_ore,Iron,1.0
El Algarrobo,mine,-28.798610999999937,-70.99249999999995,El Romeral concentration plant,plant,-29.7282,-71.2317,mine_to_plant,concentrate,Iron,105.9
El Algarrobo,mine,-28.798610999999937,-70.99249999999995,El Romeral pellet-feed plant,plant,-29.7308,-71.2325,mine_to_plant,concentrate,Iron,106.2
El Algarrobo,mine,-28.798610999999937,-70.99249999999995,Huasco concentration plant,plant,-28.2907,-70.8125,mine_to_plant,concentrate,Iron,59.2
El Algarrobo,mine,-28.798610999999937,-70.99249999999995,Huasco pellet plant,plant,-28.4808,-71.2485,mine_to_plant,concentrate,Iron,43.3
El Algarrobo,mine,-28.798610999999937,-70.99249999999995,Los Colorados concentration plant,plant,-28.291,-70.8129,mine_to_plant,concentrate,Iron,59.1
El Espino,mine,-31.372999999999937,-71.09799999999996,El Soldado SX-EW plant,plant,-32.6593,-71.1448,mine_to_plant,cathode_sxew,Copper,143.1
El Espino,mine,-31.372999999999937,-71.09799999999996,Los Pelambres plant,plant,-31.8134,-70.5823,mine_to_plant,concentrate,Gold,69.2
El Espino,mine,-31.372999999999937,-71.09799999999996,Plant at Cabildo,plant,-32.5838,-70.8762,mine_to_plant,concentrate,Copper,136.3
El Espino,mine,-31.372999999999937,-71.09799999999996,SX-EW plant,plant,-30.261,-71.0917,mine_to_plant,cathode_sxew,Copper,123.7
El Espino,mine,-31.372999999999937,-71.09799999999996,Tres Valles SX-EW plant,plant,-31.7364,-71.0165,mine_to_plant,cathode_sxew,Copper,41.1
El Laco,mine,-23.82666699999993,-67.47666699999996,El Laco concentration plant,plant,-23.8435,-67.4856,mine_to_plant,concentrate,Iron,2.1
El Loa,mine,-21.256999999999948,-68.58299999999997,Al Elbra SX-EW plant,plant,-21.9859,-68.6886,mine_to_plant,cathode_sxew,Copper,81.8
El Loa,mine,-21.256999999999948,-68.58299999999997,Chuquicamata Mine (plant to acid-leach fine copper),plant,-22.3013,-68.8404,mine_to_plant,cathode_sxew,Copper,119.1
El Loa,mine,-21.256999999999948,-68.58299999999997,Chuquicamata SX-EW plant (oxide) and smelter,plant,-22.3137,-68.8895,mine_to_plant,cathode_sxew,Copper,121.7
El Loa,mine,-21.256999999999948,-68.58299999999997,Collahuasi SX-EW plant,plant,-20.9779,-68.6315,mine_to_plant,cathode_sxew,Copper,31.4
El Loa,mine,-21.256999999999948,-68.58299999999997,La Cascada SX-EW plant,plant,-20.1873,-69.3329,mine_to_plant,cathode_sxew,Copper,142.2
El Loa,mine,-21.256999999999948,-68.58299999999997,Quebrada Blanca SX-EW plant,plant,-21.0027,-68.7964,mine_to_plant,cathode_sxew,Copper,35.9
El Loa,mine,-21.256999999999948,-68.58299999999997,Radomiro Tomic SX-EW plant,plant,-22.1927,-68.8674,mine_to_plant,cathode_sxew,Copper,108.1
El Peñón,mine,-24.39416699999998,-69.49305599999997,El Peñón concentration plant,plant,-24.4116,-69.4969,mine_to_plant,concentrate,Gold,2.0
El Peñón,mine,-24.39416699999998,-69.49305599999997,El Peñón concentration plant,plant,-24.4116,-69.4969,mine_to_plant,concentrate,Silver,2.0
El Peñón,mine,-24.39416699999998,-69.49305599999997,Escondida concentrator,plant,-24.2628,-69.0581,mine_to_plant,concentrate,Gold,46.4
El Peñón,mine,-24.39416699999998,-69.49305599999997,Escondida concentrator,plant,-24.2628,-69.0581,mine_to_plant,concentrate,Silver,46.4
El Peñón,mine,-24.39416699999998,-69.49305599999997,José Antonio Moreno plant,plant,-25.3963,-70.4742,mine_to_plant,concentrate,Gold,149.0
El Peñón,mine,-24.39416699999998,-69.49305599999997,José Antonio Moreno plant,plant,-25.3963,-70.4742,mine_to_plant,concentrate,Silver,149.0
El Soldado,mine,-32.611999999999966,-71.12799999999999,Chagres smelter (anodes and blister),plant,-32.8047,-70.9554,mine_to_plant,blister,Copper,26.8
El Soldado,mine,-32.611999999999966,-71.12799999999999,El Soldado SX-EW plant,plant,-32.6593,-71.1448,mine_to_plant,cathode_sxew,Copper,5.5
El Soldado,mine,-32.611999999999966,-71.12799999999999,Las Ventanas refinery and smelter,plant,-32.7618,-71.4812,mine_to_plant,blister,Copper,37.0
El Soldado,mine,-32.611999999999966,-71.12799999999999,Los Bronces (Tortolas) SX-EW plant (cathodes),plant,-33.1409,-70.7086,mine_to_plant,cathode_sxew,Copper,70.7
El Soldado,mine,-32.611999999999966,-71.12799999999999,Plant at Cabildo,plant,-32.5838,-70.8762,mine_to_plant,concentrate,Copper,23.8
El Soldado,mine,-32.611999999999966,-71.12799999999999,Tres Valles SX-EW plant,plant,-31.7364,-71.0165,mine_to_plant,cathode_sxew,Copper,97.9
El Teniente,mine,-34.091999999999985,-70.33799999999997,"Caletones smelter (anodes). refinery (fire-refined ingots), and SX-EW plant",plant,-34.1046,-70.4505,mine_to_plant,cathode_sxew,Copper,10.5
El Teniente,mine,-34.091999999999985,-70.33799999999997,El Teniente plant,plant,-34.0886,-70.4555,mine_to_plant,concentrate,Molybdenum,10.8
El Teniente,mine,-34.091999999999985,-70.33799999999997,Facilities near Rancagua,plant,-34.2383,-70.685,mine_to_plant,concentrate,Copper,35.8
El Teniente,mine,-34.091999999999985,-70.33799999999997,Los Bronces (Tortolas) SX-EW plant (cathodes),plant,-33.1409,-70.7086,mine_to_plant,cathode_sxew,Copper,111.2
El Teniente,mine,-34.091999999999985,-70.33799999999997,Nos plant,plant,-33.6065,-70.7441,mine_to_plant,concentrate,Rhenium,65.7
El Teniente,mine,-34.091999999999985,-70.33799999999997,Tortolas molybdenum flotation plant,plant,-33.1409,-70.7086,mine_to_plant,concentrate,Molybdenum,111.2
El Toqui,mine,-45.01699999999994,-71.89999999999998,Doña Rosa concentration plant,plant,-45.0341,-71.9341,mine_to_plant,concentrate,Gold,3.3
El Toqui,mine,-45.01699999999994,-71.89999999999998,Doña Rosa concentration plant,plant,-45.0341,-71.9341,mine_to_plant,concentrate,Silver,3.3
El Toqui,mine,-45.01699999999994,-71.89999999999998,Doña Rosa concentration plant,plant,-45.0341,-71.9341,mine_to_plant,concentrate,Zinc,3.3
El Toqui,mine,-45.01699999999994,-71.89999999999998,Doña Rosa concentration plant,plant,-45.0341,-71.9341,mine_to_plant,zinc_concentrate,Zinc,3.3
Encierro,mine,-29.063999999999965,-69.92699999999996,Dos Amigos SX-EW plant,plant,-28.9869,-70.8859,mine_to_plant,cathode_sxew,Copper,93.6
Encierro,mine,-29.063999999999965,-69.92699999999996,Plant near Coquimbo (Region IV),plant,-29.8353,-71.1035,mine_to_plant,concentrate,Copper,142.6
Encierro,mine,-29.063999999999965,-69.92699999999996,Vallenar plant,plant,-28.5652,-70.7387,mine_to_plant,concentrate,Copper,96.6
Encierro,mine,-29.063999999999965,-69.92699999999996,Vallenar plant,plant,-28.5652,-70.7387,mine_to_plant,concentrate,Gold,96.6
Escalones,mine,-34.12099999999998,-69.96499999999997,"Caletones smelter (anodes). refinery (fire-refined ingots), and SX-EW plant",plant,-34.1046,-70.4505,mine_to_plant,cathode_sxew,Copper,44.7
Escalones,mine,-34.12099999999998,-69.96499999999997,El Teniente plant,plant,-34.0886,-70.4555,mine_to_plant,concentrate,Molybdenum,45.3
Escalones,mine,-34.12099999999998,-69.96499999999997,Facilities near Rancagua,plant,-34.2383,-70.685,mine_to_plant,concentrate,Copper,67.5
Escalones,mine,-34.12099999999998,-69.96499999999997,Los Bronces (Tortolas) SX-EW plant (cathodes),plant,-33.1409,-70.7086,mine_to_plant,cathode_sxew,Copper,128.9
Escalones,mine,-34.12099999999998,-69.96499999999997,Los Bronces Plants,plant,-33.1462,-70.2863,mine_to_plant,concentrate,Silver,112.4
Escalones,mine,-34.12099999999998,-69.96499999999997,Minera Florida concentration plant,plant,-34.0348,-71.0265,mine_to_plant,concentrate,Gold,98.2
Escalones,mine,-34.12099999999998,-69.96499999999997,Minera Florida concentration plant,plant,-34.0348,-71.0265,mine_to_plant,concentrate,Silver,98.2
Escalones,mine,-34.12099999999998,-69.96499999999997,Tortolas molybdenum flotation plant,plant,-33.1409,-70.7086,mine_to_plant,concentrate,Molybdenum,128.9
Escondida,mine,-24.274999999999977,-69.05799999999994,Altonorte smelter,plant,-23.8247,-70.3178,mine_to_plant,blister,Copper,137.4
Escondida,mine,-24.274999999999977,-69.05799999999994,Centinela oxide and sulfide plant,plant,-22.9275,-69.0965,mine_to_plant,concentrate,Copper,149.9
Escondida,mine,-24.274999999999977,-69.05799999999994,El Tesoro SX-EW plant,plant,-22.9277,-69.0976,mine_to_plant,cathode_sxew,Copper,149.9
Escondida,mine,-24.274999999999977,-69.05799999999994,Escondida concentrator,plant,-24.2628,-69.0581,mine_to_plant,concentrate,Copper,1.4
Escondida,mine,-24.274999999999977,-69.05799999999994,Escondida oxide plant for cathode production (SX-EW),plant,-24.2536,-69.1008,mine_to_plant,cathode_sxew,Copper,4.9
Escondida,mine,-24.274999999999977,-69.05799999999994,Escondida sulfide-leach plant for cathode production,plant,-24.2601,-68.9925,mine_to_plant,cathode_sxew,Copper,6.8
Escondida,mine,-24.274999999999977,-69.05799999999994,Gabriela Mistral SX-EW plant,plant,-23.4173,-68.7838,mine_to_plant,cathode_sxew,Copper,99.4
Escondida,mine,-24.274999999999977,-69.05799999999994,Lomas Bayas SX-EW plant,plant,-23.4318,-69.5017,mine_to_plant,cathode_sxew,Copper,104.1
Escondida,mine,-24.274999999999977,-69.05799999999994,Mantos Blancos SX-EW plant,plant,-23.4397,-70.0734,mine_to_plant,cathode_sxew,Copper,138.9
Escondida,mine,-24.274999999999977,-69.05799999999994,Zaldívar SX-EW plant,plant,-24.201,-69.0689,mine_to_plant,cathode_sxew,Copper,8.3
Exploradora,mine,-25.805999999999983,-69.23699999999997,Franke SX-EW Plant,plant,-25.8334,-69.8639,mine_to_plant,cathode_sxew,Copper,62.8
Exploradora,mine,-25.805999999999983,-69.23699999999997,José Antonio Moreno,plant,-25.3963,-70.4742,mine_to_plant,concentrate,Copper,132.2
Exploradora,mine,-25.805999999999983,-69.23699999999997,José Antonio Moreno plant,plant,-25.3963,-70.4742,mine_to_plant,concentrate,Gold,132.2
Exploradora,mine,-25.805999999999983,-69.23699999999997,Mantoverde SX-EW plant,plant,-26.5615,-70.3253,mine_to_plant,cathode_sxew,Copper,137.3
Exploradora,mine,-25.805999999999983,-69.23699999999997,Osvaldo Martínez,plant,-26.4196,-70.3172,mine_to_plant,concentrate,Copper,127.6
Exploradora,mine,-25.805999999999983,-69.23699999999997,Osvaldo Martínez plant,plant,-26.4196,-70.3172,mine_to_plant,concentrate,Gold,127.6
Exploradora,mine,-25.805999999999983,-69.23699999999997,Potrerillos SX-EW refinery and smelter,plant,-26.283,-69.5965,mine_to_plant,cathode_sxew,Copper,64.1
Fenix,mine,-27.010999999999967,-69.20299999999997,Manuel Antonio Matta plant,plant,-27.4131,-70.2517,mine_to_plant,concentrate,Gold,112.9
Fenix,mine,-27.010999999999967,-69.20299999999997,Osvaldo Martínez plant,plant,-26.4196,-70.3172,mine_to_plant,concentrate,Gold,128.7
Florencia,mine,-23.41999999999996,-69.54999999999995,Maria Elena plant,plant,-22.3367,-69.6595,mine_to_plant,iodine,Iodine,121.0
Florencia,mine,-23.41999999999996,-69.54999999999995,María Elena plant,plant,-22.3367,-69.6595,mine_to_plant,iodine,Iodine,121.0
Florencia,mine,-23.41999999999996,-69.54999999999995,Plant in Aguas Blancas,plant,-24.1357,-69.8671,mine_to_plant,iodine,Iodine,85.9
Franke,mine,-25.82899999999995,-69.86399999999998,Franke SX-EW Plant,plant,-25.8334,-69.8639,mine_to_plant,cathode_sxew,Copper,0.5
Franke,mine,-25.82899999999995,-69.86399999999998,José Antonio Moreno,plant,-25.3963,-70.4742,mine_to_plant,concentrate,Copper,77.8
Franke,mine,-25.82899999999995,-69.86399999999998,Mantoverde SX-EW plant,plant,-26.5615,-70.3253,mine_to_plant,cathode_sxew,Copper,93.6
Franke,mine,-25.82899999999995,-69.86399999999998,Osvaldo Martínez,plant,-26.4196,-70.3172,mine_to_plant,concentrate,Copper,79.7
Franke,mine,-25.82899999999995,-69.86399999999998,Potrerillos SX-EW refinery and smelter,plant,-26.283,-69.5965,mine_to_plant,cathode_sxew,Copper,57.1
Frontera,mine,-31.728999999999928,-70.47799999999995,Chagres smelter (anodes and blister),plant,-32.8047,-70.9554,mine_to_plant,blister,Copper,127.8
Frontera,mine,-31.728999999999928,-70.47799999999995,El Soldado SX-EW plant,plant,-32.6593,-71.1448,mine_to_plant,cathode_sxew,Copper,121.0
Frontera,mine,-31.728999999999928,-70.47799999999995,Las Ventanas refinery and smelter,plant,-32.7618,-71.4812,mine_to_plant,blister,Copper,148.6
Frontera,mine,-31.728999999999928,-70.47799999999995,Las Ventanas refinery and smelter,plant,-32.7618,-71.4812,mine_to_plant,blister,Gold,148.6
Frontera,mine,-31.728999999999928,-70.47799999999995,Los Pelambres plant,plant,-31.8134,-70.5823,mine_to_plant,concentrate,Gold,13.6
Frontera,mine,-31.728999999999928,-70.47799999999995,Plant at Cabildo,plant,-32.5838,-70.8762,mine_to_plant,concentrate,Copper,102.2
Frontera,mine,-31.728999999999928,-70.47799999999995,Tres Valles SX-EW plant,plant,-31.7364,-71.0165,mine_to_plant,cathode_sxew,Copper,50.9
Gabriela Mistral,mine,-23.41799999999995,-68.81099999999998,Antucoya SX-EW plant,plant,-22.6298,-69.8832,mine_to_plant,cathode_sxew,Copper,140.4
Gabriela Mistral,mine,-23.41799999999995,-68.81099999999998,Centinela oxide and sulfide plant,plant,-22.9275,-69.0965,mine_to_plant,concentrate,Copper,61.9
Gabriela Mistral,mine,-23.41799999999995,-68.81099999999998,Chuquicamata Mine (plant to acid-leach fine copper),plant,-22.3013,-68.8404,mine_to_plant,cathode_sxew,Copper,124.2
Gabriela Mistral,mine,-23.41799999999995,-68.81099999999998,Chuquicamata SX-EW plant (oxide) and smelter,plant,-22.3137,-68.8895,mine_to_plant,cathode_sxew,Copper,123.1
Gabriela Mistral,mine,-23.41799999999995,-68.81099999999998,El Tesoro SX-EW plant,plant,-22.9277,-69.0976,mine_to_plant,cathode_sxew,Copper,61.9
Gabriela Mistral,mine,-23.41799999999995,-68.81099999999998,Escondida concentrator,plant,-24.2628,-69.0581,mine_to_plant,concentrate,Copper,97.2
Gabriela Mistral,mine,-23.41799999999995,-68.81099999999998,Escondida oxide plant for cathode production (SX-EW),plant,-24.2536,-69.1008,mine_to_plant,cathode_sxew,Copper,97.5
Gabriela Mistral,mine,-23.41799999999995,-68.81099999999998,Escondida sulfide-leach plant for cathode production,plant,-24.2601,-68.9925,mine_to_plant,cathode_sxew,Copper,95.4
Gabriela Mistral,mine,-23.41799999999995,-68.81099999999998,Gabriela Mistral SX-EW plant,plant,-23.4173,-68.7838,mine_to_plant,cathode_sxew,Copper,2.8
Gabriela Mistral,mine,-23.41799999999995,-68.81099999999998,Lomas Bayas SX-EW plant,plant,-23.4318,-69.5017,mine_to_plant,cathode_sxew,Copper,70.5
Gabriela Mistral,mine,-23.41799999999995,-68.81099999999998,Mantos Blancos SX-EW plant,plant,-23.4397,-70.0734,mine_to_plant,cathode_sxew,Copper,128.8
Gabriela Mistral,mine,-23.41799999999995,-68.81099999999998,Radomiro Tomic SX-EW plant,plant,-22.1927,-68.8674,mine_to_plant,cathode_sxew,Copper,136.4
Gabriela Mistral,mine,-23.41799999999995,-68.81099999999998,Spence SX-EW plant,plant,-22.8015,-69.2818,mine_to_plant,cathode_sxew,Copper,83.8
Gabriela Mistral,mine,-23.41799999999995,-68.81099999999998,Zaldívar SX-EW plant,plant,-24.201,-69.0689,mine_to_plant,cathode_sxew,Copper,90.9
Genoveva,mine,-22.408999999999935,-68.96399999999994,Al Elbra SX-EW plant,plant,-21.9859,-68.6886,mine_to_plant,cathode_sxew,Copper,54.9
Genoveva,mine,-22.408999999999935,-68.96399999999994,Antucoya SX-EW plant,plant,-22.6298,-69.8832,mine_to_plant,cathode_sxew,Copper,97.6
Genoveva,mine,-22.408999999999935,-68.96399999999994,Centinela oxide and sulfide plant,plant,-22.9275,-69.0965,mine_to_plant,concentrate,Copper,59.2
Genoveva,mine,-22.408999999999935,-68.96399999999994,Chuquicamata Mine (plant to acid-leach fine copper),plant,-22.3013,-68.8404,mine_to_plant,cathode_sxew,Copper,17.5
Genoveva,mine,-22.408999999999935,-68.96399999999994,Chuquicamata SX-EW plant (oxide) and smelter,plant,-22.3137,-68.8895,mine_to_plant,cathode_sxew,Copper,13.1
Genoveva,mine,-22.408999999999935,-68.96399999999994,El Tesoro SX-EW plant,plant,-22.9277,-69.0976,mine_to_plant,cathode_sxew,Copper,59.3
Genoveva,mine,-22.408999999999935,-68.96399999999994,Gabriela Mistral SX-EW plant,plant,-23.4173,-68.7838,mine_to_plant,cathode_sxew,Copper,113.6
Genoveva,mine,-22.408999999999935,-68.96399999999994,Lomas Bayas SX-EW plant,plant,-23.4318,-69.5017,mine_to_plant,cathode_sxew,Copper,126.4
Genoveva,mine,-22.408999999999935,-68.96399999999994,Mantos de la Luna SX-EW plant,plant,-22.3851,-70.1782,mine_to_plant,cathode_sxew,Copper,124.9
Genoveva,mine,-22.408999999999935,-68.96399999999994,Michilla SX-EW/sulfide-leaching plant,plant,-22.6791,-70.1883,mine_to_plant,cathode_sxew,Copper,129.3
Genoveva,mine,-22.408999999999935,-68.96399999999994,Plant near Tocopilla,plant,-21.9459,-69.8715,mine_to_plant,concentrate,Copper,106.7
Genoveva,mine,-22.408999999999935,-68.96399999999994,Radomiro Tomic SX-EW plant,plant,-22.1927,-68.8674,mine_to_plant,cathode_sxew,Copper,26.0
Genoveva,mine,-22.408999999999935,-68.96399999999994,Spence SX-EW plant,plant,-22.8015,-69.2818,mine_to_plant,cathode_sxew,Copper,54.5
Guanaco,mine,-25.108888999999976,-69.55694399999999,El Peñón concentration plant,plant,-24.4116,-69.4969,mine_to_plant,concentrate,Gold,77.8
Guanaco,mine,-25.108888999999976,-69.55694399999999,El Peñón concentration plant,plant,-24.4116,-69.4969,mine_to_plant,concentrate,Silver,77.8
Guanaco,mine,-25.108888999999976,-69.55694399999999,Escondida concentrator,plant,-24.2628,-69.0581,mine_to_plant,concentrate,Gold,106.7
Guanaco,mine,-25.108888999999976,-69.55694399999999,Escondida concentrator,plant,-24.2628,-69.0581,mine_to_plant,concentrate,Silver,106.7
Guanaco,mine,-25.108888999999976,-69.55694399999999,José Antonio Moreno plant,plant,-25.3963,-70.4742,mine_to_plant,concentrate,Gold,97.6
Guanaco,mine,-25.108888999999976,-69.55694399999999,José Antonio Moreno plant,plant,-25.3963,-70.4742,mine_to_plant,concentrate,Silver,97.6
Inca de Oro,mine,-26.837999999999965,-69.95399999999995,Biocobre refinery,plant,-27.5734,-70.2484,mine_to_plant,cathode_er,Copper,86.8
Inca de Oro,mine,-26.837999999999965,-69.95399999999995,Franke SX-EW Plant,plant,-25.8334,-69.8639,mine_to_plant,cathode_sxew,Copper,112.1
Inca de Oro,mine,-26.837999999999965,-69.95399999999995,Hernán Videla Lira smelter (anodes and blister),plant,-27.4198,-70.2577,mine_to_plant,blister,Copper,71.3
Inca de Oro,mine,-26.837999999999965,-69.95399999999995,Mantoverde SX-EW plant,plant,-26.5615,-70.3253,mine_to_plant,cathode_sxew,Copper,48.0
