FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM
Radomiro Tomic,mine,-22.226999999999975,-68.88299999999998,Collahuasi SX-EW plant,plant,-20.9779,-68.6315,mine_to_plant,cathode_sxew,Copper,141.3
Radomiro Tomic,mine,-22.226999999999975,-68.88299999999998,El Tesoro SX-EW plant,plant,-22.9277,-69.0976,mine_to_plant,cathode_sxew,Copper,81.0
Radomiro Tomic,mine,-22.226999999999975,-68.88299999999998,Gabriela Mistral SX-EW plant,plant,-23.4173,-68.7838,mine_to_plant,cathode_sxew,Copper,132.7
Radomiro Tomic,mine,-22.226999999999975,-68.88299999999998,Lomas Bayas SX-EW plant,plant,-23.4318,-69.5017,mine_to_plant,cathode_sxew,Copper,148.2
Radomiro Tomic,mine,-22.226999999999975,-68.88299999999998,Mantos de la Luna SX-EW plant,plant,-22.3851,-70.1782,mine_to_plant,cathode_sxew,Copper,134.4
Radomiro Tomic,mine,-22.226999999999975,-68.88299999999998,Michilla SX-EW/sulfide-leaching plant,plant,-22.6791,-70.1883,mine_to_plant,cathode_sxew,Copper,143.2
Radomiro Tomic,mine,-22.226999999999975,-68.88299999999998,Molybdenum plant,plant,-20.9761,-68.6272,mine_to_plant,concentrate,Molybdenum,141.6
Radomiro Tomic,mine,-22.226999999999975,-68.88299999999998,Plant near Tocopilla,plant,-21.9459,-69.8715,mine_to_plant,concentrate,Copper,106.5
Radomiro Tomic,mine,-22.226999999999975,-68.88299999999998,Quebrada Blanca SX-EW plant,plant,-21.0027,-68.7964,mine_to_plant,cathode_sxew,Copper,136.4
Radomiro Tomic,mine,-22.226999999999975,-68.88299999999998,Radomiro Tomic SX-EW plant,plant,-22.1927,-68.8674,mine_to_plant,cathode_sxew,Copper,4.1
Radomiro Tomic,mine,-22.226999999999975,-68.88299999999998,Spence SX-EW plant,plant,-22.8015,-69.2818,mine_to_plant,cathode_sxew,Copper,75.9
Relincho,mine,-28.52099999999996,-70.30999999999995,Biocobre refinery,plant,-27.5734,-70.2484,mine_to_plant,cathode_er,Copper,105.5
Relincho,mine,-28.52099999999996,-70.30999999999995,Dos Amigos SX-EW plant,plant,-28.9869,-70.8859,mine_to_plant,cathode_sxew,Copper,76.4
Relincho,mine,-28.52099999999996,-70.30999999999995,Hernán Videla Lira smelter (anodes and blister),plant,-27.4198,-70.2577,mine_to_plant,blister,Copper,122.6
Relincho,mine,-28.52099999999996,-70.30999999999995,Manuel Antonio Matta,plant,-27.4131,-70.2517,mine_to_plant,concentrate,Copper,123.3
Relincho,mine,-28.52099999999996,-70.30999999999995,Manuel Antonio Matta plant,plant,-27.4131,-70.2517,mine_to_plant,concentrate,Silver,123.3
Relincho,mine,-28.52099999999996,-70.30999999999995,Vallenar plant,plant,-28.5652,-70.7387,mine_to_plant,concentrate,Copper,42.2
Relincho,mine,-28.52099999999996,-70.30999999999995,Vallenar plant,plant,-28.5652,-70.7387,mine_to_plant,concentrate,Silver,42.2
Romeral,mine,-29.715832999999975,-71.24166699999995,El Algarrobito concentration plant,plant,-28.8028,-70.9839,mine_to_plant,concentrate,Iron,104.6
Romeral,mine,-29.715832999999975,-71.24166699999995,El Romeral concentration plant,plant,-29.7282,-71.2317,mine_to_plant,concentrate,Iron,1.7
Romeral,mine,-29.715832999999975,-71.24166699999995,El Romeral concentration plant,plant,-29.7282,-71.2317,mine_to_plant,iron_ore,Iron,1.7
Romeral,mine,-29.715832999999975,-71.24166699999995,El Romeral pellet-feed plant,plant,-29.7308,-71.2325,mine_to_plant,concentrate,Iron,1.9
Romeral,mine,-29.715832999999975,-71.24166699999995,Huasco pellet plant,plant,-28.4808,-71.2485,mine_to_plant,concentrate,Iron,137.3
Rosario de Rengo,mine,-34.557999999999936,-70.50899999999996,"Caletones smelter (anodes). refinery (fire-refined ingots), and SX-EW plant",plant,-34.1046,-70.4505,mine_to_plant,cathode_sxew,Copper,50.7
Rosario de Rengo,mine,-34.557999999999936,-70.50899999999996,El Teniente plant,plant,-34.0886,-70.4555,mine_to_plant,concentrate,Molybdenum,52.4
Rosario de Rengo,mine,-34.557999999999936,-70.50899999999996,Facilities near Rancagua,plant,-34.2383,-70.685,mine_to_plant,concentrate,Copper,39.0
Salar Colpitas,mine,-17.95999999999998,-69.41999999999996,Boric acid and agrochemical plants,plant,-18.4414,-69.879,mine_to_plant,concentrate,Boron,72.2
Salar Surire,mine,-18.819999999999936,-69.04999999999995,Boric acid and agrochemical plants,plant,-18.4414,-69.879,mine_to_plant,concentrate,Boron,97.0
Salar de Atacama,mine,-23.46999999999997,-68.29999999999995,Chemetall Foote plant,plant,-23.7593,-70.3112,mine_to_plant,concentrate,Lithium,207.4
Salar de Atacama,mine,-23.46999999999997,-68.29999999999995,Dual-use plant at Salar del Carmen,plant,-23.6351,-70.2595,mine_to_plant,concentrate,Lithium,200.6
Salar de Atacama,mine,-23.46999999999997,-68.29999999999995,Mine brines of Atacama Salar,plant,-23.4874,-68.3354,mine_to_plant,concentrate,Lithium,4.1
Salares Norte,mine,-26.011999999999944,-68.89027999999996,Osvaldo Martínez plant,plant,-26.4196,-70.3172,mine_to_plant,concentrate,Gold,149.4
Salares Norte,mine,-26.011999999999944,-68.89027999999996,Osvaldo Martínez plant,plant,-26.4196,-70.3172,mine_to_plant,concentrate,Silver,149.4
Salvador,mine,-26.24099999999993,-69.56999999999994,Franke SX-EW Plant,plant,-25.8334,-69.8639,mine_to_plant,cathode_sxew,Copper,54.0
Salvador,mine,-26.24099999999993,-69.56999999999994,Hernán Videla Lira smelter (anodes and blister),plant,-27.4198,-70.2577,mine_to_plant,blister,Copper,147.8
Salvador,mine,-26.24099999999993,-69.56999999999994,José Antonio Moreno,plant,-25.3963,-70.4742,mine_to_plant,concentrate,Copper,130.4
Salvador,mine,-26.24099999999993,-69.56999999999994,Mantoverde SX-EW plant,plant,-26.5615,-70.3253,mine_to_plant,cathode_sxew,Copper,83.2
Salvador,mine,-26.24099999999993,-69.56999999999994,Manuel Antonio Matta,plant,-27.4131,-70.2517,mine_to_plant,concentrate,Copper,146.8
Salvador,mine,-26.24099999999993,-69.56999999999994,Osvaldo Martínez,plant,-26.4196,-70.3172,mine_to_plant,concentrate,Copper,77.1
Salvador,mine,-26.24099999999993,-69.56999999999994,Potrerillos SX-EW refinery and smelter,plant,-26.283,-69.5965,mine_to_plant,cathode_sxew,Copper,5.4
San Lorenzo,mine,-20.519999999999985,-69.95999999999998,Iris Plant,plant,-20.9622,-69.6625,mine_to_plant,iodine,Iodine,58.1
San Lorenzo,mine,-20.519999999999985,-69.95999999999998,Nueva Victoria plant,plant,-20.9592,-69.6633,mine_to_plant,iodine,Iodine,57.8
San Lorenzo,mine,-20.519999999999985,-69.95999999999998,Plant near Iquique,plant,-20.223,-69.7966,mine_to_plant,iodine,Iodine,37.2
San Pietro,mine,-26.47499999999997,-70.10299999999995,Biocobre refinery,plant,-27.5734,-70.2484,mine_to_plant,cathode_er,Copper,123.0
San Pietro,mine,-26.47499999999997,-70.10299999999995,Franke SX-EW Plant,plant,-25.8334,-69.8639,mine_to_plant,cathode_sxew,Copper,75.2
San Pietro,mine,-26.47499999999997,-70.10299999999995,Hernán Videla Lira smelter (anodes and blister),plant,-27.4198,-70.2577,mine_to_plant,blister,Copper,106.2
San Pietro,mine,-26.47499999999997,-70.10299999999995,José Antonio Moreno,plant,-25.3963,-70.4742,mine_to_plant,concentrate,Copper,125.6
San Pietro,mine,-26.47499999999997,-70.10299999999995,Mantoverde SX-EW plant,plant,-26.5615,-70.3253,mine_to_plant,cathode_sxew,Copper,24.1
San Pietro,mine,-26.47499999999997,-70.10299999999995,Manuel Antonio Matta,plant,-27.4131,-70.2517,mine_to_plant,concentrate,Copper,105.3
San Pietro,mine,-26.47499999999997,-70.10299999999995,Osvaldo Martínez,plant,-26.4196,-70.3172,mine_to_plant,concentrate,Copper,22.2
San Pietro,mine,-26.47499999999997,-70.10299999999995,Potrerillos SX-EW refinery and smelter,plant,-26.283,-69.5965,mine_to_plant,cathode_sxew,Copper,54.8
Santa Luisa,mine,-25.22999999999996,-70.12999999999994,Plant in Aguas Blancas,plant,-24.1357,-69.8671,mine_to_plant,iodine,Iodine,124.5
Santo Domingo,mine,-26.42599999999993,-70.01599999999996,Biocobre refinery,plant,-27.5734,-70.2484,mine_to_plant,cathode_er,Copper,129.6
Santo Domingo,mine,-26.42599999999993,-70.01599999999996,Franke SX-EW Plant,plant,-25.8334,-69.8639,mine_to_plant,cathode_sxew,Copper,67.6
Santo Domingo,mine,-26.42599999999993,-70.01599999999996,Hernán Videla Lira smelter (anodes and blister),plant,-27.4198,-70.2577,mine_to_plant,blister,Copper,113.1
Santo Domingo,mine,-26.42599999999993,-70.01599999999996,José Antonio Moreno,plant,-25.3963,-70.4742,mine_to_plant,concentrate,Copper,123.3
Santo Domingo,mine,-26.42599999999993,-70.01599999999996,José Antonio Moreno plant,plant,-25.3963,-70.4742,mine_to_plant,concentrate,Gold,123.3
Santo Domingo,mine,-26.42599999999993,-70.01599999999996,Magnetite plant to process tailings from the Candelaria Mine and other iron-bearing raw materials from third parties,plant,-27.5218,-70.3192,mine_to_plant,concentrate,Iron,125.5
Santo Domingo,mine,-26.42599999999993,-70.01599999999996,Mantoverde SX-EW plant,plant,-26.5615,-70.3253,mine_to_plant,cathode_sxew,Copper,34.3
Santo Domingo,mine,-26.42599999999993,-70.01599999999996,Manuel Antonio Matta,plant,-27.4131,-70.2517,mine_to_plant,concentrate,Copper,112.2
Santo Domingo,mine,-26.42599999999993,-70.01599999999996,Manuel Antonio Matta plant,plant,-27.4131,-70.2517,mine_to_plant,concentrate,Gold,112.2
Santo Domingo,mine,-26.42599999999993,-70.01599999999996,Osvaldo Martínez,plant,-26.4196,-70.3172,mine_to_plant,concentrate,Copper,30.0
Santo Domingo,mine,-26.42599999999993,-70.01599999999996,Osvaldo Martínez plant,plant,-26.4196,-70.3172,mine_to_plant,concentrate,Gold,30.0
Santo Domingo,mine,-26.42599999999993,-70.01599999999996,Potrerillos SX-EW refinery and smelter,plant,-26.283,-69.5965,mine_to_plant,cathode_sxew,Copper,44.7
Sierra,mine,-23.15199999999993,-69.96999999999997,Altonorte smelter,plant,-23.8247,-70.3178,mine_to_plant,blister,Copper,82.8
Sierra,mine,-23.15199999999993,-69.96999999999997,Antucoya SX-EW plant,plant,-22.6298,-69.8832,mine_to_plant,cathode_sxew,Copper,58.7
Sierra,mine,-23.15199999999993,-69.96999999999997,Centinela oxide and sulfide plant,plant,-22.9275,-69.0965,mine_to_plant,concentrate,Copper,92.8
Sierra,mine,-23.15199999999993,-69.96999999999997,Chuquicamata Mine (plant to acid-leach fine copper),plant,-22.3013,-68.8404,mine_to_plant,cathode_sxew,Copper,149.6
Sierra,mine,-23.15199999999993,-69.96999999999997,Chuquicamata SX-EW plant (oxide) and smelter,plant,-22.3137,-68.8895,mine_to_plant,cathode_sxew,Copper,144.8
Sierra,mine,-23.15199999999993,-69.96999999999997,El Tesoro SX-EW plant,plant,-22.9277,-69.0976,mine_to_plant,cathode_sxew,Copper,92.7
Sierra,mine,-23.15199999999993,-69.96999999999997,Gabriela Mistral SX-EW plant,plant,-23.4173,-68.7838,mine_to_plant,cathode_sxew,Copper,124.7
Sierra,mine,-23.15199999999993,-69.96999999999997,Lomas Bayas SX-EW plant,plant,-23.4318,-69.5017,mine_to_plant,cathode_sxew,Copper,57.1
Sierra,mine,-23.15199999999993,-69.96999999999997,Mantos Blancos SX-EW plant,plant,-23.4397,-70.0734,mine_to_plant,cathode_sxew,Copper,33.7
Sierra,mine,-23.15199999999993,-69.96999999999997,Mantos de la Luna SX-EW plant,plant,-22.3851,-70.1782,mine_to_plant,cathode_sxew,Copper,87.9
Sierra,mine,-23.15199999999993,-69.96999999999997,Michilla SX-EW/sulfide-leaching plant,plant,-22.6791,-70.1883,mine_to_plant,cathode_sxew,Copper,57.1
Sierra,mine,-23.15199999999993,-69.96999999999997,Plant near Tocopilla,plant,-21.9459,-69.8715,mine_to_plant,concentrate,Copper,134.5
Sierra,mine,-23.15199999999993,-69.96999999999997,Spence SX-EW plant,plant,-22.8015,-69.2818,mine_to_plant,cathode_sxew,Copper,80.5
Sierra,mine,-23.15199999999993,-69.96999999999997,Zaldívar SX-EW plant,plant,-24.201,-69.0689,mine_to_plant,cathode_sxew,Copper,148.4
Sierra Atacama,mine,-23.238999999999976,-70.11899999999997,Altonorte smelter,plant,-23.8247,-70.3178,mine_to_plant,blister,Copper,68.2
Sierra Atacama,mine,-23.238999999999976,-70.11899999999997,Antucoya SX-EW plant,plant,-22.6298,-69.8832,mine_to_plant,cathode_sxew,Copper,71.9
Sierra Atacama,mine,-23.238999999999976,-70.11899999999997,Centinela oxide and sulfide plant,plant,-22.9275,-69.0965,mine_to_plant,concentrate,Copper,110.2
Sierra Atacama,mine,-23.238999999999976,-70.11899999999997,El Tesoro SX-EW plant,plant,-22.9277,-69.0976,mine_to_plant,cathode_sxew,Copper,110.1
Sierra Atacama,mine,-23.238999999999976,-70.11899999999997,Gabriela Mistral SX-EW plant,plant,-23.4173,-68.7838,mine_to_plant,cathode_sxew,Copper,137.8
Sierra Atacama,mine,-23.238999999999976,-70.11899999999997,Lomas Bayas SX-EW plant,plant,-23.4318,-69.5017,mine_to_plant,cathode_sxew,Copper,66.6
Sierra Atacama,mine,-23.238999999999976,-70.11899999999997,Mantos Blancos SX-EW plant,plant,-23.4397,-70.0734,mine_to_plant,cathode_sxew,Copper,22.8
Sierra Atacama,mine,-23.238999999999976,-70.11899999999997,Mantos de la Luna SX-EW plant,plant,-22.3851,-70.1782,mine_to_plant,cathode_sxew,Copper,95.1
Sierra Atacama,mine,-23.238999999999976,-70.11899999999997,Michilla SX-EW/sulfide-leaching plant,plant,-22.6791,-70.1883,mine_to_plant,cathode_sxew,Copper,62.7
Sierra Atacama,mine,-23.238999999999976,-70.11899999999997,Plant near Tocopilla,plant,-21.9459,-69.8715,mine_to_plant,concentrate,Copper,146.0
Sierra Atacama,mine,-23.238999999999976,-70.11899999999997,Spence SX-EW plant,plant,-22.8015,-69.2818,mine_to_plant,cathode_sxew,Copper,98.5
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Al Elbra SX-EW plant,plant,-21.9859,-68.6886,mine_to_plant,cathode_sxew,Copper,116.8
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Altonorte smelter,plant,-23.8247,-70.3178,mine_to_plant,blister,Copper,147.7
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Antucoya SX-EW plant,plant,-22.6298,-69.8832,mine_to_plant,cathode_sxew,Copper,60.8
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Centinela oxide and sulfide plant,plant,-22.9275,-69.0965,mine_to_plant,concentrate,Copper,26.4
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Chuquicamata Mine (plant to acid-leach fine copper),plant,-22.3013,-68.8404,mine_to_plant,cathode_sxew,Copper,79.4
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Chuquicamata SX-EW plant (oxide) and smelter,plant,-22.3137,-68.8895,mine_to_plant,cathode_sxew,Copper,75.1
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,El Tesoro SX-EW plant,plant,-22.9277,-69.0976,mine_to_plant,cathode_sxew,Copper,26.3
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Esperanza milling/flotation plant,plant,-22.9998,-69.1036,mine_to_plant,concentrate,Gold,29.5
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Gabriela Mistral SX-EW plant,plant,-23.4173,-68.7838,mine_to_plant,cathode_sxew,Copper,85.1
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Lomas Bayas SX-EW plant,plant,-23.4318,-69.5017,mine_to_plant,cathode_sxew,Copper,67.1
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Mantos Blancos SX-EW plant,plant,-23.4397,-70.0734,mine_to_plant,cathode_sxew,Copper,99.9
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Mantos de la Luna SX-EW plant,plant,-22.3851,-70.1782,mine_to_plant,cathode_sxew,Copper,100.3
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Michilla SX-EW/sulfide-leaching plant,plant,-22.6791,-70.1883,mine_to_plant,cathode_sxew,Copper,89.1
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Plant near Tocopilla,plant,-21.9459,-69.8715,mine_to_plant,concentrate,Copper,114.2
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Radomiro Tomic SX-EW plant,plant,-22.1927,-68.8674,mine_to_plant,cathode_sxew,Copper,87.4
Sierra Gorda,mine,-22.84699999999998,-69.33899999999994,Spence SX-EW plant,plant,-22.8015,-69.2818,mine_to_plant,cathode_sxew,Copper,7.7
Sierra Jardín,mine,-25.90599999999995,-69.48399999999998,Franke SX-EW Plant,plant,-25.8334,-69.8639,mine_to_plant,cathode_sxew,Copper,38.9
Sierra Jardín,mine,-25.90599999999995,-69.48399999999998,José Antonio Moreno,plant,-25.3963,-70.4742,mine_to_plant,concentrate,Copper,114.3
Sierra Jardín,mine,-25.90599999999995,-69.48399999999998,Mantoverde SX-EW plant,plant,-26.5615,-70.3253,mine_to_plant,cathode_sxew,Copper,111.1
Sierra Jardín,mine,-25.90599999999995,-69.48399999999998,Osvaldo Martínez,plant,-26.4196,-70.3172,mine_to_plant,concentrate,Copper,100.9
Sierra Jardín,mine,-25.90599999999995,-69.48399999999998,Potrerillos SX-EW refinery and smelter,plant,-26.283,-69.5965,mine_to_plant,cathode_sxew,Copper,43.4
Soledad,mine,-20.408999999999935,-69.79299999999995,Iris Plant,plant,-20.9622,-69.6625,mine_to_plant,concentrate,Iodine,63.0
Soledad,mine,-20.408999999999935,-69.79299999999995,Iris Plant,plant,-20.9622,-69.6625,mine_to_plant,iodine,Iodine,63.0
Soledad,mine,-20.408999999999935,-69.79299999999995,Nueva Victoria plant,plant,-20.9592,-69.6633,mine_to_plant,concentrate,Iodine,62.6
Soledad,mine,-20.408999999999935,-69.79299999999995,Nueva Victoria plant,plant,-20.9592,-69.6633,mine_to_plant,iodine,Iodine,62.6
Soledad,mine,-20.408999999999935,-69.79299999999995,Plant near Iquique,plant,-20.223,-69.7966,mine_to_plant,concentrate,Iodine,20.7
Soledad,mine,-20.408999999999935,-69.79299999999995,Plant near Iquique,plant,-20.223,-69.7966,mine_to_plant,concentrate,Nitrate,20.7
Soledad,mine,-20.408999999999935,-69.79299999999995,Plant near Iquique,plant,-20.223,-69.7966,mine_to_plant,iodine,Iodine,20.7
Spence,mine,-22.785999999999945,-69.24399999999997,Al Elbra SX-EW plant,plant,-21.9859,-68.6886,mine_to_plant,cathode_sxew,Copper,105.7
Spence,mine,-22.785999999999945,-69.24399999999997,Antucoya SX-EW plant,plant,-22.6298,-69.8832,mine_to_plant,cathode_sxew,Copper,67.8
Spence,mine,-22.785999999999945,-69.24399999999997,Centinela oxide and sulfide plant,plant,-22.9275,-69.0965,mine_to_plant,concentrate,Copper,21.8
Spence,mine,-22.785999999999945,-69.24399999999997,Chuquicamata Mine (plant to acid-leach fine copper),plant,-22.3013,-68.8404,mine_to_plant,cathode_sxew,Copper,68.0
Spence,mine,-22.785999999999945,-69.24399999999997,Chuquicamata SX-EW plant (oxide) and smelter,plant,-22.3137,-68.8895,mine_to_plant,cathode_sxew,Copper,63.9
Spence,mine,-22.785999999999945,-69.24399999999997,El Tesoro SX-EW plant,plant,-22.9277,-69.0976,mine_to_plant,cathode_sxew,Copper,21.8
Spence,mine,-22.785999999999945,-69.24399999999997,Gabriela Mistral SX-EW plant,plant,-23.4173,-68.7838,mine_to_plant,cathode_sxew,Copper,84.5
Spence,mine,-22.785999999999945,-69.24399999999997,Lomas Bayas SX-EW plant,plant,-23.4318,-69.5017,mine_to_plant,cathode_sxew,Copper,76.5
Spence,mine,-22.785999999999945,-69.24399999999997,Mantos Blancos SX-EW plant,plant,-23.4397,-70.0734,mine_to_plant,cathode_sxew,Copper,111.7
Spence,mine,-22.785999999999945,-69.24399999999997,Mantos de la Luna SX-EW plant,plant,-22.3851,-70.1782,mine_to_plant,cathode_sxew,Copper,105.8
Spence,mine,-22.785999999999945,-69.24399999999997,Michilla SX-EW/sulfide-leaching plant,plant,-22.6791,-70.1883,mine_to_plant,cathode_sxew,Copper,97.6
Spence,mine,-22.785999999999945,-69.24399999999997,Plant near Tocopilla,plant,-21.9459,-69.8715,mine_to_plant,concentrate,Copper,113.5
Spence,mine,-22.785999999999945,-69.24399999999997,Radomiro Tomic SX-EW plant,plant,-22.1927,-68.8674,mine_to_plant,cathode_sxew,Copper,76.5
Spence,mine,-22.785999999999945,-69.24399999999997,Spence SX-EW plant,plant,-22.8015,-69.2818,mine_to_plant,cathode_sxew,Copper,4.2
Talcuna,mine,-29.888999999999953,-70.88199999999995,Dos Amigos SX-EW plant,plant,-28.9869,-70.8859,mine_to_plant,cathode_sxew,Copper,100.3
Talcuna,mine,-29.888999999999953,-70.88199999999995,Plant near Coquimbo (Region IV),plant,-29.8353,-71.1035,mine_to_plant,concentrate,Copper,22.2
Talcuna,mine,-29.888999999999953,-70.88199999999995,SX-EW plant,plant,-30.261,-71.0917,mine_to_plant,cathode_sxew,Copper,46.0
Talcuna,mine,-29.888999999999953,-70.88199999999995,Vallenar plant,plant,-28.5652,-70.7387,mine_to_plant,concentrate,Copper,147.9
Talcuna,mine,-29.888999999999953,-70.88199999999995,Vallenar plant,plant,-28.5652,-70.7387,mine_to_plant,concentrate,Silver,147.9
Tofo,mine,-29.448999999999955,-71.23569999999995,El Algarrobito concentration plant,plant,-28.8028,-70.9839,mine_to_plant,concentrate,Iron,75.9
Tofo,mine,-29.448999999999955,-71.23569999999995,El Romeral concentration plant,plant,-29.7282,-71.2317,mine_to_plant,concentrate,Iron,31.0
Tofo,mine,-29.448999999999955,-71.23569999999995,El Romeral concentration plant,plant,-29.7282,-71.2317,mine_to_plant,iron_ore,Iron,31.0
Tofo,mine,-29.448999999999955,-71.23569999999995,El Romeral pellet-feed plant,plant,-29.7308,-71.2325,mine_to_plant,concentrate,Iron,31.3
Tofo,mine,-29.448999999999955,-71.23569999999995,Huasco concentration plant,plant,-28.2907,-70.8125,mine_to_plant,concentrate,Iron,135.2
Tofo,mine,-29.448999999999955,-71.23569999999995,Huasco pellet plant,plant,-28.4808,-71.2485,mine_to_plant,concentrate,Iron,107.7
Tofo,mine,-29.448999999999955,-71.23569999999995,Los Colorados concentration plant,plant,-28.291,-70.8129,mine_to_plant,concentrate,Iron,135.2
Toki,mine,-22.41599999999994,-68.94799999999998,Al Elbra SX-EW plant,plant,-21.9859,-68.6886,mine_to_plant,cathode_sxew,Copper,54.8
Toki,mine,-22.41599999999994,-68.94799999999998,Antucoya SX-EW plant,plant,-22.6298,-69.8832,mine_to_plant,cathode_sxew,Copper,99.0
Toki,mine,-22.41599999999994,-68.94799999999998,Centinela oxide and sulfide plant,plant,-22.9275,-69.0965,mine_to_plant,concentrate,Copper,58.9
Toki,mine,-22.41599999999994,-68.94799999999998,Chuquicamata Mine (plant to acid-leach fine copper),plant,-22.3013,-68.8404,mine_to_plant,cathode_sxew,Copper,16.9
Toki,mine,-22.41599999999994,-68.94799999999998,Chuquicamata SX-EW plant (oxide) and smelter,plant,-22.3137,-68.8895,mine_to_plant,cathode_sxew,Copper,12.9
Toki,mine,-22.41599999999994,-68.94799999999998,El Tesoro SX-EW plant,plant,-22.9277,-69.0976,mine_to_plant,cathode_sxew,Copper,58.9
Toki,mine,-22.41599999999994,-68.94799999999998,Gabriela Mistral SX-EW plant,plant,-23.4173,-68.7838,mine_to_plant,cathode_sxew,Copper,112.6
Toki,mine,-22.41599999999994,-68.94799999999998,Lomas Bayas SX-EW plant,plant,-23.4318,-69.5017,mine_to_plant,cathode_sxew,Copper,126.4
Toki,mine,-22.41599999999994,-68.94799999999998,Mantos de la Luna SX-EW plant,plant,-22.3851,-70.1782,mine_to_plant,cathode_sxew,Copper,126.5
Toki,mine,-22.41599999999994,-68.94799999999998,Michilla SX-EW/sulfide-leaching plant,plant,-22.6791,-70.1883,mine_to_plant,cathode_sxew,Copper,130.7
Toki,mine,-22.41599999999994,-68.94799999999998,Plant near Tocopilla,plant,-21.9459,-69.8715,mine_to_plant,concentrate,Copper,108.5
Toki,mine,-22.41599999999994,-68.94799999999998,Radomiro Tomic SX-EW plant,plant,-22.1927,-68.8674,mine_to_plant,cathode_sxew,Copper,26.2
Toki,mine,-22.41599999999994,-68.94799999999998,Spence SX-EW plant,plant,-22.8015,-69.2818,mine_to_plant,cathode_sxew,Copper,54.9
Tovaku,mine,-21.94599999999997,-69.78299999999996,Al Elbra SX-EW plant,plant,-21.9859,-68.6886,mine_to_plant,cathode_sxew,Copper,112.9
Tovaku,mine,-21.94599999999997,-69.78299999999996,Antucoya SX-EW plant,plant,-22.6298,-69.8832,mine_to_plant,cathode_sxew,Copper,76.7
Tovaku,mine,-21.94599999999997,-69.78299999999996,Centinela oxide and sulfide plant,plant,-22.9275,-69.0965,mine_to_plant,concentrate,Copper,130.0
Tovaku,mine,-21.94599999999997,-69.78299999999996,Chuquicamata Mine (plant to acid-leach fine copper),plant,-22.3013,-68.8404,mine_to_plant,cathode_sxew,Copper,104.8
Tovaku,mine,-21.94599999999997,-69.78299999999996,Chuquicamata SX-EW plant (oxide) and smelter,plant,-22.3137,-68.8895,mine_to_plant,cathode_sxew,Copper,100.7
Tovaku,mine,-21.94599999999997,-69.78299999999996,El Tesoro SX-EW plant,plant,-22.9277,-69.0976,mine_to_plant,cathode_sxew,Copper,129.9
Tovaku,mine,-21.94599999999997,-69.78299999999996,Mantos de la Luna SX-EW plant,plant,-22.3851,-70.1782,mine_to_plant,cathode_sxew,Copper,63.6
Tovaku,mine,-21.94599999999997,-69.78299999999996,Michilla SX-EW/sulfide-leaching plant,plant,-22.6791,-70.1883,mine_to_plant,cathode_sxew,Copper,91.6
Tovaku,mine,-21.94599999999997,-69.78299999999996,Plant near Tocopilla,plant,-21.9459,-69.8715,mine_to_plant,concentrate,Copper,9.1
Tovaku,mine,-21.94599999999997,-69.78299999999996,Quebrada Blanca SX-EW plant,plant,-21.0027,-68.7964,mine_to_plant,cathode_sxew,Copper,146.4
Tovaku,mine,-21.94599999999997,-69.78299999999996,Radomiro Tomic SX-EW plant,plant,-22.1927,-68.8674,mine_to_plant,cathode_sxew,Copper,98.3
Tovaku,mine,-21.94599999999997,-69.78299999999996,Spence SX-EW plant,plant,-22.8015,-69.2818,mine_to_plant,cathode_sxew,Copper,108.2
Valeriano,mine,-29.113999999999976,-69.87099999999998,Dos Amigos SX-EW plant,plant,-28.9869,-70.8859,mine_to_plant,cathode_sxew,Copper,99.7
Valeriano,mine,-29.113999999999976,-69.87099999999998,Plant near Coquimbo (Region IV),plant,-29.8353,-71.1035,mine_to_plant,concentrate,Copper,143.8
Valeriano,mine,-29.113999999999976,-69.87099999999998,Vallenar plant,plant,-28.5652,-70.7387,mine_to_plant,concentrate,Copper,104.2
Valeriano,mine,-29.113999999999976,-69.87099999999998,Vallenar plant,plant,-28.5652,-70.7387,mine_to_plant,concentrate,Gold,104.2
Valeriano,mine,-29.113999999999976,-69.87099999999998,Vallenar plant,plant,-28.5652,-70.7387,mine_to_plant,concentrate,Silver,104.2
Vizcachitas,mine,-32.40599999999995,-70.42499999999995,Chagres smelter (anodes and blister),plant,-32.8047,-70.9554,mine_to_plant,blister,Copper,66.6
